country,time,non_net_users_num
prt,1996,9831933
prt,1997,9670618
prt,1998,9205874
prt,1999,8742752
prt,2000,8605249
prt,2001,8470987
prt,2002,8374226
prt,2003,7335148
prt,2004,7143266
prt,2005,6831572
prt,2006,6535505
prt,2007,6122911
prt,2008,5919601
prt,2009,5485483
prt,2010,4948358
prt,2011,4729801
prt,2012,4174734
prt,2013,3969737
prt,2014,3689093
prt,2015,3252249
prt,2016,3053923
prt,2017,2696499
prt,2018,2598816
prt,2019,2521121
pry,1990,4223413
pry,1991,4334348
pry,1992,4445019
pry,1993,4555518
pry,1994,4666096
pry,1995,4776838
pry,1996,4886643
pry,1997,4993119
pry,1998,5097885
pry,1999,5196437
pry,2000,5283404
pry,2001,5368795
pry,2002,5432661
pry,2003,5514018
pry,2004,5532712
pry,2005,5363583
pry,2006,5442398
pry,2007,5326006
pry,2008,5213495
pry,2009,4998980
pry,2010,5010910
pry,2011,4765466
pry,2012,4537439
pry,2013,4107982
pry,2014,3761729
pry,2015,3363101
pry,2016,3158213
pry,2017,2672947
pry,2018,2435076
pry,2019,2217821
pse,1990,2101445
pse,1991,2191000
pse,1992,2287676
pse,1993,2391399
pse,1994,2501973
pse,1995,2618671
pse,2000,3188180
pse,2001,3249110
pse,2002,3275373
pse,2003,3299698
pse,2004,3351054
pse,2005,3005304
pse,2006,2988169
pse,2007,2960991
pse,2008,2917279
pse,2009,2682122
pse,2010,2538826
pse,2011,2444976
pse,2012,2400730
pse,2013,2314100
pse,2014,2051786
pse,2015,1928326
pse,2016,1799631
pse,2017,1652037
pse,2018,1731220
pse,2019,1463412
qat,1990,476275
qat,1991,487354
qat,1992,495403
qat,1993,501479
qat,1994,507044
qat,1995,512470
qat,1996,517670
qat,1997,518812
qat,1998,532151
qat,1999,547263
qat,2000,563651
qat,2001,577065
qat,2002,575336
qat,2003,550599
qat,2004,597380
qat,2005,651364
qat,2006,726385
qat,2007,767618
qat,2008,800225
qat,2009,776169
qat,2010,575462
qat,2011,631117
qat,2012,674196
qat,2013,343477
qat,2014,209278
qat,2015,182555
qat,2016,129409
qat,2017,71148
qat,2018,9658
qat,2019,9833
rou,1990,23489156
rou,1991,23456646
rou,1992,23375828
rou,1993,23256098
rou,1994,23109734
rou,1995,22947534
rou,1996,22755163
rou,1997,22536762
rou,1998,21963574
rou,1999,21696612
rou,2000,21337439
rou,2001,20991330
rou,2002,20415332
rou,2003,19787287
rou,2004,18341207
rou,2005,16812570
rou,2006,15997931
rou,2007,15081519
rou,2008,14076590
rou,2009,13084489
rou,2010,12297446
rou,2011,12199997
rou,2012,10947105
rou,2013,10113803
rou,2014,9200498
rou,2015,8814263
rou,2016,8016702
rou,2017,7125093
rou,2018,5718938
rou,2019,5101109
rus,1990,147531562
rus,1991,147995584
rus,1992,148267579
rus,1993,148353632
rus,1994,148269605
rus,1995,148007871
rus,1996,147621561
rus,1997,147031310
rus,1998,146162948
rus,1999,145418871
rus,2000,143510129
rus,2001,141536930
rus,2002,139220811
rus,2003,132609822
rus,2004,125552742
rus,2005,121795602
rus,2006,117557259
rus,2007,107936760
rus,2008,104815121
rus,2009,101762102
rus,2010,81783186
rus,2011,73288544
rus,2012,52125787
rus,2013,46227444
rus,2014,42647194
rus,2015,43350533
rus,2016,39091569
rus,2017,34915434
rus,2018,27886645
rus,2019,25320215
rwa,1990,7288883
rwa,1991,7083928
rwa,1992,6702239
rwa,1993,6263758
rwa,1994,5936253
rwa,1995,5836490
rwa,1996,6013059
rwa,1997,6419794
rwa,1998,6961981
rwa,1999,7496199
rwa,2000,7928703
rwa,2001,8211340
rwa,2002,8402388
rwa,2003,8526618
rwa,2004,8643116
rwa,2005,8791065
rwa,2006,8993057
rwa,2007,9077583
rwa,2008,9095928
rwa,2009,9029497
rwa,2010,9236191
rwa,2011,9572800
rwa,2012,9703178
rwa,2013,9838500
rwa,2014,9908764
rwa,2015,9322634
rwa,2016,9335063
rwa,2017,9372993
rwa,2018,9624126
rwa,2019,9878357
sau,1990,16233786
sau,1991,16772695
sau,1992,17282686
sau,1993,17763297
sau,1994,18214475
sau,1995,18636748
sau,1996,19028755
sau,1997,19397027
sau,1998,19763235
sau,1999,20094854
sau,2000,20207027
sau,2001,20210140
sau,2002,20413115
sau,2003,20659759
sau,2004,20765171
sau,2005,20790330
sau,2006,19731039
sau,2007,17629212
sau,2008,16568662
sau,2009,16510788
sau,2010,16178666
sau,2011,14840485
sau,2012,13411257
sau,2013,11870563
sau,2014,10909325
sau,2015,9637035
sau,2016,8150020
sau,2017,5918492
sau,2018,2254714
sau,2019,1465082
sdn,1990,20147592
sdn,1991,20891442
sdn,1992,21696240
sdn,1993,22527837
sdn,1994,23338465
sdn,1995,24094741
sdn,1996,24782384
sdn,1997,25413599
sdn,1998,26014268
sdn,1999,26624170
sdn,2000,27267986
sdn,2001,27931866
sdn,2002,28578635
sdn,2003,29301880
sdn,2004,29975025
sdn,2005,30549634
sdn,2006,31252741
sdn,2007,29558189
sdn,2008,30197775
sdn,2009,30858104
sdn,2010,28775997
sdn,2011,29177623
sdn,2012,28593087
sdn,2013,28657085
sdn,2014,28619962
sdn,2015,28550874
sdn,2016,34228945
sdn,2017,28214180
sdn,2018,28897274
sdn,2019,29596662
sen,1990,7526306
sen,1991,7755503
sen,1992,7990090
sen,1993,8226749
sen,1994,8461066
sen,1995,8690095
sen,1996,8911870
sen,1997,9128379
sen,1998,9340311
sen,1999,9538950
sen,2000,9758151
sen,2001,9937367
sen,2002,10180194
sen,2003,10319947
sen,2004,10335953
sen,2005,10559274
sen,2006,10743528
sen,2007,10881838
sen,2008,11149965
sen,2009,11409960
sen,2010,11663892
sen,2011,11756500
sen,2012,11954575
sen,2013,11976931
sen,2014,11665811
sen,2015,10642269
sen,2016,11145459
sen,2017,8326451
sen,2018,8561335
sen,2019,8800035
sgp,1990,3012968
sgp,1991,3096136
sgp,1992,3184560
sgp,1993,3280569
sgp,1994,3375218
sgp,1995,3424648
sgp,1996,3334391
sgp,1997,3246659
sgp,1998,3104375
sgp,1999,2999457
sgp,2000,2578478
sgp,2001,2378185
sgp,2002,2175336
sgp,2003,1906138
sgp,2004,1587337
sgp,2005,1663620
sgp,2006,1804953
sgp,2007,1378167
sgp,2008,1480501
sgp,2009,1539650
sgp,2010,1488039
sgp,2011,1526456
sgp,2012,1503451
sgp,2013,1041548
sgp,2014,1158768
sgp,2015,1173623
sgp,2016,879009
sgp,2017,887629
sgp,2018,681366
sgp,2019,641421
slb,1990,311869
slb,1991,320781
slb,1992,330004
slb,1993,339501
slb,1994,349273
slb,1995,359187
slb,1996,368524
slb,1997,378509
slb,1998,388716
slb,1999,399606
slb,2000,410679
slb,2001,421963
slb,2002,433248
slb,2003,444532
slb,2004,455570
slb,2005,465950
slb,2006,473166
slb,2007,482290
slb,2008,488265
slb,2009,494575
slb,2010,501468
slb,2011,509031
slb,2012,517156
slb,2013,525623
slb,2014,534242
slb,2015,542817
slb,2016,551294
slb,2017,560189
slb,2018,575008
slb,2019,589950
sle,1990,4319763
sle,1991,4348663
sle,1992,4347727
sle,1993,4328965
sle,1994,4309780
sle,1995,4303953
sle,1996,4312552
sle,1997,4335079
sle,1998,4380835
sle,1999,4460210
sle,2000,4579149
sle,2001,4746450
sle,2002,4957020
sle,2003,5191183
sle,2004,5422964
sle,2005,5633469
sle,2006,5815969
sle,2007,5975276
sle,2008,6118265
sle,2009,6256426
sle,2010,6378425
sle,2011,6504169
sle,2012,6544771
sle,2013,6589416
sle,2014,6592103
sle,2015,6716893
sle,2016,6466006
sle,2017,6814469
sle,2018,6961636
sle,2019,7110018
slv,1990,5270074
slv,1991,5342190
slv,1992,5416327
slv,1993,5490478
slv,1994,5561916
slv,1995,5628602
slv,1996,5685027
slv,1997,5731522
slv,1998,5773109
slv,1999,5795420
slv,2000,5818606
slv,2001,5838096
slv,2002,5848858
slv,2003,5844223
slv,2004,5831039
slv,2005,5797935
slv,2006,5745028
slv,2007,5732745
slv,2008,5513685
slv,2009,5411983
slv,2010,5200641
slv,2011,5036770
slv,2012,4970289
slv,2013,4818030
slv,2014,4736344
slv,2015,4629824
slv,2016,4513042
slv,2017,4227616
slv,2018,4249201
slv,2019,4270914
smr,1990,24124
smr,1991,24454
smr,1992,24830
smr,1993,25208
smr,1994,25588
smr,1995,25572
smr,1996,25878
smr,1997,26186
smr,1998,26473
smr,1999,15524
smr,2000,14060
smr,2001,13814
smr,2002,13852
smr,2003,14280
smr,2004,14307
smr,2005,14586
smr,2006,14785
smr,2007,14924
smr,2008,13841
smr,2009,14115
smr,2010,14296
smr,2011,15954
smr,2012,16180
smr,2013,16407
smr,2014,16602
smr,2015,16768
smr,2016,16886
smr,2017,13407
smr,2018,13452
smr,2019,13484
som,1990,7225089
som,1991,7274026
som,1992,7295380
som,1993,7315864
som,1994,7372592
som,1995,7491647
som,1996,7682567
som,1997,7935888
som,1998,8234474
som,1999,8552405
som,2000,8870476
som,2001,9179458
som,2002,9490350
som,2003,9778487
som,2004,10023534
som,2005,10334309
som,2006,10645477
som,2007,10955776
som,2008,11266953
som,2009,11581694
som,2010,11904103
som,2011,12221601
som,2012,12540433
som,2013,12867755
som,2014,13204767
som,2015,13554373
som,2016,13918945
som,2017,14296791
som,2018,14707453
som,2019,15133422
srb,2004,7070622
srb,2005,6775844
srb,2006,6658225
srb,2007,6084145
srb,2008,5834708
srb,2009,5585456
srb,2010,5313833
srb,2011,5181054
srb,2012,4639920
srb,2013,4151709
srb,2014,3374665
srb,2015,3078733
srb,2016,2916779
srb,2017,2619679
srb,2018,2344989
srb,2019,1981050
ssd,2013,9958435
ssd,2014,10078208
ssd,2015,10126296
ssd,2016,10108937
ssd,2017,10040375
ssd,2018,10100327
ssd,2019,10179642
stp,1990,119211
stp,1991,121949
stp,1992,124574
stp,1993,127066
stp,1994,129426
stp,1995,131679
stp,1998,137447
stp,1999,139456
stp,2000,135665
stp,2001,135624
stp,2002,136272
stp,2003,135121
stp,2004,133254
stp,2005,135805
stp,2006,138747
stp,2007,142033
stp,2008,144632
stp,2009,147016
stp,2010,146552
stp,2011,147319
stp,2012,147753
stp,2013,147899
stp,2014,147950
stp,2015,147944
stp,2016,146319
stp,2017,145103
stp,2018,147868
stp,2019,150682
sur,1990,405169
sur,1991,413009
sur,1992,420658
sur,1993,428028
sur,1994,435099
sur,1995,441344
sur,1996,447193
sur,1997,449609
sur,1998,452158
sur,1999,456576
sur,2000,459140
sur,2001,461970
sur,2002,462160
sur,2003,464908
sur,2004,463684
sur,2005,467480
sur,2006,457291
sur,2007,439053
sur,2008,408216
sur,2009,359065
sur,2010,361975
sur,2011,363920
sur,2012,353536
sur,2013,342607
sur,2014,331524
sur,2015,320028
sur,2016,308426
sur,2017,291268
sur,2018,294069
sur,2019,296814
svk,1990,5288455
svk,1991,5309229
svk,1992,5329029
svk,1993,5340377
svk,1994,5345813
svk,1995,5347345
svk,1996,5342613
svk,1997,5327943
svk,1998,5250131
svk,1999,5104195
svk,2000,4890235
svk,2001,4723467
svk,2002,3232514
svk,2003,3075751
svk,2004,2543645
svk,2005,2419275
svk,2006,2371098
svk,2007,2062301
svk,2008,1833083
svk,2009,1620345
svk,2010,1312703
svk,2011,1382523
svk,2012,1261129
svk,2013,1199144
svk,2014,1086845
svk,2015,1215691
svk,2016,1062502
svk,2017,1001014
svk,2018,1054597
svk,2019,935676
svn,1990,2006404
svn,1991,2007780
svn,1992,2005352
svn,1993,1992362
svn,1994,1973945
svn,1995,1933403
svn,1996,1887714
svn,1997,1836571
svn,1998,1786567
svn,1999,1736968
svn,2000,1687361
svn,2001,1387724
svn,2002,1434032
svn,2003,1354628
svn,2004,1178015
svn,2005,1061129
svn,2006,920916
svn,2007,870447
svn,2008,849681
svn,2009,732171
svn,2010,613001
svn,2011,669947
svn,2012,651302
svn,2013,563735
svn,2014,587373
svn,2015,557179
svn,2016,508211
svn,2017,438422
svn,2018,420762
svn,2019,351118
swe,1990,8517325
swe,1991,8525044
swe,1992,8556619
swe,1993,8596644
swe,1994,8497968
swe,1995,8385938
swe,1996,8057991
swe,1997,6764463
swe,1998,5902001
swe,1999,5196729
swe,2000,4823824
swe,2001,4291793
swe,2002,2625363
swe,2003,1868165
swe,2004,1448394
swe,2005,1371160
swe,2006,1113371
swe,2007,1648413
swe,2008,923643
swe,2009,838178
swe,2010,939016
swe,2011,684443
swe,2012,650820
swe,2013,501714
swe,2014,724972
swe,2015,916909
swe,2016,1017938
swe,2017,444720
swe,2018,783601
swe,2019,552664
swz,1990,822423
swz,1991,845267
swz,1992,866995
swz,1993,887706
swz,1994,907622
swz,1995,926826
swz,1996,945029
swz,1997,962563
swz,1998,978980
swz,1999,989426
swz,2000,996120
swz,2001,1000618
swz,2002,1000546
swz,2003,997870
swz,2004,993151
swz,2005,992475
swz,2006,997795
swz,2007,999902
swz,2008,978027
swz,2009,962925
swz,2010,947283
swz,2011,877670
swz,2012,854990
swz,2013,818393
swz,2014,808400
swz,2015,820930
swz,2016,795687
swz,2017,596148
swz,2018,602225
swz,2019,608510
syc,1990,70572
syc,1991,71446
syc,1992,72661
syc,1993,74071
syc,1994,75444
syc,1995,76653
syc,1996,77091
syc,1997,77352
syc,1998,77067
syc,1999,74927
syc,2000,75008
syc,2001,73335
syc,2002,72050
syc,2003,73286
syc,2004,66177
syc,2005,66123
syc,2006,58236
syc,2007,55509
syc,2008,53872
syc,2009,54073
syc,2010,53851
syc,2011,52222
syc,2012,49012
syc,2013,46325
syc,2014,45925
syc,2015,43445
syc,2016,41620
syc,2017,39753
syc,2018,40032
syc,2019,40299
syr,1990,12446168
syr,1991,12815400
syr,1992,13187669
syr,1993,13565074
syr,1994,13950486
syr,1995,14345491
syr,1996,14754148
syr,1997,15170360
syr,1998,15589653
syr,1999,15994087
syr,2000,16381029
syr,2001,16707242
syr,2002,16727030
syr,2003,16823450
syr,2004,17057381
syr,2005,17324118
syr,2006,17566431
syr,2007,17592257
syr,2008,17771072
syr,2009,17537257
syr,2010,16940495
syr,2011,16338406
syr,2012,15472197
syr,2013,14448908
syr,2014,13454872
syr,2015,12601823
syr,2016,11899361
syr,2017,11239821
syr,2018,11140802
syr,2019,11223031
tcd,1990,5963250
tcd,1991,6157085
tcd,1992,6356741
tcd,1993,6563925
tcd,1994,6781057
tcd,1995,7010159
tcd,1997,7503445
tcd,1998,7769721
tcd,1999,8052540
tcd,2000,8352670
tcd,2001,8674063
tcd,2002,9004248
tcd,2003,9343888
tcd,2004,9699626
tcd,2005,10056318
tcd,2006,10396361
tcd,2007,10726378
tcd,2008,11050504
tcd,2009,11386740
tcd,2010,11748948
tcd,2011,12126127
tcd,2012,12516268
tcd,2013,12889922
tcd,2014,13267319
tcd,2015,13617087
tcd,2016,13833575
tcd,2017,14040672
tcd,2018,14471675
tcd,2019,14910335
tgo,1990,3774310
tgo,1991,3862998
tgo,1992,3945902
tgo,1993,4029044
tgo,1994,4120615
tgo,1995,4226293
tgo,1996,4348333
tgo,1997,4476473
tgo,1998,4618295
tgo,1999,4752233
tgo,2000,4885011
tgo,2001,5017008
tgo,2002,5145070
tgo,2003,5266661
tgo,2004,5385753
tgo,2005,5510633
tgo,2006,5647623
tgo,2007,5790112
tgo,2008,5937415
tgo,2009,6088318
tgo,2010,6229024
tgo,2011,6365081
tgo,2012,6502855
tgo,2013,6641759
tgo,2014,6731131
tgo,2015,6801753
tgo,2016,6660576
tgo,2017,6746929
tgo,2018,6913987
tgo,2019,7083363
tha,1990,56558196
tha,1991,57232441
tha,1992,57810826
tha,1993,58329850
tha,1994,58852541
tha,1995,59422775
tha,1996,60060756
tha,1997,60627223
tha,1998,60913074
tha,1999,60787056
tha,2000,60630291
tha,2001,60008743
tha,2002,59243889
tha,2003,58547356
tha,2004,58055560
tha,2005,55586752
tha,2006,54518647
tha,2007,52925797
tha,2008,54422342
tha,2009,53426600
tha,2010,52143345
tha,2011,51536846
tha,2012,49886572
tha,2013,48423495
tha,2014,44560469
tha,2015,41698650
tha,2016,36206491
tha,2017,32603430
tha,2018,29980942
tha,2019,23218460
tjk,1990,5283811
tjk,1991,5400636
tjk,1992,5502490
tjk,1993,5593317
tjk,1994,5679169
tjk,1995,5764806
tjk,1999,6117657
tjk,2000,6213308
tjk,2001,6315271
tjk,2002,6423296
tjk,2003,6537325
tjk,2004,6657229
tjk,2005,6769039
tjk,2006,6661442
tjk,2007,6554323
tjk,2008,6576893
tjk,2009,6623121
tjk,2010,6657983
tjk,2011,6694522
tjk,2012,6732199
tjk,2013,6770217
tjk,2014,6809408
tjk,2015,6849446
tjk,2016,6890141
tjk,2017,6930163
tjk,2018,7102301
tjk,2019,7274126
tkm,1990,3683978
tkm,1991,3789188
tkm,1992,3899843
tkm,1993,4010789
tkm,1994,4115105
tkm,1995,4207841
tkm,1999,4464122
tkm,2000,4510109
tkm,2001,4556090
tkm,2002,4596090
tkm,2003,4635957
tkm,2004,4667930
tkm,2005,4707236
tkm,2006,4746641
tkm,2007,4801650
tkm,2008,4849389
tkm,2009,4910298
tkm,2010,4934595
tkm,2011,4915372
tkm,2012,4888838
tkm,2013,4851204
tkm,2014,4799432
tkm,2015,4730669
tkm,2016,4643693
tkm,2017,4534105
tkm,2018,4607527
tkm,2019,4679340
tls,1990,737814
tls,1991,759526
tls,1992,783204
tls,1993,806867
tls,1994,827828
tls,1995,844333
tls,2002,922699
tls,2003,947110
tls,2004,971889
tls,2005,994145
tls,2006,1011355
tls,2007,1026024
tls,2008,1039597
tls,2009,1052800
tls,2010,1060711
tls,2011,1068628
tls,2012,1053692
tls,2013,1026426
tls,2014,968825
tls,2015,921146
tls,2016,911465
tls,2017,901454
tls,2018,919374
tls,2019,937606
ton,1990,95069
ton,1991,95243
ton,1992,95398
ton,1993,95556
ton,1994,95739
ton,1995,95854
ton,1996,96109
ton,1997,96127
ton,1998,96294
ton,1999,96483
ton,2000,95577
ton,2001,95700
ton,2002,96144
ton,2003,96617
ton,2004,96253
ton,2005,95956
ton,2006,95760
ton,2007,95212
ton,2008,94999
ton,2009,93507
ton,2010,87344
ton,2011,77669
ton,2012,71915
ton,2013,68435
ton,2014,64701
ton,2015,61827
ton,2016,60736
ton,2017,59928
ton,2018,60631
ton,2019,61393
tto,1990,1221121
tto,1991,1229108
tto,1992,1236685
tto,1993,1243605
tto,1994,1249527
tto,1995,1252216
tto,1996,1252604
tto,1997,1245058
tto,1998,1227320
tto,1999,1190439
tto,2000,1169316
tto,2001,1075992
tto,2002,996240
tto,2003,950199
tto,2004,941470
tto,2005,920815
tto,2006,911738
tto,2007,885821
tto,2008,857021
tto,2009,735753
tto,2010,683994
tto,2011,598609
tto,2012,544432
tto,2013,490042
tto,2014,475456
tto,2015,422083
tto,2016,367852
tto,2017,313820
tto,2018,315131
tto,2019,316294
tun,1990,8242509
tun,1991,8427851
tun,1992,8613855
tun,1993,8795934
tun,1994,8967254
tun,1995,9124379
tun,1996,9264776
tun,1997,9391017
tun,1998,9499597
tun,1999,9459530
tun,2000,9441296
tun,2001,9372975
tun,2002,9352735
tun,2003,9299749
tun,2004,9167496
tun,2005,9130959
tun,2006,8876441
tun,2007,8542620
tun,2008,7547334
tun,2009,6939588
tun,2010,6721475
tun,2011,6541800
tun,2012,6351826
tun,2013,6155557
tun,2014,5956424
tun,2015,5981274
tun,2016,5697187
tun,2017,4094223
tun,2018,4141407
tun,2019,3894342
tur,1990,53921758
tur,1991,54840595
tur,1992,55748946
tur,1993,56649016
tur,1994,57535502
tur,1995,58438675
tur,1996,59308754
tur,1997,60086589
tur,1998,60901090
tur,1999,60859689
tur,2000,60861296
tur,2001,60860999
tur,2002,57731815
tur,2003,57940579
tur,2004,57240736
tur,2005,57405586
tur,2006,56215567
tur,2007,49660569
tur,2008,46215735
tur,2009,45360414
tur,2010,43526384
tur,2011,41814403
tur,2012,40961029
tur,2013,40809932
tur,2014,37811447
tur,2015,36323780
tur,2016,33250143
tur,2017,28646599
tur,2018,23843385
tur,2019,21711137
tuv,1990,8910
tuv,1991,9014
tuv,1992,9110
tuv,1993,9194
tuv,1994,9259
tuv,1995,9298
tuv,2000,8900
tuv,2001,8981
tuv,2002,9090
tuv,2003,9214
tuv,2004,9354
tuv,2005,9473
tuv,2007,9197
tuv,2008,8768
tuv,2009,8330
tuv,2010,7891
tuv,2011,7438
tuv,2012,6984
tuv,2013,6835
tuv,2014,6672
tuv,2015,6360
tuv,2016,6064
tuv,2017,5760
tuv,2018,5831
tuv,2019,5907
twn,1990,20478516
twn,1991,20669037
twn,1992,20817991
twn,1993,20944463
twn,1994,21027174
twn,1995,21106036
twn,1996,20887003
twn,1997,19958592
twn,1998,18739996
twn,1999,17093689
twn,2000,15793692
twn,2001,14392331
twn,2002,11665332
twn,2003,10775733
twn,2004,10424218
twn,2005,9533019
twn,2006,8288662
twn,2007,8150627
twn,2008,7863305
twn,2009,6954467
twn,2010,6608453
twn,2011,6515253
twn,2012,5605403
twn,2013,5553444
twn,2014,5159402
twn,2015,5173951
twn,2016,4783819
twn,2017,1708829
twn,2018,1712576
twn,2019,2657326
tza,1990,25203848
tza,1991,26056605
tza,1992,26961204
tza,1993,27887204
tza,1994,28792649
tza,1995,29649128
tza,1996,30444029
tza,1997,31190389
tza,1998,31921250
tza,1999,32657686
tza,2000,33459918
tza,2001,34326946
tza,2002,35256176
tza,2003,36091785
tza,2004,37051731
tza,2005,38027369
tza,2006,39034533
tza,2007,40030513
tza,2008,41058719
tza,2009,42040058
tza,2010,43060483
tza,2011,44211967
tza,2012,45194438
tza,2013,46349874
tza,2014,46463324
tza,2015,41186110
tza,2016,46152831
tza,2017,40995259
tza,2018,42235083
tza,2019,43504096
uga,1990,17354395
uga,1991,17953534
uga,1992,18561668
uga,1993,19175986
uga,1994,19793541
uga,1995,20412572
uga,1996,21031844
uga,1997,21653157
uga,1998,22276233
uga,1999,22928181
uga,2000,23611440
uga,2001,24330942
uga,2002,25070595
uga,2003,25859776
uga,2004,26628194
uga,2005,27202266
uga,2006,27848800
uga,2007,28403606
uga,2008,28027627
uga,2009,28339091
uga,2010,28374644
uga,2011,29120272
uga,2012,29685923
uga,2013,30161869
uga,2014,30673481
uga,2015,31407977
uga,2016,30975441
uga,2017,31407431
uga,2018,32599474
uga,2019,33774817
ukr,1990,51463101
ukr,1991,51461273
ukr,1992,51415957
ukr,1993,51315614
ukr,1994,51140794
ukr,1995,50881852
ukr,1996,50530605
ukr,1997,50087497
ukr,1998,49596748
ukr,1999,49088930
ukr,2000,48488288
ukr,2001,47802068
ukr,2002,47080940
ukr,2003,46084505
ukr,2004,45569844
ukr,2005,45132483
ukr,2006,44507212
ukr,2007,43329351
ukr,2008,41081251
ukr,2009,37742143
ukr,2010,35122530
ukr,2011,32523167
ukr,2012,29422248
ukr,2013,26740110
ukr,2014,24253763
ukr,2015,22961874
ukr,2016,21015443
ukr,2017,18289119
ukr,2018,18189817
ukr,2019,18086007
ury,1990,3109598
ury,1991,3131657
ury,1992,3154459
ury,1993,3177734
ury,1994,3199149
ury,1995,3214276
ury,1996,3187389
ury,1997,3160175
ury,1998,3061105
ury,1999,2978105
ury,2000,2969864
ury,2001,2955632
ury,2002,2946228
ury,2003,2793966
ury,2004,2754738
ury,2005,2654509
ury,2006,2347735
ury,2007,2198957
ury,2008,2027514
ury,2009,1949511
ury,2010,1800570
ury,2011,1637140
ury,2012,1538995
ury,2013,1434070
ury,2014,1310529
ury,2015,1208849
ury,2016,1150511
ury,2017,1090114
ury,2018,1094125
ury,2019,797943
usa,1990,250141848
usa,1991,251578594
usa,1992,252559576
usa,1993,253636416
usa,1994,249488991
usa,1995,240670328
usa,1996,224276010
usa,1997,212978928
usa,1998,192366253
usa,1999,178692258
usa,2000,160352106
usa,2001,144920113
usa,2002,118401019
usa,2003,111007767
usa,2004,103030753
usa,2005,94492026
usa,2006,92510141
usa,2007,75152106
usa,2008,78906366
usa,2009,88829194
usa,2010,87481147
usa,2011,94318050
usa,2012,79453103
usa,2013,90490554
usa,2014,86041824
usa,2015,81650054
usa,2016,46693900
usa,2017,41395968
usa,2018,41652111
usa,2019,41902797
uzb,1990,20398347
uzb,1991,20884862
uzb,1992,21375114
uzb,1993,21861974
uzb,1994,22336202
uzb,1995,22790685
uzb,1996,23224308
uzb,1997,23637996
uzb,1998,24031028
uzb,1999,24404559
uzb,2000,24649982
uzb,2001,24958513
uzb,2002,25155967
uzb,2003,25256632
uzb,2004,25401231
uzb,2005,25544169
uzb,2006,25091737
uzb,2007,25166915
uzb,2008,25118421
uzb,2009,24725678
uzb,2010,23981879
uzb,2011,23587283
uzb,2012,22499353
uzb,2013,21910685
uzb,2014,19625024
uzb,2015,17691706
uzb,2016,16729748
uzb,2017,15243182
uzb,2018,15489506
uzb,2019,15730596
vct,1990,107489
vct,1991,107772
vct,1992,107941
vct,1993,108036
vct,1994,108059
vct,1995,107904
vct,1996,107461
vct,1997,106895
vct,1998,105808
vct,1999,104765
vct,2000,104289
vct,2001,102396
vct,2002,102096
vct,2003,101322
vct,2004,100521
vct,2005,98626
vct,2006,95570
vct,2007,91153
vct,2008,85637
vct,2009,74722
vct,2010,71776
vct,2011,68563
vct,2012,65061
vct,2013,61373
vct,2014,57265
vct,2015,90438
vct,2016,86819
vct,2017,85660
vct,2018,85529
vct,2019,85826
ven,1990,19632665
ven,1991,20096314
ven,1992,20555210
ven,1993,21008160
ven,1994,21462637
ven,1995,21904284
ven,1996,22330075
ven,1997,22748457
ven,1998,22966256
ven,1999,23065664
ven,2000,23379679
ven,2001,23503861
ven,2002,23867864
ven,2003,23635262
ven,2004,23811718
ven,2005,23114380
ven,2006,22762329
ven,2007,21571926
ven,2008,20483675
ven,2009,18864870
ven,2010,17811936
ven,2011,17269170
ven,2012,14959312
ven,2013,13431252
ven,2014,12918478
ven,2015,10829458
ven,2016,11940500
ven,2017,8232694
ven,2018,8088393
ven,2019,7984432
vnm,1990,67988855
vnm,1991,69436956
vnm,1992,70883488
vnm,1993,72300308
vnm,1994,73651220
vnm,1995,74910462
vnm,1996,76068636
vnm,1997,77130141
vnm,1998,78105496
vnm,1999,78933972
vnm,2000,79707240
vnm,2001,79720583
vnm,2002,80021943
vnm,2003,79190417
vnm,2004,76714818
vnm,2005,73152465
vnm,2006,70017126
vnm,2007,67690411
vnm,2008,65613997
vnm,2009,63969258
vnm,2010,61005569
vnm,2011,57704190
vnm,2012,56754817
vnm,2013,55812845
vnm,2014,54111172
vnm,2015,50972395
vnm,2016,44011004
vnm,2017,39599829
vnm,2018,28329759
vnm,2019,30192640
vut,1990,146575
vut,1991,150718
vut,1992,155176
vut,1993,159743
vut,1994,164128
vut,1995,168161
vut,1996,171623
vut,1997,174673
vut,1998,177499
vut,1999,180283
vut,2000,181064
vut,2001,183853
vut,2002,187120
vut,2003,191194
vut,2004,194434
vut,2005,198646
vut,2006,201837
vut,2007,204540
vut,2008,208366
vut,2009,212976
vut,2010,217319
vut,2011,220333
vut,2012,223062
vut,2013,227637
vut,2014,214277
vut,2015,210527
vut,2016,211528
vut,2017,212069
vut,2018,217400
vut,2019,222753
wsm,1990,162797
wsm,1991,164000
wsm,1992,165490
wsm,1993,167117
wsm,1994,168689
wsm,1995,170050
wsm,1997,171765
wsm,1998,172441
wsm,1999,173111
wsm,2000,173466
wsm,2001,172430
wsm,2002,172450
wsm,2003,172512
wsm,2004,173104
wsm,2005,173697
wsm,2006,172790
wsm,2007,173398
wsm,2008,174049
wsm,2009,173480
wsm,2010,172928
wsm,2011,166847
wsm,2012,164654
wsm,2013,161533
wsm,2014,151469
wsm,2015,144345
wsm,2016,137322
wsm,2017,129696
wsm,2018,130208
wsm,2019,130848
yem,1990,11709987
yem,1991,12302127
yem,1992,12954157
yem,1993,13634082
yem,1994,14297617
