country,time,pisec_idea
alb,1986,21.2894
alb,1987,21.2894
alb,1988,21.2894
alb,1989,21.2894
alb,1990,30.80307
alb,1991,44.36526
alb,1992,49.03996
alb,1993,49.52009
alb,1994,50.88539
alb,1995,49.0382
alb,1996,48.92097
alb,1997,43.12671
alb,1998,46.23459
alb,1999,47.72185
alb,2000,52.43053
alb,2001,54.12416
alb,2002,53.05395
alb,2003,54.72388
alb,2004,59.03016
alb,2005,58.84562
alb,2006,59.03016
alb,2007,58.84562
alb,2008,60.177
alb,2009,60.177
alb,2010,60.177
alb,2011,58.27987
alb,2012,58.04366
alb,2013,73.58205
alb,2014,73.58205
alb,2015,72.26202
alb,2016,73.58205
alb,2017,68.59191
alb,2018,69.43749
alb,2019,71.69031
are,1975,36.39121
are,1976,36.39121
are,1977,39.72118
are,1978,39.72118
are,1979,39.72118
are,1980,39.72118
are,1981,45.10638
are,1982,45.10638
are,1983,45.10638
are,1984,41.34405
are,1985,41.64701
are,1986,41.64701
are,1987,39.19605
are,1988,40.39172
are,1989,41.23177
are,1990,45.39369
are,1991,44.28738
are,1992,47.80885
are,1993,49.89684
are,1994,50.84958
are,1995,50.23028
are,1996,50.23028
are,1997,45.43764
are,1998,47.68929
are,1999,50.84958
are,2000,48.50198
are,2001,45.56167
are,2002,47.38504
are,2003,47.07809
are,2004,46.11664
are,2005,46.11664
are,2006,46.75574
are,2007,45.04964
are,2008,45.74627
are,2009,47.98144
are,2010,46.20217
are,2011,44.39149
are,2012,46.20217
are,2013,43.36003
are,2014,45.45237
are,2015,43.82183
are,2016,47.92577
are,2017,46.11661
are,2018,45.56158
are,2019,46.24242
arg,1975,20.41782
arg,1976,15.43124
arg,1977,13.41875
arg,1978,13.41875
arg,1979,15.43124
arg,1980,15.43124
arg,1981,16.76752
arg,1982,19.86109
arg,1983,35.79116
arg,1984,60.46077
arg,1985,62.72208
arg,1986,62.24989
arg,1987,60.76657
arg,1988,60.76657
arg,1989,61.59159
arg,1990,60.68188
arg,1991,61.0421
arg,1992,61.0421
arg,1993,60.85365
arg,1994,61.09438
arg,1995,62.57258
arg,1996,61.09438
arg,1997,60.85365
arg,1998,59.82483
arg,1999,59.44728
arg,2000,59.24333
arg,2001,58.18802
arg,2002,59.01183
arg,2003,59.86209
arg,2004,58.42907
arg,2005,60.513
arg,2006,59.48045
arg,2007,61.0421
arg,2008,59.86209
arg,2009,59.48045
arg,2010,59.44728
arg,2011,58.90201
arg,2012,60.16122
arg,2013,57.40009
arg,2014,55.94573
arg,2015,56.08798
arg,2016,55.64683
arg,2017,52.29985
arg,2018,55.85838
arg,2019,52.51174
arm,1991,44.19138
arm,1992,43.85712
arm,1993,39.36926
arm,1994,40.49269
arm,1995,41.74627
arm,1996,42.91883
arm,1997,41.67911
arm,1998,42.00917
arm,1999,42.06274
arm,2000,42.648
arm,2001,44.96914
arm,2002,44.19246
arm,2003,45.40801
arm,2004,43.38924
arm,2005,46.58054
arm,2006,46.58054
arm,2007,45.2951
arm,2008,41.60082
arm,2009,48.56592
arm,2010,51.93259
arm,2011,50.74603
arm,2012,52.01152
arm,2013,53.27834
arm,2014,53.27834
arm,2015,54.53908
arm,2016,53.06797
arm,2017,53.77555
arm,2018,63.15137
arm,2019,62.17997
aus,1975,79.28998
aus,1976,79.73484
aus,1977,79.73484
aus,1978,79.73484
aus,1979,79.73484
aus,1980,79.73484
aus,1981,80.68933
aus,1982,80.68933
aus,1983,79.08198
aus,1984,81.68373
aus,1985,80.46867
aus,1986,78.97439
aus,1987,80.46867
aus,1988,78.1823
aus,1989,78.97439
aus,1990,78.97439
aus,1991,78.97439
aus,1992,78.97439
aus,1993,80.46867
aus,1994,78.1823
aus,1995,80.46867
aus,1996,78.97439
aus,1997,78.97439
aus,1998,77.70532
aus,1999,77.70532
aus,2000,78.33984
aus,2001,78.33984
aus,2002,76.85822
aus,2003,76.22792
aus,2004,77.70532
aus,2005,75.72864
aus,2006,77.22783
aus,2007,77.22783
aus,2008,77.70532
aus,2009,76.89883
aus,2010,76.22792
aus,2011,77.70532
aus,2012,77.70532
aus,2013,76.52438
aus,2014,77.70532
aus,2015,75.39496
aus,2016,72.58451
aus,2017,67.29966
aus,2018,70.78645
aus,2019,69.15908
aut,1975,70.39444
aut,1976,71.0343
aut,1977,71.0343
aut,1978,71.0343
aut,1979,71.0343
aut,1980,66.92465
aut,1981,72.1438
aut,1982,72.1438
aut,1983,72.1438
aut,1984,73.09084
aut,1985,73.09084
aut,1986,73.09084
aut,1987,73.09084
aut,1988,71.09621
aut,1989,71.95566
aut,1990,71.95566
aut,1991,71.95566
aut,1992,71.95566
aut,1993,71.95566
aut,1994,71.95566
aut,1995,68.60574
aut,1996,75.07441
aut,1997,75.07441
aut,1998,72.94749
aut,1999,73.82139
aut,2000,71.50747
aut,2001,73.33758
aut,2002,72.44252
aut,2003,71.1379
aut,2004,72.00119
aut,2005,73.33758
aut,2006,72.00119
aut,2007,72.00119
aut,2008,72.00119
aut,2009,72.00119
aut,2010,73.33758
aut,2011,73.33758
aut,2012,74.52595
aut,2013,76.41487
aut,2014,76.41487
aut,2015,75.8372
aut,2016,74.26293
aut,2017,74.97942
aut,2018,71.89943
aut,2019,73.62657
aze,1991,42.0597
aze,1992,38.14092
aze,1993,38.79991
aze,1994,29.80103
aze,1995,30.56889
aze,1996,32.77649
aze,1997,32.77649
aze,1998,35.45099
aze,1999,36.73634
aze,2000,34.23331
aze,2001,36.73634
aze,2002,33.54316
aze,2003,33.22185
aze,2004,35.80612
aze,2005,34.47204
aze,2006,36.13255
aze,2007,34.95745
aze,2008,35.7605
aze,2009,35.53741
aze,2010,35.53741
aze,2011,34.43736
aze,2012,34.16362
aze,2013,37.05898
aze,2014,36.42893
aze,2015,36.42893
aze,2016,36.23583
aze,2017,38.7112
aze,2018,35.48152
aze,2019,37.72812
bdi,1975,34.76129
bdi,1976,36.00682
bdi,1977,37.4687
bdi,1978,37.4687
bdi,1979,37.4687
bdi,1980,37.4687
bdi,1981,38.73348
bdi,1982,39.13469
bdi,1983,38.73348
bdi,1984,37.59604
bdi,1985,38.73348
bdi,1986,37.21413
bdi,1987,38.73348
bdi,1988,31.98487
bdi,1989,35.33965
bdi,1990,36.04354
bdi,1991,29.2875
bdi,1992,31.76314
bdi,1993,31.61484
bdi,1994,32.96819
bdi,1995,32.96819
bdi,1996,31.25769
bdi,1997,30.72762
bdi,1998,30.72762
bdi,1999,31.25769
bdi,2000,32.56865
bdi,2001,32.56865
bdi,2002,29.43264
bdi,2003,30.04422
bdi,2004,29.43264
bdi,2005,32.19193
bdi,2006,31.69286
bdi,2007,33.97732
bdi,2008,33.04283
bdi,2009,34.98009
bdi,2010,32.30769
bdi,2011,33.63019
bdi,2012,34.24629
bdi,2013,30.96407
bdi,2014,25.95931
bdi,2015,14.42148
bdi,2016,12.86792
bdi,2017,12.60335
bdi,2018,12.4297
bdi,2019,27.17443
bel,1975,74.42655
bel,1976,75.06012
bel,1977,75.06012
bel,1978,75.06012
bel,1979,75.06012
bel,1980,75.06012
bel,1981,76.23974
bel,1982,76.23974
bel,1983,76.23974
bel,1984,75.90604
bel,1985,75.07333
bel,1986,75.07333
bel,1987,75.34112
bel,1988,75.34112
bel,1989,75.90604
bel,1990,76.62082
bel,1991,74.68062
bel,1992,83.42723
bel,1993,84.28394
bel,1994,84.28394
bel,1995,84.28394
bel,1996,84.28394
bel,1997,84.28394
bel,1998,82.5789
bel,1999,81.79095
bel,2000,83.42723
bel,2001,81.79095
bel,2002,83.42723
bel,2003,83.42723
bel,2004,81.79095
bel,2005,83.42723
bel,2006,83.42723
bel,2007,83.42723
bel,2008,81.79095
bel,2009,81.79095
bel,2010,81.79095
bel,2011,83.42723
bel,2012,82.73205
bel,2013,75.12488
bel,2014,75.12488
bel,2015,74.6749
bel,2016,74.45883
bel,2017,74.6749
bel,2018,74.6749
bel,2019,74.6749
ben,1975,28.44298
ben,1976,30.69958
ben,1977,30.69958
ben,1978,30.69958
ben,1979,30.69958
ben,1980,30.69958
ben,1981,31.08403
ben,1982,31.76822
ben,1983,33.17312
ben,1984,33.17312
ben,1985,30.30772
ben,1986,33.17312
ben,1987,31.71693
ben,1988,29.38133
ben,1989,31.08403
ben,1990,57.52575
ben,1991,59.37015
ben,1992,61.76946
ben,1993,63.70723
ben,1994,61.76946
ben,1995,62.20076
ben,1996,63.70723
ben,1997,63.70723
ben,1998,61.43528
ben,1999,62.20076
ben,2000,61.43528
ben,2001,61.43528
ben,2002,61.43528
ben,2003,60.52652
ben,2004,61.43528
ben,2005,60.53838
ben,2006,57.83179
ben,2007,58.1045
ben,2008,57.83179
ben,2009,57.11476
ben,2010,56.62168
ben,2011,55.71525
ben,2012,56.76359
ben,2013,58.6625
ben,2014,56.26864
ben,2015,59.55741
ben,2016,60.93426
ben,2017,69.51957
ben,2018,71.87334
ben,2019,67.01993
bfa,1975,33.46654
bfa,1976,33.46654
bfa,1977,33.9317
bfa,1978,37.236
bfa,1979,36.67655
bfa,1980,35.09895
bfa,1981,34.3543
bfa,1982,34.3543
bfa,1983,31.86271
bfa,1984,35.17357
bfa,1985,34.53245
bfa,1986,37.67186
bfa,1987,35.37505
bfa,1988,33.59833
bfa,1989,31.3931
bfa,1990,31.16453
bfa,1991,34.16608
bfa,1992,34.60561
bfa,1993,35.77269
bfa,1994,34.9837
bfa,1995,34.5763
bfa,1996,36.21533
bfa,1997,36.48527
bfa,1998,36.60626
bfa,1999,41.68058
bfa,2000,48.78268
bfa,2001,47.72572
bfa,2002,49.06334
bfa,2003,49.95611
bfa,2004,49.92649
bfa,2005,50.76464
bfa,2006,49.78727
bfa,2007,50.09287
bfa,2008,50.09287
bfa,2009,49.78727
bfa,2010,49.15175
bfa,2011,48.00322
bfa,2012,49.8862
bfa,2013,46.49325
bfa,2014,46.49325
bfa,2015,47.7736
bfa,2016,50.94196
bfa,2017,49.84506
bfa,2018,49.33986
bfa,2019,39.58434
bgd,1975,33.03117
bgd,1976,33.20548
bgd,1977,34.27067
bgd,1978,35.37034
bgd,1979,36.3814
bgd,1980,35.37034
bgd,1981,37.22709
bgd,1982,35.63374
bgd,1983,34.52808
bgd,1984,35.17648
bgd,1985,34.5827
bgd,1986,34.20203
bgd,1987,32.71862
bgd,1988,33.66548
bgd,1989,34.20203
bgd,1990,32.14627
bgd,1991,38.00983
bgd,1992,36.71486
bgd,1993,41.38887
bgd,1994,40.37965
bgd,1995,40.37965
bgd,1996,39.38766
bgd,1997,40.08161
bgd,1998,39.00604
bgd,1999,39.68691
bgd,2000,39.03174
bgd,2001,40.3389
bgd,2002,37.10879
bgd,2003,36.86718
bgd,2004,32.84583
bgd,2005,32.34894
bgd,2006,32.62444
bgd,2007,30.48198
bgd,2008,31.16701
bgd,2009,30.84392
bgd,2010,31.35587
bgd,2011,31.35587
bgd,2012,31.35587
bgd,2013,31.01572
bgd,2014,30.59467
bgd,2015,30.45703
bgd,2016,29.70096
bgd,2017,29.35368
bgd,2018,27.64213
bgd,2019,28.18168
bgr,1975,35.39943
bgr,1976,34.46134
bgr,1977,35.42515
bgr,1978,35.42515
bgr,1979,36.38393
bgr,1980,37.39892
bgr,1981,36.00143
bgr,1982,37.16102
bgr,1983,37.16102
bgr,1984,36.98428
bgr,1985,36.37587
bgr,1986,36.81092
bgr,1987,36.81092
bgr,1988,37.96169
bgr,1989,38.10192
bgr,1990,66.66228
bgr,1991,68.03942
bgr,1992,67.72509
bgr,1993,67.12158
bgr,1994,67.24972
bgr,1995,66.60734
bgr,1996,67.24972
bgr,1997,67.55343
bgr,1998,67.24972
bgr,1999,65.43001
bgr,2000,68.76129
bgr,2001,69.00847
bgr,2002,70.17915
bgr,2003,69.67483
bgr,2004,70.83387
bgr,2005,70.54821
bgr,2006,71.46087
bgr,2007,70.54821
bgr,2008,70.0752
bgr,2009,69.57634
bgr,2010,67.29815
bgr,2011,67.29815
bgr,2012,63.52622
bgr,2013,61.94172
bgr,2014,62.16992
bgr,2015,59.98271
bgr,2016,60.05589
bgr,2017,58.32864
bgr,2018,61.95227
bgr,2019,61.62421
bhr,1975,33.80314
bhr,1976,34.94381
bhr,1977,34.94381
bhr,1978,34.94381
bhr,1979,34.94381
bhr,1980,34.94381
bhr,1981,35.88758
bhr,1982,34.87265
bhr,1983,34.87265
bhr,1984,33.578
bhr,1985,35.07181
bhr,1986,35.45072
bhr,1987,34.11435
bhr,1988,34.45145
bhr,1989,34.11435
bhr,1990,34.11435
bhr,1991,35.45072
bhr,1992,37.29944
bhr,1993,37.04642
bhr,1994,37.52851
bhr,1995,35.35205
bhr,1996,35.25537
bhr,1997,35.08911
bhr,1998,33.94225
bhr,1999,35.08911
bhr,2000,37.83938
bhr,2001,48.71811
bhr,2002,49.24374
bhr,2003,50.30619
bhr,2004,41.99853
bhr,2005,41.99853
bhr,2006,41.38987
bhr,2007,40.67326
bhr,2008,41.17942
bhr,2009,42.49124
bhr,2010,37.32284
bhr,2011,21.10899
bhr,2012,25.92718
bhr,2013,25.51097
bhr,2014,26.13696
bhr,2015,30.1513
bhr,2016,29.36101
bhr,2017,24.11117
bhr,2018,24.94829
bhr,2019,34.26387
bih,1992,32.23917
bih,1993,32.23917
bih,1994,32.23917
bih,1995,35.95403
bih,1996,48.55088
bih,1997,51.58147
bih,1998,52.49982
bih,1999,52.49982
bih,2000,56.74486
bih,2001,58.66244
bih,2002,61.41275
bih,2003,63.71081
bih,2004,62.56691
bih,2005,64.46337
bih,2006,64.46337
bih,2007,59.27919
bih,2008,64.46337
bih,2009,63.52424
bih,2010,63.52424
bih,2011,61.83601
bih,2012,64.46337
bih,2013,59.77359
bih,2014,59.77359
bih,2015,60.95065
bih,2016,61.01069
bih,2017,65.0981
bih,2018,52.56646
bih,2019,53.55856
blr,1991,46.65288
blr,1992,49.17735
blr,1993,52.40922
blr,1994,51.82415
blr,1995,47.7903
blr,1996,39.09265
blr,1997,42.78139
blr,1998,42.06453
blr,1999,34.52449
blr,2000,34.10401
blr,2001,40.35377
blr,2002,45.51203
blr,2003,45.19354
blr,2004,43.26765
blr,2005,46.92324
blr,2006,43.5009
blr,2007,44.10975
blr,2008,44.10975
blr,2009,43.26765
blr,2010,40.89674
blr,2011,42.79397
blr,2012,42.79397
blr,2013,44.931
blr,2014,44.931
blr,2015,45.24436
blr,2016,46.19912
blr,2017,46.42861
blr,2018,49.27515
blr,2019,47.24897
bol,1975,12.4981
bol,1976,14.95273
bol,1977,14.36761
bol,1978,21.42665
bol,1979,31.70144
bol,1980,23.72908
bol,1981,23.68318
bol,1982,38.97336
bol,1983,43.73901
bol,1984,41.41746
bol,1985,51.55933
bol,1986,52.41695
bol,1987,53.51574
bol,1988,52.47796
bol,1989,54.53152
bol,1990,50.95522
bol,1991,56.05722
bol,1992,55.09051
bol,1993,53.70433
bol,1994,55.17745
bol,1995,54.41695
bol,1996,56.14102
bol,1997,56.65475
bol,1998,54.07834
bol,1999,56.65475
bol,2000,55.54263
bol,2001,58.72538
bol,2002,57.08809
bol,2003,52.20496
bol,2004,54.99358
bol,2005,55.1676
bol,2006,55.02011
bol,2007,56.20989
bol,2008,56.5459
bol,2009,57.57962
bol,2010,56.92217
bol,2011,56.92217
bol,2012,57.57962
bol,2013,57.83077
bol,2014,56.46423
bol,2015,62.58392
bol,2016,59.90489
bol,2017,63.25022
bol,2018,62.73247
bol,2019,59.10424
bra,1975,11.02524
bra,1976,18.18717
bra,1977,17.61232
bra,1978,18.77309
bra,1979,30.23751
bra,1980,30.23751
bra,1981,30.98915
bra,1982,30.98915
bra,1983,31.57939
bra,1984,31.81985
bra,1985,33.37974
bra,1986,40.90352
bra,1987,40.57648
bra,1988,41.99571
bra,1989,41.36787
bra,1990,39.98616
bra,1991,40.57648
bra,1992,39.98616
bra,1993,40.98516
bra,1994,41.89365
bra,1995,40.4873
bra,1996,41.44863
bra,1997,42.6284
bra,1998,41.78706
bra,1999,41.89365
bra,2000,41.78706
bra,2001,40.87786
bra,2002,42.50275
bra,2003,43.35729
bra,2004,43.35729
bra,2005,47.87156
bra,2006,47.06464
bra,2007,47.87156
bra,2008,47.87156
bra,2009,47.35551
bra,2010,47.36493
bra,2011,47.30177
bra,2012,48.10373
bra,2013,51.52242
bra,2014,50.15428
bra,2015,49.35335
bra,2016,47.02003
bra,2017,46.43148
bra,2018,41.43089
bra,2019,39.93099
brb,1975,61.93214
brb,1976,61.93214
brb,1977,61.93214
brb,1978,62.9482
brb,1979,62.9482
brb,1980,63.26086
brb,1981,63.26086
brb,1982,63.26086
brb,1983,63.26086
brb,1984,63.26086
brb,1985,63.26086
brb,1986,63.26086
brb,1987,63.26086
brb,1988,63.26086
brb,1989,63.26086
brb,1990,63.18685
brb,1991,63.18685
brb,1992,63.18685
brb,1993,63.18685
brb,1994,63.18685
brb,1995,63.18685
brb,1996,63.18685
brb,1997,63.18685
brb,1998,63.18685
brb,1999,63.18685
brb,2000,63.18685
brb,2001,63.83469
brb,2002,63.83469
brb,2003,63.83469
brb,2004,62.42352
brb,2005,62.42352
brb,2006,58.76534
brb,2007,62.42352
brb,2008,61.40476
brb,2009,62.42352
brb,2010,62.42352
brb,2011,62.42352
brb,2012,63.83469
brb,2013,63.83469
brb,2014,60.65194
brb,2015,63.54219
brb,2016,63.54219
brb,2017,67.69875
brb,2018,62.40849
brb,2019,61.07092
bwa,1975,55.59949
bwa,1976,58.35327
bwa,1977,58.35327
bwa,1978,58.35327
bwa,1979,58.35327
bwa,1980,58.35327
bwa,1981,64.69041
bwa,1982,64.69041
bwa,1983,63.04064
bwa,1984,63.90812
bwa,1985,64.83803
bwa,1986,64.83803
bwa,1987,64.07467
bwa,1988,64.07467
bwa,1989,64.07467
bwa,1990,64.07467
bwa,1991,64.07467
bwa,1992,64.07467
bwa,1993,63.23367
bwa,1994,64.55767
bwa,1995,63.97333
bwa,1996,64.85387
bwa,1997,64.85387
bwa,1998,63.97333
bwa,1999,64.85387
bwa,2000,64.85387
bwa,2001,64.55767
bwa,2002,63.39708
bwa,2003,62.9409
bwa,2004,62.9409
bwa,2005,62.9409
bwa,2006,62.12597
bwa,2007,61.23583
bwa,2008,60.47488
bwa,2009,60.47488
bwa,2010,61.46803
bwa,2011,60.89741
bwa,2012,58.85103
bwa,2013,58.08422
bwa,2014,62.86134
bwa,2015,65.50633
bwa,2016,60.11886
bwa,2017,61.10088
bwa,2018,60.78967
bwa,2019,64.75682
caf,1975,20.80602
caf,1976,22.69817
caf,1977,22.69817
caf,1978,22.69817
caf,1979,25.89221
caf,1980,39.32191
caf,1981,43.01896
caf,1982,39.93352
caf,1983,39.93352
caf,1984,39.93352
caf,1985,41.10501
caf,1986,41.10501
caf,1987,41.28072
caf,1988,43.32446
caf,1989,43.32446
caf,1990,41.28072
caf,1991,41.41302
caf,1992,41.84821
caf,1993,42.0237
caf,1994,41.28024
caf,1995,41.28024
caf,1996,41.28024
caf,1997,40.50384
caf,1998,40.35211
caf,1999,39.81584
caf,2000,40.53171
caf,2001,37.25192
caf,2002,39.90261
caf,2003,38.72041
caf,2004,33.29041
caf,2005,33.29041
caf,2006,32.84053
caf,2007,32.84053
caf,2008,33.29041
caf,2009,32.76763
caf,2010,32.28994
caf,2011,33.29041
caf,2012,30.43282
caf,2013,23.82914
caf,2014,28.19719
caf,2015,34.36872
caf,2016,33.81474
caf,2017,34.39646
caf,2018,35.99727
caf,2019,34.27039
can,1975,67.7191
can,1976,68.49616
can,1977,68.49616
can,1978,68.49616
can,1979,68.49616
can,1980,68.49616
can,1981,69.75219
can,1982,68.71105
can,1983,68.71105
can,1984,68.71097
can,1985,69.71093
can,1986,69.71093
can,1987,69.71093
can,1988,70.32029
can,1989,70.78101
can,1990,70.78101
can,1991,70.78101
can,1992,69.6708
can,1993,70.78101
can,1994,69.6708
can,1995,70.78101
can,1996,70.78101
can,1997,70.78101
can,1998,68.71097
can,1999,69.71093
can,2000,68.71097
can,2001,69.26886
can,2002,68.33966
can,2003,69.6708
can,2004,69.26886
can,2005,68.35945
can,2006,67.8165
can,2007,67.8165
can,2008,67.8165
can,2009,69.71093
can,2010,68.35945
can,2011,69.26886
can,2012,70.32029
can,2013,77.1986
can,2014,77.1986
can,2015,77.7205
can,2016,77.98522
can,2017,73.01747
can,2018,78.52291
can,2019,79.51425
che,1975,76.23499
che,1976,76.74239
che,1977,76.74239
che,1978,76.74239
che,1979,76.74239
che,1980,78.0019
che,1981,78.92219
che,1982,78.92219
che,1983,78.92219
che,1984,79.81734
che,1985,79.81734
che,1986,79.81734
che,1987,79.81734
che,1988,79.81734
che,1989,79.81734
che,1990,79.81734
che,1991,79.81734
che,1992,79.81734
che,1993,78.41064
che,1994,78.41064
che,1995,78.41064
che,1996,79.81734
che,1997,78.41064
che,1998,79.81734
che,1999,79.81734
che,2000,78.41064
che,2001,79.81734
che,2002,77.66974
che,2003,79.2726
che,2004,79.2726
che,2005,80.71338
che,2006,79.2726
che,2007,79.2726
che,2008,79.2726
che,2009,80.71338
che,2010,80.71338
che,2011,80.71338
che,2012,80.71338
che,2013,78.88532
che,2014,78.88532
che,2015,82.3344
che,2016,80.25242
che,2017,83.57873
che,2018,78.98874
che,2019,78.98874
chl,1975,14.30098
chl,1976,16.10174
chl,1977,16.10174
chl,1978,12.56599
chl,1979,16.10174
chl,1980,14.56518
chl,1981,16.33181
chl,1982,21.30195
chl,1983,21.30195
chl,1984,19.65327
chl,1985,20.39006
chl,1986,17.63622
chl,1987,24.49866
chl,1988,29.54153
chl,1989,36.0087
chl,1990,52.43565
chl,1991,63.09421
chl,1992,62.65628
chl,1993,63.82152
chl,1994,65.48109
chl,1995,65.80072
chl,1996,66.558
chl,1997,66.13331
chl,1998,64.93194
chl,1999,64.44006
chl,2000,62.7096
chl,2001,63.69176
chl,2002,65.5523
chl,2003,64.27477
chl,2004,66.23303
chl,2005,67.34893
chl,2006,67.34893
chl,2007,66.68615
chl,2008,63.65206
chl,2009,63.06097
chl,2010,64.26265
chl,2011,62.66553
chl,2012,63.31063
chl,2013,77.19815
chl,2014,74.23792
chl,2015,67.7557
chl,2016,67.95267
chl,2017,65.91068
chl,2018,58.22143
chl,2019,56.18672
chn,1975,20.01331
chn,1976,19.80368
chn,1977,21.97668
chn,1978,29.15422
chn,1979,35.10623
chn,1980,35.10623
chn,1981,34.1517
chn,1982,35.85045
chn,1983,35.27788
chn,1984,35.18379
chn,1985,36.42766
chn,1986,36.85075
chn,1987,36.42766
chn,1988,35.18379
chn,1989,31.21666
chn,1990,31.88549
chn,1991,34.33162
chn,1992,34.52976
chn,1993,34.52976
chn,1994,33.00369
chn,1995,33.00369
chn,1996,35.88135
chn,1997,34.04786
chn,1998,34.04786
chn,1999,34.04786
chn,2000,34.64359
chn,2001,34.04786
chn,2002,33.83025
chn,2003,34.51164
chn,2004,32.75419
chn,2005,32.50547
chn,2006,32.90707
chn,2007,34.30972
chn,2008,32.57776
chn,2009,30.20028
chn,2010,30.20028
chn,2011,29.68873
chn,2012,30.20426
chn,2013,29.9485
chn,2014,29.39584
chn,2015,32.75414
chn,2016,33.08322
chn,2017,33.53549
chn,2018,27.80041
chn,2019,31.64756
civ,1975,39.20659
civ,1976,39.20659
civ,1977,40.23392
civ,1978,40.8942
civ,1979,40.23392
civ,1980,40.8942
civ,1981,42.16709
civ,1982,43.05568
civ,1983,42.81931
civ,1984,43.66524
civ,1985,43.66524
civ,1986,43.66524
civ,1987,43.41276
civ,1988,44.85283
civ,1989,42.5368
civ,1990,44.22176
civ,1991,44.66083
civ,1992,42.25864
civ,1993,43.91431
civ,1994,42.80314
civ,1995,41.70906
civ,1996,43.34429
civ,1997,43.99612
civ,1998,42.83586
civ,1999,40.36234
civ,2000,38.10493
civ,2001,38.80152
civ,2002,36.83783
civ,2003,36.69075
civ,2004,35.22075
civ,2005,35.28916
civ,2006,37.81656
civ,2007,38.29358
civ,2008,37.58126
civ,2009,38.7556
civ,2010,36.14223
civ,2011,36.80298
civ,2012,40.28086
civ,2013,50.74625
civ,2014,53.11633
civ,2015,53.50882
civ,2016,53.82263
civ,2017,53.05385
civ,2018,50.6991
civ,2019,48.33121
cmr,1975,19.37314
cmr,1976,21.36346
cmr,1977,21.52935
cmr,1978,21.36346
cmr,1979,20.58744
cmr,1980,26.55164
cmr,1981,26.93009
cmr,1982,33.36233
cmr,1983,37.61266
cmr,1984,34.3489
cmr,1985,34.74954
cmr,1986,36.4395
cmr,1987,36.81548
cmr,1988,35.8866
cmr,1989,35.8866
cmr,1990,34.25794
cmr,1991,32.1886
cmr,1992,33.58523
cmr,1993,37.53479
cmr,1994,37.12291
cmr,1995,39.56171
cmr,1996,39.18631
cmr,1997,35.33246
cmr,1998,37.7155
cmr,1999,37.82533
cmr,2000,38.24532
cmr,2001,39.58957
cmr,2002,37.61096
cmr,2003,37.72231
cmr,2004,38.64835
cmr,2005,39.35822
cmr,2006,40.21958
cmr,2007,40.13028
cmr,2008,37.71368
cmr,2009,41.35434
cmr,2010,39.76022
cmr,2011,39.41493
cmr,2012,38.95878
cmr,2013,38.74717
cmr,2014,38.30982
cmr,2015,36.64415
cmr,2016,37.76221
cmr,2017,34.67721
cmr,2018,33.30425
cmr,2019,34.93758
cod,1975,19.41541
cod,1976,20.87772
cod,1977,20.87772
cod,1978,20.30288
cod,1979,20.30288
cod,1980,17.84857
cod,1981,17.84857
cod,1982,19.42082
cod,1983,18.32801
cod,1984,17.22849
cod,1985,15.80088
cod,1986,16.54391
cod,1987,18.22096
cod,1988,20.22991
cod,1989,20.76344
