country,time,sdi
mlt,2002,56.3
mlt,2003,52.2
mlt,2004,48.5
mlt,2005,43.5
mlt,2006,38.6
mlt,2007,35.9
mlt,2008,36.3
mlt,2009,44.6
mlt,2010,42.6
mlt,2011,40.6
mlt,2012,30.4
mlt,2013,41.6
mlt,2014,42.2
mlt,2015,53.5
mlt,2016,53.5
mlt,2017,53.9
mlt,2018,54.1
mlt,2019,54.2
mmr,1990,36.8
mmr,1991,37.6
mmr,1992,39.1
mmr,1993,39.7
mmr,1994,40.5
mmr,1995,41
mmr,1996,41.7
mmr,1997,42.2
mmr,1998,42.6
mmr,1999,43.5
mmr,2000,44.6
mmr,2001,45.5
mmr,2002,46.5
mmr,2003,47.6
mmr,2004,48.6
mmr,2005,49.7
mmr,2006,50.7
mmr,2007,51.9
mmr,2008,53.1
mmr,2009,54.3
mmr,2010,55.4
mmr,2011,56.6
mmr,2012,57.4
mmr,2013,58.5
mmr,2014,59.2
mmr,2015,60
mmr,2016,60.6
mmr,2017,61.6
mmr,2018,62.3
mmr,2019,62.8
mng,1990,55.3
mng,1991,53
mng,1992,56.5
mng,1993,57.3
mng,1994,57.9
mng,1995,59.2
mng,1996,60.3
mng,1997,61
mng,1998,61.9
mng,1999,62.6
mng,2000,63.3
mng,2001,64.5
mng,2002,65.5
mng,2003,66.9
mng,2004,68.5
mng,2005,69.9
mng,2006,71
mng,2007,72.2
mng,2008,72.7
mng,2009,73
mng,2010,73.3
mng,2011,73.3
mng,2012,73.4
mng,2013,73.6
mng,2014,73.7
mng,2015,73.6
mng,2016,72.6
mng,2017,72.3
mng,2018,73
mng,2019,73.2
moz,1990,24.5
moz,1991,24.8
moz,1992,24.4
moz,1993,25.2
moz,1994,25.9
moz,1995,26.7
moz,1996,28.3
moz,1997,29.6
moz,1998,31
moz,1999,32.4
moz,2000,33
moz,2001,34.5
moz,2002,35.2
moz,2003,36.6
moz,2004,37.6
moz,2005,38.7
moz,2006,39.4
moz,2007,40.7
moz,2008,41.7
moz,2009,42.5
moz,2010,43.2
moz,2011,42.7
moz,2012,43.4
moz,2013,44.9
moz,2014,45.7
moz,2015,46.6
moz,2016,47.5
moz,2017,48
moz,2018,48.7
moz,2019,49.1
mrt,1990,42.7
mrt,1991,43.3
mrt,1992,44.2
mrt,1993,45.6
mrt,1994,46.9
mrt,1995,47.6
mrt,1996,48.5
mrt,1997,48.5
mrt,1998,49.4
mrt,1999,49.9
mrt,2000,50
mrt,2001,49.9
mrt,2002,50.3
mrt,2003,50.8
mrt,2004,51.9
mrt,2005,52.4
mrt,2006,53.4
mrt,2007,53.3
mrt,2008,53.2
mrt,2009,54.1
mrt,2010,54.4
mrt,2011,54.8
mrt,2012,55.7
mrt,2013,56.6
mrt,2014,57.2
mrt,2015,57.7
mrt,2016,58.4
mrt,2017,58.2
mrt,2018,58.4
mrt,2019,58.8
mus,1990,66
mus,1991,64.9
mus,1992,67
mus,1993,67.6
mus,1994,68.1
mus,1995,68.5
mus,1996,68.8
mus,1997,69.2
mus,1998,69.9
mus,1999,70.6
mus,2000,70.2
mus,2001,71.1
mus,2002,71.6
mus,2003,72
mus,2004,71.4
mus,2005,72.4
mus,2006,70.8
mus,2007,71.5
mus,2008,68.9
mus,2009,71
mus,2010,69.1
mus,2011,66.9
mus,2012,66.9
mus,2013,65.3
mus,2014,63.8
mus,2015,61.9
mus,2016,61.2
mus,2017,60.6
mus,2018,60.8
mus,2019,60.9
mwi,1990,35.9
mwi,1991,36.6
mwi,1992,37.5
mwi,1993,38.4
mwi,1994,38.4
mwi,1995,41.9
mwi,1996,40.5
mwi,1997,42.6
mwi,1998,42.5
mwi,1999,42.5
mwi,2000,41.8
mwi,2001,41.8
mwi,2002,38.5
mwi,2003,38.9
mwi,2004,39.1
mwi,2005,39.5
mwi,2006,40.5
mwi,2007,41.7
mwi,2008,43.6
mwi,2009,45.2
mwi,2010,46.4
mwi,2011,47.4
mwi,2012,48
mwi,2013,49.1
mwi,2014,50
mwi,2015,50.4
mwi,2016,50.8
mwi,2017,51
mwi,2018,51.5
mwi,2019,52.1
mys,1990,68.8
mys,1991,66.6
mys,1992,67.7
mys,1993,67
mys,1994,66.4
mys,1995,66
mys,1996,65.4
mys,1997,68.4
mys,1998,73.2
mys,1999,73
mys,2000,70.5
mys,2001,71.7
mys,2002,71.4
mys,2003,71.6
mys,2004,71.1
mys,2005,69.5
mys,2006,68.5
mys,2007,66
mys,2008,65.4
mys,2009,66.6
mys,2010,63.8
mys,2011,61.8
mys,2012,58.6
mys,2013,52.3
mys,2014,51
mys,2015,48.5
mys,2016,47.3
mys,2017,46.5
mys,2018,46.4
mys,2019,46.6
nam,1990,62.5
nam,1991,62.1
nam,1992,63.1
nam,1993,63.1
nam,1994,63
nam,1995,62.5
nam,1996,61.5
nam,1997,60.7
nam,1998,59.8
nam,1999,58.8
nam,2000,58.5
nam,2001,58.4
nam,2002,58.2
nam,2003,57.9
nam,2004,57.8
nam,2005,57.7
nam,2006,58.3
nam,2007,59
nam,2008,60
nam,2009,60.6
nam,2010,61.6
nam,2011,63.1
nam,2012,63.9
nam,2013,64.8
nam,2014,65.5
nam,2015,66.1
nam,2016,66.2
nam,2017,66.7
nam,2018,66.8
nam,2019,66.9
ner,1990,23.7
ner,1991,24.1
ner,1992,24.3
ner,1993,24.8
ner,1994,25.3
ner,1995,25.8
ner,1996,26.3
ner,1997,26.8
ner,1998,27.5
ner,1999,27.9
ner,2000,28.2
ner,2001,28.9
ner,2002,29.5
ner,2003,29.8
ner,2004,30.7
ner,2005,31.6
ner,2006,32.3
ner,2007,32.9
ner,2008,33.9
ner,2009,34.6
ner,2010,35.7
ner,2011,36.4
ner,2012,37.6
ner,2013,38.5
ner,2014,39.3
ner,2015,40
ner,2016,40.7
ner,2017,41.6
ner,2018,42
ner,2019,42.4
nga,2003,48.5
nga,2004,49.6
nga,2005,50.2
nga,2006,51
nga,2007,51.5
nga,2008,52.1
nga,2009,52.7
nga,2010,51.9
nga,2011,53
nga,2012,53.9
nga,2013,55.8
nga,2014,56.4
nga,2015,56.6
nga,2016,56.7
nga,2017,57.2
nga,2018,57.4
nga,2019,58.1
nic,1990,53.5
nic,1991,54.5
nic,1992,55.2
nic,1993,55.6
nic,1994,56.1
nic,1995,57.2
nic,1996,58.3
nic,1997,59.2
nic,1998,60.2
nic,1999,61.2
nic,2000,62.1
nic,2001,62.8
nic,2002,63.4
nic,2003,63.8
nic,2004,64.3
nic,2005,64.8
nic,2006,65.1
nic,2007,65.8
nic,2008,66.3
nic,2009,66.4
nic,2010,67
nic,2011,67.6
nic,2012,68.2
nic,2013,68.8
nic,2014,69.8
nic,2015,70.2
nic,2016,70.8
nic,2017,71.3
nic,2018,71
nic,2019,71.1
nld,1990,76
nld,1991,73.8
nld,1992,69.3
nld,1993,68.5
nld,1994,68
nld,1995,65.4
nld,1996,64.9
nld,1997,67
nld,1998,61.1
nld,1999,58.9
nld,2000,58.2
nld,2001,49.4
nld,2002,42.4
nld,2003,40.4
nld,2004,37.5
nld,2005,37.4
nld,2006,34.9
nld,2007,32.5
nld,2008,31.7
nld,2009,32.5
nld,2010,31.8
nld,2011,33.6
nld,2012,34
nld,2013,33.2
nld,2014,32.7
nld,2015,31.1
nld,2016,30.3
nld,2017,29.8
nld,2018,29.8
nld,2019,29.9
nor,1990,68.4
nor,1991,63.4
nor,1992,59.2
nor,1993,58.5
nor,1994,55.5
nor,1995,50.4
nor,1996,44.1
nor,1997,40.7
nor,1998,38.4
nor,1999,40.3
nor,2000,43
nor,2001,42.9
nor,2002,39.3
nor,2003,33.4
nor,2004,30.6
nor,2005,28.6
nor,2006,27.6
nor,2007,23.7
nor,2008,23.3
nor,2009,26.3
nor,2010,23.8
nor,2011,22.8
nor,2012,21.8
nor,2013,20.6
nor,2014,20.3
nor,2015,20.1
nor,2016,19.8
nor,2017,19.7
nor,2018,19.7
nor,2019,19.7
npl,1990,41.6
npl,1991,42.5
npl,1992,43.3
npl,1993,43.8
npl,1994,44.6
npl,1995,45.1
npl,1996,46.1
npl,1997,46.8
npl,1998,47.4
npl,1999,48.1
npl,2000,48.8
npl,2001,48.9
npl,2002,50
npl,2003,50.6
npl,2004,51.3
npl,2005,52
npl,2006,53.1
npl,2007,53.7
npl,2008,54.8
npl,2009,56.2
npl,2010,57.8
npl,2011,58.7
npl,2012,60.2
npl,2013,61.2
npl,2014,62.1
npl,2015,62.8
npl,2016,63.1
npl,2017,63.4
npl,2018,64.2
npl,2019,64.8
nzl,1990,78.2
nzl,1991,75.2
nzl,1992,76.9
nzl,1993,76.1
nzl,1994,74.1
nzl,1995,71
nzl,1996,68.9
nzl,1997,68.7
nzl,1998,72
nzl,1999,68.5
nzl,2000,69.7
nzl,2001,66.6
nzl,2002,63.1
nzl,2003,58.7
nzl,2004,51.8
nzl,2005,46.6
nzl,2006,50.4
nzl,2007,46.7
nzl,2008,48.7
nzl,2009,61.5
nzl,2010,56.9
nzl,2011,55.8
nzl,2012,52.5
nzl,2013,46
nzl,2014,44.5
nzl,2015,44.1
nzl,2016,43.6
nzl,2017,43.4
nzl,2018,43.5
nzl,2019,43.6
omn,2000,66.2
omn,2001,66.3
omn,2002,66.5
omn,2003,70.7
omn,2004,70.9
omn,2005,71.7
omn,2006,69.4
omn,2007,66.7
omn,2008,64.5
omn,2009,61.2
omn,2010,60.8
omn,2011,55.7
omn,2012,59.6
omn,2013,59
omn,2014,61.7
omn,2015,62.5
omn,2016,62.7
omn,2017,63.3
omn,2018,63
omn,2019,63.1
pak,1990,43.4
pak,1991,43.8
pak,1992,44.4
pak,1993,44.9
pak,1994,45.3
pak,1995,45.9
pak,1996,46.4
pak,1997,46.8
pak,1998,47.2
pak,1999,47.7
pak,2000,48.2
pak,2001,49
pak,2002,49.7
pak,2003,50.7
pak,2004,50.9
pak,2005,52.4
pak,2006,53
pak,2007,53.4
pak,2008,54.2
pak,2009,54.7
pak,2010,55.2
pak,2011,55.6
pak,2012,55.9
pak,2013,56.4
pak,2014,57.1
pak,2015,57.7
pak,2016,58.4
pak,2017,59.1
pak,2018,59.4
pak,2019,60
pan,1990,72.7
pan,1991,73.3
pan,1992,73.9
pan,1993,74.7
pan,1994,75
pan,1995,75.5
pan,1996,76.2
pan,1997,76.9
pan,1998,77.4
pan,1999,78.3
pan,2000,78.8
pan,2001,79.2
pan,2002,80
pan,2003,80.2
pan,2004,80.5
pan,2005,80.4
pan,2006,80.9
pan,2007,81.6
pan,2008,81.4
pan,2009,81.6
pan,2010,81.4
pan,2011,81.2
pan,2012,80.9
pan,2013,81.3
pan,2014,81.4
pan,2015,81.3
pan,2016,81.6
pan,2017,81.8
pan,2018,81.9
pan,2019,82.1
per,1990,66.1
per,1991,66.8
per,1992,66.8
per,1993,67.4
per,1994,68.5
per,1995,69.6
per,1996,70.1
per,1997,70.7
per,1998,71.8
per,1999,72.9
per,2000,73.1
per,2001,74
per,2002,74.1
per,2003,74
per,2004,74.7
per,2005,75.3
per,2006,75
per,2007,75.8
per,2008,76.6
per,2009,77
per,2010,77.2
per,2011,78.3
per,2012,79.1
per,2013,79.4
per,2014,80.3
per,2015,80.1
per,2016,80.5
per,2017,80.7
per,2018,81.2
per,2019,81.8
phl,1990,63.9
phl,1991,64.1
phl,1992,64.4
phl,1993,64.8
phl,1994,65.2
phl,1995,65.6
phl,1996,66.5
phl,1997,66.9
phl,1998,67.4
phl,1999,67.8
phl,2000,68.1
phl,2001,68.2
phl,2002,68.7
phl,2003,69.1
phl,2004,70.2
phl,2005,70.5
phl,2006,70.6
phl,2007,71.3
phl,2008,71.8
phl,2009,71.6
phl,2010,72.2
phl,2011,72.8
phl,2012,73.6
phl,2013,74.4
phl,2014,75
phl,2015,75.5
phl,2016,75.8
phl,2017,76.2
phl,2018,76.6
phl,2019,77.3
png,1990,41
png,1991,41.8
png,1992,42.9
png,1993,44.3
png,1994,45
png,1995,45.8
png,1996,46.6
png,1997,46.9
png,1998,47.6
png,1999,47.9
png,2000,48.5
png,2001,49.1
png,2002,49.8
png,2003,50.6
png,2004,50.9
png,2005,51.6
png,2006,52.3
png,2007,53.6
png,2008,54.1
png,2009,55.1
png,2010,56.2
png,2011,57.1
png,2012,56
png,2013,57.8
png,2014,58.3
png,2015,59.1
png,2016,59.1
png,2017,59.1
png,2018,59.2
png,2019,59.8
pol,1990,74.8
pol,1991,74.3
pol,1992,73.8
pol,1993,74.6
pol,1994,75.8
pol,1995,75.4
pol,1996,74.3
pol,1997,75.1
pol,1998,75
pol,1999,76.2
pol,2000,75.9
pol,2001,74.8
pol,2002,74.5
pol,2003,72.3
pol,2004,68.9
pol,2005,67.6
pol,2006,65
pol,2007,58.5
pol,2008,56.1
pol,2009,60.9
pol,2010,53.8
pol,2011,48.2
pol,2012,49.8
pol,2013,49.6
pol,2014,48.7
pol,2015,45.2
pol,2016,43.7
pol,2017,42.4
pol,2018,42.5
pol,2019,42.6
prt,1990,73.4
prt,1991,72
prt,1992,71.9
prt,1993,74.2
prt,1994,73.9
prt,1995,71.5
prt,1996,72.4
prt,1997,69.8
prt,1998,66.9
prt,1999,63
prt,2000,61.6
prt,2001,61.7
prt,2002,60.6
prt,2003,62.1
prt,2004,58.2
prt,2005,59.1
prt,2006,57.6
prt,2007,58.2
prt,2008,58.4
prt,2009,63.4
prt,2010,63.2
prt,2011,66.3
prt,2012,67.4
prt,2013,66.6
prt,2014,65.9
prt,2015,63.6
prt,2016,62.7
prt,2017,62.2
prt,2018,62.2
prt,2019,62.4
pry,1990,64.4
pry,1991,64.7
pry,1992,65.4
pry,1993,66.1
pry,1994,66.6
pry,1995,67.1
pry,1996,67.9
pry,1997,68.3
pry,1998,68.7
pry,1999,69.2
pry,2000,69
pry,2001,70
pry,2002,71
pry,2003,70.7
pry,2004,71.4
pry,2005,71.7
pry,2006,71.4
pry,2007,71.7
pry,2008,72.6
pry,2009,72.7
pry,2010,73.5
pry,2011,73.7
pry,2012,74.2
pry,2013,74.6
pry,2014,74.9
pry,2015,75.4
pry,2016,75.3
pry,2017,75.6
pry,2018,75.8
pry,2019,75.9
qat,1990,32.3
qat,1991,19.9
qat,1992,23.9
qat,1993,25.8
qat,1994,27.4
qat,1995,24.6
qat,1996,28.2
qat,1997,27
qat,1998,27
qat,1999,34.3
qat,2000,37
qat,2001,30.5
qat,2002,26.5
qat,2003,24.6
qat,2004,23.1
qat,2005,19.8
qat,2006,17.2
qat,2007,17.6
qat,2008,20.3
qat,2009,23
qat,2010,24.8
qat,2011,23.1
qat,2012,25.4
qat,2013,26
qat,2014,26.9
qat,2015,26.1
qat,2016,26.1
qat,2017,26
qat,2018,25.9
qat,2019,26
rou,1990,74.2
rou,1991,73.1
rou,1992,72.8
rou,1993,72.7
rou,1994,72.9
rou,1995,73.2
rou,1996,74
rou,1997,74.3
rou,1998,74.7
rou,1999,75.8
rou,2000,76.1
rou,2001,76.3
rou,2002,77
rou,2003,76.8
rou,2004,76.5
rou,2005,77
rou,2006,75.8
rou,2007,75.1
rou,2008,73.2
rou,2009,78.5
rou,2010,77.8
rou,2011,75.1
rou,2012,75.8
rou,2013,75.2
rou,2014,74
rou,2015,72.6
rou,2016,71.9
rou,2017,71
rou,2018,71
rou,2019,71.1
rus,1991,76.3
rus,1992,69.9
rus,1993,70.8
rus,1994,71.1
rus,1995,71
rus,1996,71.5
rus,1997,72
rus,1998,72.6
rus,1999,73.1
rus,2000,73.8
rus,2001,74
rus,2002,74.5
rus,2003,74.7
rus,2004,75.2
rus,2005,75.3
rus,2006,74.8
rus,2007,74.3
rus,2008,73.3
rus,2009,75.1
rus,2010,74.6
rus,2011,71.2
rus,2012,72.1
rus,2013,70.6
rus,2014,69.8
rus,2015,69.1
rus,2016,68.7
rus,2017,68.3
rus,2018,68.4
rus,2019,68.5
rwa,1990,26.7
rwa,1991,23.7
rwa,1992,21.8
rwa,1993,21.3
rwa,1994,20.7
rwa,1995,24.9
rwa,1996,28.4
rwa,1997,31.3
rwa,1998,33.1
rwa,1999,35.1
rwa,2000,36.7
rwa,2001,37.7
rwa,2002,39.4
rwa,2003,40.8
rwa,2004,42.6
rwa,2005,44.5
rwa,2006,46.8
rwa,2007,48.5
rwa,2008,49.6
rwa,2009,51.3
rwa,2010,53
rwa,2011,53.8
rwa,2012,54.7
rwa,2013,55.5
rwa,2014,56.1
rwa,2015,56.6
rwa,2016,56.8
rwa,2017,57.6
rwa,2018,58.1
rwa,2019,58.5
sau,1990,59.9
sau,1991,55.5
sau,1992,53.4
sau,1993,52.9
sau,1994,55.8
sau,1995,56.2
sau,1996,53.4
sau,1997,53.8
sau,1998,52.8
sau,1999,55.1
sau,2000,44.8
sau,2001,50.3
sau,2002,50.1
sau,2003,46.9
sau,2004,46.9
sau,2005,45
sau,2006,41.4
sau,2007,40.3
sau,2008,39
sau,2009,35
sau,2010,34.7
sau,2011,33.6
sau,2012,54
sau,2013,50.2
sau,2014,48.8
sau,2015,47.3
sau,2016,46.5
sau,2017,45.4
sau,2018,45.6
sau,2019,45.6
sen,1990,40.5
sen,1991,40.6
sen,1992,40.6
sen,1993,40.6
sen,1994,40.5
sen,1995,40.7
sen,1996,40.8
sen,1997,40.8
sen,1998,41.2
sen,1999,41.5
sen,2000,42
sen,2001,43.6
sen,2002,44.1
sen,2003,45
sen,2004,45.9
sen,2005,46.7
sen,2006,47.2
sen,2007,48.2
sen,2008,49.3
sen,2009,49.7
sen,2010,50.4
sen,2011,50.7
sen,2012,52.4
sen,2013,53.2
sen,2014,53.7
sen,2015,54.5
sen,2016,54.8
sen,2017,55.1
sen,2018,55.5
sen,2019,55.2
sgp,1990,42.2
sgp,1991,30.6
sgp,1992,29.1
sgp,1993,23.9
sgp,1994,20.2
sgp,1995,16.9
sgp,1996,14.6
sgp,1997,30.1
sgp,1998,17.6
sgp,1999,17
sgp,2000,13.6
sgp,2001,15.4
sgp,2002,15.5
sgp,2003,13.1
sgp,2004,11.4
sgp,2005,10.6
sgp,2006,9.4
sgp,2007,8.8
sgp,2008,8.5
sgp,2009,10.4
sgp,2010,9
sgp,2011,8.5
sgp,2012,8.5
sgp,2013,8.4
sgp,2014,8.4
sgp,2015,8.2
sgp,2016,8.1
sgp,2017,7.9
sgp,2018,7.9
sgp,2019,7.9
sle,1990,30.9
sle,1991,30.1
sle,1992,29.9
sle,1993,30.4
sle,1994,30.7
sle,1995,30.9
sle,1996,30.4
sle,1997,30.2
sle,1998,30.6
sle,1999,30.9
sle,2000,31.8
sle,2001,33.3
sle,2002,35.1
sle,2003,36.2
sle,2004,37.2
sle,2005,38.1
sle,2006,39
sle,2007,40.4
sle,2008,41.5
sle,2009,42.5
sle,2010,43
sle,2011,43.7
sle,2012,45.3
sle,2013,46.7
sle,2014,47.1
sle,2015,46.4
sle,2016,46.4
sle,2017,47.7
sle,2018,48.2
sle,2019,48.6
slv,1990,57.7
slv,1991,58.2
slv,1992,59.4
slv,1993,60.5
slv,1994,61.5
slv,1995,62.5
slv,1996,63.4
slv,1997,64.4
slv,1998,65.3
slv,1999,65.5
slv,2000,66.3
slv,2001,66.8
slv,2002,67.5
slv,2003,68.2
slv,2004,68.8
slv,2005,69.5
slv,2006,70.3
slv,2007,70.2
slv,2008,70.6
slv,2009,70.6
slv,2010,71.9
slv,2011,71.5
slv,2012,72
slv,2013,72.1
slv,2014,72
slv,2015,71.9
slv,2016,72.3
slv,2017,72.3
slv,2018,72.1
slv,2019,72.4
srb,2005,75
srb,2006,70.7
srb,2007,69.9
srb,2008,68.5
srb,2009,69.1
srb,2010,61.5
srb,2011,50.9
srb,2012,53.6
srb,2013,46.2
srb,2014,47.4
srb,2015,40.5
srb,2016,39
srb,2017,37.7
srb,2018,38
srb,2019,38.2
stp,1990,48.7
stp,1991,43.8
stp,1992,49.2
stp,1993,49.6
stp,1994,50.1
stp,1995,50.5
stp,1996,51.2
stp,1997,51.6
stp,1998,52.2
stp,1999,53
stp,2000,53.6
stp,2001,54.5
stp,2002,55
stp,2003,55.9
stp,2004,56.6
stp,2005,57.5
stp,2006,58.5
stp,2007,59
stp,2008,58.8
stp,2009,59.9
stp,2010,60.3
stp,2011,61.1
stp,2012,61.7
stp,2013,62.7
stp,2014,63.6
stp,2015,65.1
stp,2016,65.5
stp,2017,66.6
stp,2018,67.2
stp,2019,67.3
sur,2004,70.9
sur,2005,70.3
sur,2006,71.2
sur,2007,71.2
sur,2008,71.1
sur,2009,71.6
sur,2010,71.3
sur,2011,69.5
sur,2012,70.5
sur,2013,70.2
sur,2014,69.5
sur,2015,69.5
sur,2016,68.8
sur,2017,68.3
sur,2018,68.4
sur,2019,68.9
svk,1990,64.2
svk,1991,62.7
svk,1992,65.9
svk,1993,59.8
svk,1994,66.3
svk,1995,67.3
svk,1996,60.5
svk,1997,58.5
svk,1998,51.9
svk,1999,54.4
svk,2000,55.2
svk,2001,55.4
svk,2002,52.2
svk,2003,48.2
svk,2004,42.1
svk,2005,37.5
svk,2006,32.4
svk,2007,28.9
svk,2008,28.2
svk,2009,32.7
svk,2010,28.5
svk,2011,27
svk,2012,26
svk,2013,25.6
svk,2014,25.1
svk,2015,23.8
svk,2016,23.3
svk,2017,22.9
svk,2018,23
svk,2019,23
svn,1991,79.9
svn,1992,78.5
svn,1993,77.8
svn,1994,76.9
svn,1995,74.5
svn,1996,74.2
svn,1997,73.5
svn,1998,71
svn,1999,71.5
svn,2000,71.6
svn,2001,71.4
svn,2002,69.2
svn,2003,64.8
svn,2004,59.6
svn,2005,57.6
svn,2006,50.9
svn,2007,42.5
svn,2008,38.7
svn,2009,50.6
svn,2010,49.4
svn,2011,47.6
svn,2012,49.3
svn,2013,49.8
svn,2014,47.1
svn,2015,44
svn,2016,42.9
svn,2017,42.2
svn,2018,42.3
svn,2019,42.5
swe,1990,72.1
swe,1991,70.9
swe,1992,69.8
swe,1993,74.8
swe,1994,75.5
swe,1995,69.7
swe,1996,66.2
swe,1997,69.3
swe,1998,64.2
swe,1999,62.9
swe,2000,62.6
swe,2001,59.1
swe,2002,55.9
swe,2003,47.5
swe,2004,42.6
swe,2005,45.4
swe,2006,37.1
swe,2007,34.8
swe,2008,36.9
swe,2009,52.7
swe,2010,36.8
swe,2011,34.6
swe,2012,33.9
swe,2013,33.8
swe,2014,33.4
swe,2015,33.1
swe,2016,32.6
swe,2017,32.4
swe,2018,32.4
swe,2019,32.5
swz,1990,58.2
swz,1991,57.2
swz,1992,57.8
swz,1993,57.1
swz,1994,56.4
swz,1995,55.9
swz,1996,55.1
swz,1997,53.9
swz,1998,52.4
swz,1999,51.3
swz,2000,49.6
swz,2001,48.4
swz,2002,46.7
swz,2003,45.9
swz,2004,46.6
swz,2005,47.3
swz,2006,48.8
swz,2007,49.8
swz,2008,51
swz,2009,51.4
swz,2010,52.5
swz,2011,54.2
swz,2012,55.3
swz,2013,57.1
swz,2014,58.5
swz,2015,59.8
swz,2016,60.4
swz,2017,61.3
swz,2018,62
swz,2019,62.7
syc,2000,65.1
syc,2001,61.9
syc,2002,59.4
syc,2003,60.6
syc,2004,60
syc,2005,50.5
syc,2006,47.1
syc,2007,42.2
syc,2008,52.1
syc,2009,52.1
syc,2010,52.1
syc,2011,46.5
syc,2012,44.2
syc,2013,38.1
syc,2014,36.4
syc,2015,37
syc,2016,36.2
syc,2017,35.7
syc,2018,35.7
syc,2019,35.9
syr,1990,59.3
syr,1991,59.9
syr,1992,60.3
syr,1993,60.7
syr,1994,61.6
syr,1995,62
syr,1996,62.7
syr,1997,63.1
syr,1998,63.3
syr,1999,63.9
syr,2000,64.6
syr,2001,65.5
syr,2002,65.4
syr,2003,66.8
syr,2004,68.5
syr,2005,70.2
syr,2006,71.2
syr,2007,72.2
syr,2008,72.4
syr,2009,72.3
syr,2010,72
syr,2011,72.6
syr,2012,71.2
syr,2013,64.2
syr,2014,59.7
syr,2015,57.4
syr,2016,56.5
syr,2017,60.4
syr,2018,60.2
syr,2019,60.7
tcd,2000,31.6
tcd,2001,32.4
tcd,2002,33
tcd,2003,32.9
tcd,2004,34.9
tcd,2005,35.2
tcd,2006,35.5
tcd,2007,36.6
tcd,2008,37.2
tcd,2009,38.9
tcd,2010,39.8
tcd,2011,40.9
tcd,2012,41.8
tcd,2013,42.4
tcd,2014,43.2
tcd,2015,42.8
tcd,2016,42.3
tcd,2017,42.6
tcd,2018,42.8
tcd,2019,42.8
tgo,1990,43.7
tgo,1991,44.1
tgo,1992,43.1
tgo,1993,42.2
tgo,1994,42.7
tgo,1995,44.2
tgo,1996,45.1
tgo,1997,45.9
tgo,1998,45.7
tgo,1999,45.9
tgo,2000,46
tgo,2001,46.3
tgo,2002,46.6
tgo,2003,47.2
tgo,2004,47.3
tgo,2005,47.2
tgo,2006,47.8
tgo,2007,47.3
tgo,2008,48.2
tgo,2009,49.1
tgo,2010,50.2
tgo,2011,51.6
tgo,2012,51.9
tgo,2013,52.6
tgo,2014,53.1
tgo,2015,53.7
tgo,2016,54.1
tgo,2017,54.5
tgo,2018,54.9
tgo,2019,55.5
tha,1990,62.1
tha,1991,63.1
tha,1992,63.8
tha,1993,64.6
tha,1994,65.4
tha,1995,65.9
tha,1996,66.5
tha,1997,67.4
tha,1998,68.2
tha,1999,69.3
tha,2000,70.3
tha,2001,71.1
tha,2002,71.9
tha,2003,72.3
tha,2004,72.7
tha,2005,73.7
tha,2006,72.9
tha,2007,74.3
tha,2008,74.3
tha,2009,75.2
tha,2010,74
tha,2011,73.8
tha,2012,73.4
tha,2013,72.1
tha,2014,72
tha,2015,72
tha,2016,72.2
tha,2017,72.6
tha,2018,73.2
tha,2019,73.7
tjk,1991,66
tjk,1992,63.8
tjk,1993,61.9
tjk,1994,59.9
tjk,1995,59.1
tjk,1996,57.6
tjk,1997,58.1
tjk,1998,58.6
tjk,1999,59
tjk,2000,59.8
tjk,2001,60.7
tjk,2002,61.7
tjk,2003,63.3
tjk,2004,64.7
tjk,2005,65.4
tjk,2006,66.5
tjk,2007,66.9
tjk,2008,68.9
tjk,2009,68.1
tjk,2010,68.7
tjk,2011,68.5
tjk,2012,69.2
tjk,2013,70.4
tjk,2014,70.3
tjk,2015,70.3
tjk,2016,70.4
tjk,2017,70.7
tjk,2018,71.2
tjk,2019,71.9
tkm,2010,43.7
tkm,2011,40.4
tkm,2012,38.7
tkm,2013,32.9
tkm,2014,30.3
tkm,2015,26.2
tkm,2016,25.5
tkm,2017,25
tkm,2018,25.3
tkm,2019,25.5
tto,1990,69.8
tto,1991,70.1
tto,1992,70.2
tto,1993,70.8
tto,1994,71
tto,1995,71.3
tto,1996,71.8
tto,1997,72.3
tto,1998,72.2
tto,1999,74.1
tto,2000,74.7
tto,2001,73.6
tto,2002,73.2
tto,2003,73.8
tto,2004,74.5
tto,2005,73.1
tto,2006,73.9
tto,2007,73.7
tto,2008,73.6
tto,2009,74.9
tto,2010,75.5
tto,2011,76.1
tto,2012,75
tto,2013,74.1
tto,2014,73.6
tto,2015,73.6
tto,2016,73.8
tto,2017,74.1
tto,2018,74.2
tto,2019,74.2
tun,1990,61.1
tun,1991,61.7
tun,1992,62.6
tun,1993,63.3
tun,1994,64.4
tun,1995,65.2
tun,1996,66.1
tun,1997,66.9
tun,1998,68.1
tun,1999,69.2
tun,2000,70.1
tun,2001,71
tun,2002,71.6
tun,2003,72.3
tun,2004,73.3
tun,2005,74.1
tun,2006,74.7
tun,2007,75.2
tun,2008,75.7
tun,2009,76.1
tun,2010,76.6
tun,2011,76.9
tun,2012,77
tun,2013,77.3
tun,2014,77.4
tun,2015,77.5
tun,2016,77.7
tun,2017,78
tun,2018,78.4
tun,2019,78.6
tur,1990,62.8
tur,1991,63.1
tur,1992,63.6
tur,1993,64.2
tur,1994,64.6
tur,1995,65.2
tur,1996,65.8
tur,1997,66.4
