country,time,sdi
bol,2001,67.9
bol,2002,68.6
bol,2003,68.9
bol,2004,69.1
bol,2005,69.3
bol,2006,69.9
bol,2007,69.9
bol,2008,70.9
bol,2009,71.4
bol,2010,71.8
bol,2011,72.2
bol,2012,72.7
bol,2013,73.7
bol,2014,74.3
bol,2015,75.1
bol,2016,75.6
bol,2017,76.4
bol,2018,76.9
bol,2019,77.3
bra,1990,65.9
bra,1991,66.7
bra,1992,67.4
bra,1993,68.3
bra,1994,69
bra,1995,69.6
bra,1996,70.4
bra,1997,71.2
bra,1998,71.5
bra,1999,72.4
bra,2000,73.1
bra,2001,73.9
bra,2002,74.6
bra,2003,74.2
bra,2004,74.4
bra,2005,74.6
bra,2006,74.5
bra,2007,74.5
bra,2008,75
bra,2009,75.1
bra,2010,74.5
bra,2011,74.3
bra,2012,74.7
bra,2013,75.7
bra,2014,75.5
bra,2015,75.2
bra,2016,75
bra,2017,75
bra,2018,75.1
bra,2019,75.4
brb,1990,68.6
brb,1991,52.2
brb,1992,67.9
brb,1993,69.2
brb,1994,69.2
brb,1995,68.5
brb,1996,67.1
brb,1997,67.4
brb,1998,66.1
brb,1999,66.3
brb,2000,66.9
brb,2001,69.3
brb,2002,69.4
brb,2003,71
brb,2004,69.3
brb,2005,63.3
brb,2006,62.7
brb,2007,70.8
brb,2008,67.1
brb,2009,69.1
brb,2010,75.2
brb,2011,73.4
brb,2012,73.5
brb,2013,73.1
brb,2014,71.9
brb,2015,71.4
brb,2016,71.2
brb,2017,70.9
brb,2018,70.9
brb,2019,71.2
brn,1990,60.6
brn,1991,34.7
brn,1992,58.6
brn,1993,57.2
brn,1994,58.4
brn,1995,55
brn,1996,54.5
brn,1997,52.5
brn,1998,62.1
brn,1999,67.6
brn,2000,70.5
brn,2001,69.9
brn,2002,70.1
brn,2003,67.4
brn,2004,67.3
brn,2005,67.7
brn,2006,61.5
brn,2007,51.7
brn,2008,55.5
brn,2009,45
brn,2010,49.6
brn,2011,43.4
brn,2012,44.1
brn,2013,42.2
brn,2014,38.3
brn,2015,35
brn,2016,34.3
brn,2017,33.8
brn,2018,33.8
brn,2019,33.8
btn,2005,56
btn,2006,56.7
btn,2007,58.3
btn,2008,59.3
btn,2009,60.2
btn,2010,61.3
btn,2011,62.1
btn,2012,63.4
btn,2013,64.4
btn,2014,64.9
btn,2015,65.8
btn,2016,66.7
btn,2017,67.5
btn,2018,67.9
btn,2019,68.3
bwa,1990,55
bwa,1991,52.9
bwa,1992,53.9
bwa,1993,54.2
bwa,1994,54.4
bwa,1995,53.9
bwa,1996,55.4
bwa,1997,53.7
bwa,1998,52.5
bwa,1999,52.4
bwa,2000,50.4
bwa,2001,51.4
bwa,2002,49.8
bwa,2003,46.4
bwa,2004,43.1
bwa,2005,43.7
bwa,2006,46.2
bwa,2007,45.8
bwa,2008,44.9
bwa,2009,45.2
bwa,2010,40.9
bwa,2011,44.1
bwa,2012,43.6
bwa,2013,35.3
bwa,2014,33.3
bwa,2015,33.2
bwa,2016,32.9
bwa,2017,33.1
bwa,2018,33.3
bwa,2019,33.5
caf,1990,36
caf,1991,35.4
caf,1992,34
caf,1993,34
caf,1994,34.1
caf,1995,34.3
caf,1996,34
caf,1997,34.3
caf,1998,34.5
caf,1999,34.9
caf,2000,35
caf,2001,35.2
caf,2002,35.4
caf,2003,35.3
caf,2004,35.7
caf,2005,36.2
caf,2006,36.8
caf,2007,37.4
caf,2008,38
caf,2009,38.4
caf,2010,39.3
caf,2011,40.3
caf,2012,41
caf,2013,39.1
caf,2014,39.6
caf,2015,40.4
caf,2016,41.1
caf,2017,42.1
caf,2018,42.5
caf,2019,42.8
can,1990,35.4
can,1991,36.1
can,1992,36.2
can,1993,36.7
can,1994,36.2
can,1995,36.8
can,1996,37.1
can,1997,35.3
can,1998,35.6
can,1999,36.2
can,2000,34.3
can,2001,35.7
can,2002,34.7
can,2003,30.2
can,2004,29.2
can,2005,28
can,2006,26.5
can,2007,24.7
can,2008,25.1
can,2009,24.7
can,2010,22.9
can,2011,22.1
can,2012,21.2
can,2013,20.4
can,2014,19.7
can,2015,19.3
can,2016,19.1
can,2017,19
can,2018,19.1
can,2019,19.1
che,1990,66.9
che,1991,64.5
che,1992,63.6
che,1993,66.1
che,1994,62.7
che,1995,59.2
che,1996,60.9
che,1997,64.3
che,1998,61
che,1999,59.8
che,2000,52.9
che,2001,43.9
che,2002,42.8
che,2003,41.5
che,2004,36.7
che,2005,33.2
che,2006,30.8
che,2007,29.6
che,2008,29.7
che,2009,33.9
che,2010,31
che,2011,29.4
che,2012,28.4
che,2013,26.8
che,2014,26.8
che,2015,26.3
che,2016,25.8
che,2017,25.5
che,2018,25.7
che,2019,25.7
chl,1990,76
chl,1991,76.5
chl,1992,77.2
chl,1993,76.3
chl,1994,76.7
chl,1995,76.8
chl,1996,76
chl,1997,75.9
chl,1998,76.1
chl,1999,76.5
chl,2000,77.9
chl,2001,78.6
chl,2002,78.5
chl,2003,78.8
chl,2004,79.7
chl,2005,79.6
chl,2006,79.8
chl,2007,80.5
chl,2008,80.4
chl,2009,81.6
chl,2010,77.5
chl,2011,76.4
chl,2012,75.9
chl,2013,73.4
chl,2014,73.9
chl,2015,73.6
chl,2016,73.4
chl,2017,73.3
chl,2018,73.4
chl,2019,73.7
chn,1990,53.7
chn,1991,54.5
chn,1992,55.8
chn,1993,56.8
chn,1994,57.5
chn,1995,58.7
chn,1996,59.7
chn,1997,60.6
chn,1998,61.4
chn,1999,62.4
chn,2000,63.3
chn,2001,64.1
chn,2002,65.1
chn,2003,65.8
chn,2004,66.3
chn,2005,66.9
chn,2006,67.6
chn,2007,67.9
chn,2008,67.9
chn,2009,65.4
chn,2010,63.8
chn,2011,60.9
chn,2012,59.4
chn,2013,56.2
chn,2014,54.7
chn,2015,53.2
chn,2016,52
chn,2017,51
chn,2018,51.3
chn,2019,51.7
civ,1990,43.5
civ,1991,43.6
civ,1992,43.6
civ,1993,43.7
civ,1994,43.8
civ,1995,44.1
civ,1996,44.3
civ,1997,44.8
civ,1998,44.6
civ,1999,45.1
civ,2000,45.4
civ,2001,45.6
civ,2002,45.9
civ,2003,46.2
civ,2004,46.7
civ,2005,47.1
civ,2006,47.7
civ,2007,48.3
civ,2008,49
civ,2009,49.7
civ,2010,50.4
civ,2011,50.9
civ,2012,51.9
civ,2013,52.7
civ,2014,53
civ,2015,54.2
civ,2016,55.3
civ,2017,56.5
civ,2018,57.5
civ,2019,58
cmr,1990,48.3
cmr,1991,47.9
cmr,1992,47.5
cmr,1993,46.8
cmr,1994,46.6
cmr,1995,46.5
cmr,1996,46.4
cmr,1997,46.5
cmr,1998,46.7
cmr,1999,46.9
cmr,2000,47.4
cmr,2001,49.1
cmr,2002,49.4
cmr,2003,49.9
cmr,2004,50.5
cmr,2005,50.6
cmr,2006,50.7
cmr,2007,52
cmr,2008,52.8
cmr,2009,53.6
cmr,2010,54.4
cmr,2011,55.4
cmr,2012,56.6
cmr,2013,57.5
cmr,2014,58.2
cmr,2015,59.1
cmr,2016,59.6
cmr,2017,60
cmr,2018,60.3
cmr,2019,60.7
cod,1990,39.7
cod,1991,39.4
cod,1992,38.8
cod,1993,38.2
cod,1994,37.6
cod,1995,37.4
cod,1996,37.8
cod,1997,37.6
cod,1998,37.6
cod,1999,37.4
cod,2000,37.6
cod,2001,37.8
cod,2002,38.5
cod,2003,39.4
cod,2004,40.3
cod,2005,41.1
cod,2006,42
cod,2007,43.1
cod,2008,44.4
cod,2009,45.2
cod,2010,46.8
cod,2011,47.2
cod,2012,47.6
cod,2013,48.3
cod,2014,49.6
cod,2015,49.9
cod,2016,50.8
cod,2017,51.1
cod,2018,51.5
cod,2019,51.7
cog,1990,53.8
cog,1991,53.7
cog,1992,53.8
cog,1993,53
cog,1994,52.7
cog,1995,50.8
cog,1996,50.6
cog,1997,51
cog,1998,51.7
cog,1999,50.3
cog,2000,49.6
cog,2001,50.4
cog,2002,50.7
cog,2003,50.7
cog,2004,51
cog,2005,50.5
cog,2006,50.6
cog,2007,52.3
cog,2008,54
cog,2009,55.4
cog,2010,56
cog,2011,56.2
cog,2012,57.6
cog,2013,58.7
cog,2014,60.3
cog,2015,62.5
cog,2016,62.2
cog,2017,61.9
cog,2018,61.7
cog,2019,61.8
col,1990,65
col,1991,65.3
col,1992,66.5
col,1993,67.2
col,1994,68
col,1995,68.6
col,1996,69.6
col,1997,70.5
col,1998,71.3
col,1999,71.3
col,2000,71.7
col,2001,72
col,2002,72.3
col,2003,72.2
col,2004,73.7
col,2005,74.3
col,2006,75
col,2007,76.2
col,2008,76.9
col,2009,77.1
col,2010,78
col,2011,78
col,2012,78.3
col,2013,78.4
col,2014,79.1
col,2015,79.2
col,2016,79.5
col,2017,79.7
col,2018,79.8
col,2019,80.1
cpv,2000,61.2
cpv,2001,61.7
cpv,2002,62.8
cpv,2003,63.3
cpv,2004,63.5
cpv,2005,64
cpv,2006,65.5
cpv,2007,66
cpv,2008,66.9
cpv,2009,67.5
cpv,2010,67.8
cpv,2011,68.5
cpv,2012,69
cpv,2013,69.4
cpv,2014,70.1
cpv,2015,70.2
cpv,2016,70.2
cpv,2017,70.5
cpv,2018,70.9
cpv,2019,71.1
cri,1990,71.7
cri,1991,72.3
cri,1992,73.2
cri,1993,73.9
cri,1994,74.6
cri,1995,75.1
cri,1996,75.5
cri,1997,76.1
cri,1998,76.8
cri,1999,77.2
cri,2000,77.7
cri,2001,78.1
cri,2002,78.4
cri,2003,78.8
cri,2004,79.2
cri,2005,79.5
cri,2006,80.2
cri,2007,80.8
cri,2008,81.6
cri,2009,81.9
cri,2010,82
cri,2011,83.1
cri,2012,83.4
cri,2013,83.5
cri,2014,84.1
cri,2015,84.1
cri,2016,84.4
cri,2017,84.6
cri,2018,85
cri,2019,85.3
cub,1990,70.9
cub,1991,71.2
cub,1992,71.1
cub,1993,70.9
cub,1994,70.4
cub,1995,70.7
cub,1996,71.7
cub,1997,72
cub,1998,72.4
cub,1999,73
cub,2000,73.7
cub,2001,74.3
cub,2002,74.6
cub,2003,75.8
cub,2004,77.3
cub,2005,78.8
cub,2006,80.9
cub,2007,82.1
cub,2008,83
cub,2009,82.6
cub,2010,82.5
cub,2011,82
cub,2012,80.7
cub,2013,79.8
cub,2014,79.8
cub,2015,80.2
cub,2016,80.2
cub,2017,80.7
cub,2018,81.1
cub,2019,81.4
cyp,1990,69.8
cyp,1991,59.6
cyp,1992,60.1
cyp,1993,65.8
cyp,1994,67
cyp,1995,63.5
cyp,1996,60.9
cyp,1997,61.7
cyp,1998,50.1
cyp,1999,47.4
cyp,2000,41.6
cyp,2001,43.8
cyp,2002,40.8
cyp,2003,38.3
cyp,2004,35.8
cyp,2005,34.3
cyp,2006,33.3
cyp,2007,29.9
cyp,2008,27.8
cyp,2009,34.4
cyp,2010,33.4
cyp,2011,34.9
cyp,2012,33.9
cyp,2013,37.7
cyp,2014,36.3
cyp,2015,34.9
cyp,2016,34.2
cyp,2017,33.5
cyp,2018,33.7
cyp,2019,33.8
cze,1993,66.1
cze,1994,66.1
cze,1995,64.9
cze,1996,63.2
cze,1997,66.4
cze,1998,65.6
cze,1999,67.1
cze,2000,64.4
cze,2001,64.4
cze,2002,60.4
cze,2003,58
cze,2004,53.6
cze,2005,52
cze,2006,50.1
cze,2007,45.5
cze,2008,42.3
cze,2009,45
cze,2010,43.9
cze,2011,43
cze,2012,41.3
cze,2013,42.8
cze,2014,41.3
cze,2015,39.3
cze,2016,38.2
cze,2017,37.5
cze,2018,37.5
cze,2019,37.6
deu,1990,64.7
deu,1991,63.3
deu,1992,59.8
deu,1993,61.7
deu,1994,60.5
deu,1995,60.3
deu,1996,60.6
deu,1997,63.9
deu,1998,60.1
deu,1999,59.4
deu,2000,60
deu,2001,61.7
deu,2002,62.3
deu,2003,58.8
deu,2004,56.3
deu,2005,56.5
deu,2006,55.4
deu,2007,54
deu,2008,52.4
deu,2009,53.9
deu,2010,53
deu,2011,50.6
deu,2012,47.6
deu,2013,44.3
deu,2014,42.8
deu,2015,41
deu,2016,40.1
deu,2017,39.2
deu,2018,39.3
deu,2019,39.3
dji,1995,37.9
dji,1996,37.6
dji,1997,38.1
dji,1998,38.2
dji,1999,38.6
dji,2000,38.7
dji,2001,39.7
dji,2002,40.4
dji,2003,41.5
dji,2004,42.3
dji,2005,43.3
dji,2006,44.4
dji,2007,45.5
dji,2008,46.5
dji,2009,47.6
dji,2010,48.9
dji,2011,49.9
dji,2012,51.1
dji,2013,52.1
dji,2014,52.9
dji,2015,53.6
dji,2016,54.3
dji,2017,54.8
dji,2018,55.6
dji,2019,56.3
dnk,1990,71.8
dnk,1991,64.7
dnk,1992,66.3
dnk,1993,64.9
dnk,1994,61.3
dnk,1995,60.1
dnk,1996,55.8
dnk,1997,61.9
dnk,1998,52.1
dnk,1999,54.2
dnk,2000,52.3
dnk,2001,55.1
dnk,2002,50.1
dnk,2003,43.4
dnk,2004,42.3
dnk,2005,39.9
dnk,2006,34.5
dnk,2007,32.1
dnk,2008,32.5
dnk,2009,36
dnk,2010,37.3
dnk,2011,38.7
dnk,2012,38.3
dnk,2013,36.4
dnk,2014,36.5
dnk,2015,36.5
dnk,2016,35.8
dnk,2017,35.4
dnk,2018,35.5
dnk,2019,35.5
dom,1990,64.5
dom,1991,64.9
dom,1992,65.9
dom,1993,66.6
dom,1994,67.2
dom,1995,67.9
dom,1996,68.5
dom,1997,69.2
dom,1998,69.8
dom,1999,70.4
dom,2000,70.9
dom,2001,71.4
dom,2002,71.9
dom,2003,72.1
dom,2004,72.4
dom,2005,73.4
dom,2006,74.1
dom,2007,74.6
dom,2008,74.9
dom,2009,75.2
dom,2010,75.7
dom,2011,75.7
dom,2012,76
dom,2013,76.4
dom,2014,77.6
dom,2015,78.3
dom,2016,78.9
dom,2017,79.2
dom,2018,79.7
dom,2019,80.2
dza,1990,61.6
dza,1991,62.1
dza,1992,62.7
dza,1993,63.1
dza,1994,63.5
dza,1995,64
dza,1996,64.9
dza,1997,65.8
dza,1998,66.9
dza,1999,67.8
dza,2000,68.6
dza,2001,69.7
dza,2002,70.8
dza,2003,71.9
dza,2004,72.9
dza,2005,73.8
dza,2006,74.4
dza,2007,75.3
dza,2008,75.6
dza,2009,76.6
dza,2010,77.6
dza,2011,78.5
dza,2012,78.4
dza,2013,78.5
dza,2014,79.1
dza,2015,79.4
dza,2016,79.8
dza,2017,80
dza,2018,80.1
dza,2019,80.3
ecu,1990,69.7
ecu,1991,70
ecu,1992,70.5
ecu,1993,70.9
ecu,1994,71.4
ecu,1995,71.8
ecu,1996,71.9
ecu,1997,72.4
ecu,1998,72.7
ecu,1999,72.5
ecu,2000,72.7
ecu,2001,73.2
ecu,2002,73.7
ecu,2003,74
ecu,2004,74.6
ecu,2005,75.1
ecu,2006,75.3
ecu,2007,76.2
ecu,2008,76.6
ecu,2009,76.3
ecu,2010,76.8
ecu,2011,77.2
ecu,2012,79.1
ecu,2013,78.5
ecu,2014,78.3
ecu,2015,79
ecu,2016,78.3
ecu,2017,78.4
ecu,2018,78.5
ecu,2019,78.3
egy,1990,59
egy,1991,59.5
egy,1992,60.1
egy,1993,60.8
egy,1994,61.5
egy,1995,62.2
egy,1996,63
egy,1997,63.8
egy,1998,64
egy,1999,65.4
egy,2000,66
egy,2001,66.6
egy,2002,67.1
egy,2003,67.3
egy,2004,68
egy,2005,68.5
egy,2006,69.4
egy,2007,70.1
egy,2008,70.9
egy,2009,71
egy,2010,71.5
egy,2011,71.7
egy,2012,72.3
egy,2013,73
egy,2014,73.2
egy,2015,73.8
egy,2016,74.3
egy,2017,74.5
egy,2018,74.9
egy,2019,75.5
eri,2005,46
eri,2006,46.2
eri,2007,46.3
eri,2008,45.9
eri,2009,46.9
eri,2010,47
eri,2011,47
esp,1990,74.4
esp,1991,73.5
esp,1992,71.8
esp,1993,75.5
esp,1994,75.6
esp,1995,73
esp,1996,73.3
esp,1997,71.6
esp,1998,66.2
esp,1999,62.2
esp,2000,57.1
esp,2001,55.3
esp,2002,51.6
esp,2003,45.6
esp,2004,40.8
esp,2005,37
esp,2006,35.1
esp,2007,33.1
esp,2008,37.1
esp,2009,48.7
esp,2010,48.2
esp,2011,51.4
esp,2012,53.4
esp,2013,54.2
esp,2014,53.4
esp,2015,49
esp,2016,47.4
esp,2017,46.2
esp,2018,46.3
esp,2019,46.2
est,1990,64.7
est,1991,59.8
est,1992,67.3
est,1993,67.3
est,1994,66.1
est,1995,69.1
est,1996,67.2
est,1997,68.5
est,1998,68.9
est,1999,70.8
est,2000,70.6
est,2001,69.6
est,2002,64.6
est,2003,53.4
est,2004,47.2
est,2005,40
est,2006,37.3
est,2007,26.7
est,2008,30.3
est,2009,38.6
est,2010,34.8
est,2011,31.4
est,2012,25.9
est,2013,22.1
