country,time,fisfod_cons_pc
ben,2013,13.34
ben,2014,20.1
ben,2015,19
ben,2016,20.15
ben,2017,17.6
ben,2018,17.12
bfa,1961,0.59
bfa,1962,1.01
bfa,1963,1.83
bfa,1964,1.73
bfa,1965,1.34
bfa,1966,1.58
bfa,1967,1.54
bfa,1968,1.46
bfa,1969,1.47
bfa,1970,1.32
bfa,1971,1.18
bfa,1972,1.19
bfa,1973,1.09
bfa,1974,1.42
bfa,1975,1.15
bfa,1976,1.27
bfa,1977,1.34
bfa,1978,1.43
bfa,1979,1.41
bfa,1980,1.44
bfa,1981,1.56
bfa,1982,1.56
bfa,1983,1.54
bfa,1984,1.4
bfa,1985,1.55
bfa,1986,1.81
bfa,1987,2.03
bfa,1988,2.24
bfa,1989,2.04
bfa,1990,1.7
bfa,1991,1.52
bfa,1992,1.45
bfa,1993,1.29
bfa,1994,2.15
bfa,1995,2.34
bfa,1996,2.28
bfa,1997,2.68
bfa,1998,1.74
bfa,1999,2.89
bfa,2000,2.32
bfa,2001,1.68
bfa,2002,1.67
bfa,2003,1.63
bfa,2004,1.87
bfa,2005,2.55
bfa,2006,2.65
bfa,2007,2.79
bfa,2008,2.61
bfa,2009,4.3
bfa,2010,5.33
bfa,2011,6.71
bfa,2012,6.92
bfa,2013,6.72
bfa,2014,6.53
bfa,2015,6.89
bfa,2016,7.27
bfa,2017,7.06
bfa,2018,7.96
bgd,1961,8.53
bgd,1962,9.03
bgd,1963,8.78
bgd,1964,9.51
bgd,1965,10.38
bgd,1966,10.16
bgd,1967,9.83
bgd,1968,10.31
bgd,1969,10.02
bgd,1970,10.38
bgd,1971,10.92
bgd,1972,11.89
bgd,1973,11.71
bgd,1974,11.52
bgd,1975,8.83
bgd,1976,8.61
bgd,1977,8.43
bgd,1978,8.23
bgd,1979,7.97
bgd,1980,7.71
bgd,1981,7.57
bgd,1982,7.76
bgd,1983,7.92
bgd,1984,7.9
bgd,1985,7.81
bgd,1986,7.89
bgd,1987,7.79
bgd,1988,7.82
bgd,1989,7.73
bgd,1990,7.56
bgd,1991,7.84
bgd,1992,7.92
bgd,1993,8.4
bgd,1994,8.41
bgd,1995,8.86
bgd,1996,9.38
bgd,1997,10.09
bgd,1998,10.79
bgd,1999,11.66
bgd,2000,12.19
bgd,2001,12.85
bgd,2002,13.57
bgd,2003,14.07
bgd,2004,14.53
bgd,2005,15.05
bgd,2006,15.65
bgd,2007,16.08
bgd,2008,16.52
bgd,2009,18.56
bgd,2010,19.34
bgd,2011,19.68
bgd,2012,19.44
bgd,2013,19.21
bgd,2014,22.92
bgd,2015,23.86
bgd,2016,24.57
bgd,2017,24.31
bgd,2018,25.73
bgr,1961,2.51
bgr,1962,2.17
bgr,1963,4.09
bgr,1964,4.29
bgr,1965,4.23
bgr,1966,3.62
bgr,1967,5.24
bgr,1968,6.59
bgr,1969,7.84
bgr,1970,7.75
bgr,1971,8.48
bgr,1972,8.41
bgr,1973,5.78
bgr,1974,9.33
bgr,1975,11.63
bgr,1976,9.96
bgr,1977,8.28
bgr,1978,7.38
bgr,1979,6.05
bgr,1980,6.49
bgr,1981,6.11
bgr,1982,6.6
bgr,1983,9.67
bgr,1984,9.59
bgr,1985,7.71
bgr,1986,8.53
bgr,1987,6.96
bgr,1988,6.41
bgr,1989,6.37
bgr,1990,3.76
bgr,1991,2.89
bgr,1992,2.29
bgr,1993,1.59
bgr,1994,1.27
bgr,1995,0.98
bgr,1996,1.12
bgr,1997,2.9
bgr,1998,5.27
bgr,1999,4.3
bgr,2000,3.32
bgr,2001,3.51
bgr,2002,3.88
bgr,2003,4.59
bgr,2004,3.7
bgr,2005,4.16
bgr,2006,5.66
bgr,2007,4.58
bgr,2008,6.27
bgr,2009,6.47
bgr,2010,6.48
bgr,2011,5.73
bgr,2012,5.8
bgr,2013,6.94
bgr,2014,6.43
bgr,2015,6.98
bgr,2016,7.18
bgr,2017,7.05
bgr,2018,7.1
bhs,1961,9.87
bhs,1962,10.21
bhs,1963,12.88
bhs,1964,10.02
bhs,1965,15.24
bhs,1966,18.65
bhs,1967,17
bhs,1968,15.23
bhs,1969,14.73
bhs,1970,17.47
bhs,1971,14.94
bhs,1972,11.71
bhs,1973,16.97
bhs,1974,14.07
bhs,1975,14.82
bhs,1976,11.87
bhs,1977,12.75
bhs,1978,14.48
bhs,1979,12.36
bhs,1980,17.92
bhs,1981,20.07
bhs,1982,18.15
bhs,1983,18.93
bhs,1984,18.45
bhs,1985,21.61
bhs,1986,22.4
bhs,1987,21.43
bhs,1988,22.78
bhs,1989,24.73
bhs,1990,23.3
bhs,1991,24.33
bhs,1992,25.46
bhs,1993,24.56
bhs,1994,24.3
bhs,1995,25.3
bhs,1996,23.02
bhs,1997,30.75
bhs,1998,32.02
bhs,1999,32.4
bhs,2000,35.83
bhs,2001,35.09
bhs,2002,33.25
bhs,2003,33.24
bhs,2004,33.27
bhs,2005,31.7
bhs,2006,32.26
bhs,2007,31.2
bhs,2008,31.67
bhs,2009,29.23
bhs,2010,29.2
bhs,2011,29.55
bhs,2012,29.79
bhs,2013,27.66
bhs,2014,28.13
bhs,2015,27.86
bhs,2016,27.59
bhs,2017,27.31
bhs,2018,24.66
bih,1992,0.15
bih,1993,0.86
bih,1994,0.2
bih,1995,0.79
bih,1996,0.19
bih,1997,0.64
bih,1998,0.5
bih,1999,1.75
bih,2000,2.18
bih,2001,2.95
bih,2002,4.38
bih,2003,5.17
bih,2004,6.23
bih,2005,6.92
bih,2006,6.22
bih,2007,6.18
bih,2008,5.65
bih,2009,5.63
bih,2010,5.37
bih,2011,4.65
bih,2012,4.61
bih,2013,4.28
bih,2014,4.7
bih,2015,4.78
bih,2016,4.84
bih,2017,4.89
bih,2018,5.8
blr,1992,0.97
blr,1993,1.16
blr,1994,1.43
blr,1995,5.96
blr,1996,6.56
blr,1997,11.11
blr,1998,7.61
blr,1999,6.49
blr,2000,9.79
blr,2001,13.4
blr,2002,15.01
blr,2003,14.42
blr,2004,15.4
blr,2005,15.87
blr,2006,16.06
blr,2007,16.97
blr,2008,18.1
blr,2009,18.03
blr,2010,16.85
blr,2011,14.49
blr,2012,15.29
blr,2013,16.44
blr,2014,16.31
blr,2015,16.3
blr,2016,16.28
blr,2017,16.28
blr,2018,11.84
blz,1961,6.06
blz,1962,6.96
blz,1963,7.75
blz,1964,8.5
blz,1965,5.43
blz,1966,6.2
blz,1967,7.75
blz,1968,8.41
blz,1969,9.04
blz,1970,8
blz,1971,9.4
blz,1972,6.4
blz,1973,7.95
blz,1974,7.87
blz,1975,7.19
blz,1976,7.94
blz,1977,8.16
blz,1978,7.89
blz,1979,7.17
blz,1980,8.41
blz,1981,7.67
blz,1982,8.03
blz,1983,8.45
blz,1984,9.15
blz,1985,9.57
blz,1986,7.54
blz,1987,9.82
blz,1988,8.04
blz,1989,10.51
blz,1990,7.1
blz,1991,9.93
blz,1992,8.75
blz,1993,11.02
blz,1994,10.91
blz,1995,11.25
blz,1996,12.1
blz,1997,12.39
blz,1998,12.51
blz,1999,16.29
blz,2000,16.11
blz,2001,15.75
blz,2002,15.82
blz,2003,14.72
blz,2004,15.2
blz,2005,14.05
blz,2006,14.12
blz,2007,14.12
blz,2008,15.53
blz,2009,15.68
blz,2010,15.36
blz,2011,14.24
blz,2012,14.06
blz,2013,13.73
blz,2014,12.93
blz,2015,12.66
blz,2016,12.4
blz,2017,12.16
blz,2018,13.75
bol,1961,0.2
bol,1962,1.28
bol,1963,1.28
bol,1964,1.47
bol,1965,1.28
bol,1966,1.45
bol,1967,1.46
bol,1968,0.93
bol,1969,1.36
bol,1970,1.03
bol,1971,1.69
bol,1972,1.38
bol,1973,1.83
bol,1974,1.69
bol,1975,1.69
bol,1976,1.25
bol,1977,1.75
bol,1978,1.8
bol,1979,2.55
bol,1980,3.14
bol,1981,2.79
bol,1982,1.02
bol,1983,1.11
bol,1984,1.35
bol,1985,1.35
bol,1986,0.99
bol,1987,1.09
bol,1988,0.74
bol,1989,1.12
bol,1990,1.13
bol,1991,0.75
bol,1992,0.8
bol,1993,1.53
bol,1994,1.64
bol,1995,1.3
bol,1996,1.32
bol,1997,1.58
bol,1998,1.5
bol,1999,1.46
bol,2000,2.57
bol,2001,1.91
bol,2002,1.8
bol,2003,1.44
bol,2004,1.51
bol,2005,1.7
bol,2006,1.68
bol,2007,1.36
bol,2008,2.23
bol,2009,2.07
bol,2010,1.78
bol,2011,2.25
bol,2012,2.18
bol,2013,2.19
bol,2014,2.39
bol,2015,2.65
bol,2016,2.63
bol,2017,2.57
bol,2018,2.53
bra,1961,4.6
bra,1962,5.86
bra,1963,5.26
bra,1964,5.18
bra,1965,5.1
bra,1966,5.41
bra,1967,5.88
bra,1968,6.68
bra,1969,6.61
bra,1970,7.36
bra,1971,7.13
bra,1972,6.91
bra,1973,8.27
bra,1974,7.41
bra,1975,8.08
bra,1976,6.56
bra,1977,6.38
bra,1978,6.24
bra,1979,7.34
bra,1980,6.59
bra,1981,5.91
bra,1982,6.44
bra,1983,6.43
bra,1984,6.74
bra,1985,6.62
bra,1986,7.26
bra,1987,7.12
bra,1988,5.89
bra,1989,6.22
bra,1990,5.8
bra,1991,5.23
bra,1992,4.63
bra,1993,5.33
bra,1994,5.65
bra,1995,6.09
bra,1996,6.95
bra,1997,6.45
bra,1998,5.96
bra,1999,5.91
bra,2000,6.03
bra,2001,6.13
bra,2002,6.16
bra,2003,5.95
bra,2004,6.11
bra,2005,6.04
bra,2006,6.6
bra,2007,6.99
bra,2008,7.61
bra,2009,8.32
bra,2010,8.99
bra,2011,10.57
bra,2012,10.96
bra,2013,10.87
bra,2014,9.94
bra,2015,9.02
bra,2016,9.05
bra,2017,9.09
bra,2018,9.02
brb,1961,24.69
brb,1962,24.26
brb,1963,23.3
brb,1964,19.67
brb,1965,22.03
brb,1966,29.25
brb,1967,27.77
brb,1968,22.06
brb,1969,21.44
brb,1970,22.92
brb,1971,21.78
brb,1972,21.27
brb,1973,21.93
brb,1974,24.93
brb,1975,27.79
brb,1976,30.96
brb,1977,24.93
brb,1978,30.56
brb,1979,30.48
brb,1980,27.11
brb,1981,33.28
brb,1982,30.24
brb,1983,37.96
brb,1984,36.7
brb,1985,30.72
brb,1986,30.69
brb,1987,28.59
brb,1988,31.97
brb,1989,27.75
brb,1990,28.28
brb,1991,25.66
brb,1992,26.93
brb,1993,27.25
brb,1994,25.87
brb,1995,30.88
brb,1996,30.45
brb,1997,32.02
brb,1998,25.44
brb,1999,34.26
brb,2000,37.32
brb,2001,38.18
brb,2002,40.28
brb,2003,42.07
brb,2004,36.67
brb,2005,40.57
brb,2006,41.27
brb,2007,42.24
brb,2008,42.15
brb,2009,39.94
brb,2010,39.31
brb,2011,39.06
brb,2012,39.17
brb,2013,40.14
brb,2014,40.17
brb,2015,40.1
brb,2016,40.03
brb,2017,39.97
brb,2018,42.92
brn,1961,22.09
brn,1962,21.67
brn,1963,22.34
brn,1964,20.92
brn,1965,19.9
brn,1966,26.17
brn,1967,26.55
brn,1968,22.88
brn,1969,25.81
brn,1970,26.15
brn,1971,27.21
brn,1972,28.87
brn,1973,23.99
brn,1974,24.74
brn,1975,26.07
brn,1976,39.26
brn,1977,34.8
brn,1978,37.45
brn,1979,34.52
brn,1980,37.66
brn,1981,42.47
brn,1982,41.9
brn,1983,47.46
brn,1984,47.35
brn,1985,47.86
brn,1986,38.22
brn,1987,33.41
brn,1988,24.52
brn,1989,40.28
brn,1990,28.98
brn,1991,23.67
brn,1992,19.91
brn,1993,35.81
brn,1994,59.08
brn,1995,35.26
brn,1996,37.49
brn,1997,58.78
brn,1998,54.04
brn,1999,31.32
brn,2000,33.37
brn,2001,39.99
brn,2002,35.8
brn,2003,36.83
brn,2004,40.78
brn,2005,37.26
brn,2006,35.82
brn,2007,31.88
brn,2008,32.65
brn,2009,28.76
brn,2010,35.88
brn,2011,33.07
brn,2012,45.97
brn,2013,46.7
bwa,1961,0.74
bwa,1962,0.91
bwa,1963,0.89
bwa,1964,0.86
bwa,1965,0.84
bwa,1966,0.98
bwa,1967,0.95
bwa,1968,1.23
bwa,1969,1.19
bwa,1970,1.15
bwa,1971,1.54
bwa,1972,1.62
bwa,1973,1.57
bwa,1974,1.51
bwa,1975,1.46
bwa,1976,1.87
bwa,1977,2.3
bwa,1978,2.64
bwa,1979,2.15
bwa,1980,3.07
bwa,1981,3.73
bwa,1982,2.58
bwa,1983,2.54
bwa,1984,2.93
bwa,1985,2.55
bwa,1986,2.97
bwa,1987,3.58
bwa,1988,4.42
bwa,1989,3.79
bwa,1990,6.42
bwa,1991,7.74
bwa,1992,4.88
bwa,1993,3.98
bwa,1994,3.47
bwa,1995,2.9
bwa,1996,3.07
bwa,1997,3.91
bwa,1998,2.78
bwa,1999,3.73
bwa,2000,4.69
bwa,2001,3.62
bwa,2002,3.09
bwa,2003,2.73
bwa,2004,2.65
bwa,2005,3.06
bwa,2006,2.45
bwa,2007,2.88
bwa,2008,2.88
bwa,2009,3.51
bwa,2010,3.78
bwa,2011,3.04
bwa,2012,4.92
bwa,2013,4.05
bwa,2014,4.46
bwa,2015,3.95
bwa,2016,3.88
bwa,2017,3.8
bwa,2018,2.82
caf,1961,1.57
caf,1962,1.61
caf,1963,1.95
caf,1964,2.04
caf,1965,2.18
caf,1966,2.97
caf,1967,3.26
caf,1968,3.19
caf,1969,3.91
caf,1970,4.48
caf,1971,4.88
caf,1972,4.63
caf,1973,5.58
caf,1974,6.32
caf,1975,4.44
caf,1976,5.72
caf,1977,6.72
caf,1978,6.3
caf,1979,6.04
caf,1980,6.03
caf,1981,5.61
caf,1982,5.44
caf,1983,5.49
caf,1984,5.27
caf,1985,5.49
caf,1986,5.49
caf,1987,5.35
caf,1988,5.26
caf,1989,5.2
caf,1990,5.08
caf,1991,4.76
caf,1992,4.56
caf,1993,4.59
caf,1994,4.49
caf,1995,4.39
caf,1996,4.31
caf,1997,4.41
caf,1998,4.29
caf,1999,4.5
caf,2000,4.34
caf,2001,4.82
caf,2002,5.25
caf,2003,6
caf,2004,6.44
caf,2005,6.88
caf,2006,7.21
caf,2007,7.94
caf,2008,8.18
caf,2009,8.76
caf,2010,9.52
caf,2011,9.28
caf,2012,8.51
caf,2013,7.77
caf,2014,8.02
caf,2015,7.93
caf,2016,7.83
caf,2017,7.73
caf,2018,7.94
can,1961,15.14
can,1962,15.6
can,1963,15.6
can,1964,14.28
can,1965,13.26
can,1966,15.27
can,1967,12.97
can,1968,15.07
can,1969,14.36
can,1970,14.08
can,1971,15.76
can,1972,14.31
can,1973,18.12
can,1974,18.09
can,1975,15.38
can,1976,19.18
can,1977,21.17
can,1978,20.56
can,1979,22.78
can,1980,20.56
can,1981,22.08
can,1982,19.48
can,1983,20.03
can,1984,18.82
can,1985,19.31
can,1986,21.62
can,1987,24.63
can,1988,24.42
can,1989,24.45
can,1990,23.74
can,1991,23.26
can,1992,23.18
can,1993,23.39
can,1994,23.39
can,1995,22.62
can,1996,23.41
can,1997,23.23
can,1998,24.1
can,1999,24.97
can,2000,23.49
can,2001,24.76
can,2002,23.97
can,2003,25.04
can,2004,24.17
can,2005,23.61
can,2006,23.7
can,2007,23.44
can,2008,22.33
can,2009,23.02
can,2010,22.1
can,2011,22.69
can,2012,21.71
can,2013,22.52
can,2014,23.04
can,2015,22.22
can,2016,22.67
can,2017,22.45
can,2018,21.89
che,1961,7.63
che,1962,8.07
che,1963,8.6
che,1964,8.64
che,1965,8.86
che,1966,8.29
che,1967,8.5
che,1968,9.51
che,1969,9.73
che,1970,10.39
che,1971,10.51
che,1972,11.27
che,1973,10.82
che,1974,10.62
che,1975,9.96
che,1976,7.38
che,1977,7.9
che,1978,8.05
che,1979,8.66
che,1980,9.69
che,1981,9.48
che,1982,9.42
che,1983,10.1
che,1984,10.44
che,1985,10.93
che,1986,11.8
che,1987,12.51
che,1988,13.6
che,1989,14.01
che,1990,14.22
che,1991,14.8
che,1992,14.08
che,1993,14.1
che,1994,14.74
che,1995,14.57
che,1996,14.64
che,1997,14.78
che,1998,15.14
che,1999,15.56
che,2000,15.82
che,2001,16.44
che,2002,15.59
che,2003,15.74
che,2004,16.11
che,2005,15.91
