country,time,manuf_employ
bhr,1998,15.98
bhr,1999,16.5
bhr,2000,16.94
bhr,2001,17.47
bhr,2002,16.9
bhr,2003,16.33
bhr,2004,15.68
bhr,2005,15.05
bhr,2006,14.4
bhr,2007,13.83
bhr,2008,13.23
bhr,2009,12.76
bhr,2010,12.16
bhr,2011,12.23
bhr,2012,12.23
bhr,2013,12.16
bhr,2014,12.1
bhr,2015,12.1
bhr,2016,11.99
bhr,2017,11.9
bhr,2018,11.78
bhr,2019,11.69
bhs,1991,4.19
bhs,1992,4.16
bhs,1993,4.18
bhs,1994,4.16
bhs,1995,3.92
bhs,1996,4.18
bhs,1997,4
bhs,1998,3.77
bhs,1999,4.09
bhs,2000,4.09
bhs,2001,4.09
bhs,2002,4.05
bhs,2003,4.38
bhs,2004,3.9
bhs,2005,4.75
bhs,2006,4.44
bhs,2007,3.75
bhs,2008,3.59
bhs,2009,3.38
bhs,2010,3.2
bhs,2011,3.05
bhs,2012,2.95
bhs,2013,2.87
bhs,2014,2.79
bhs,2015,2.73
bhs,2016,2.67
bhs,2017,2.62
bhs,2018,2.58
bhs,2019,2.54
bih,1991,15.85
bih,1992,15.71
bih,1993,15.63
bih,1994,15.72
bih,1995,15.89
bih,1996,16.45
bih,1997,16.77
bih,1998,16.99
bih,1999,17.05
bih,2000,16.92
bih,2001,16.81
bih,2002,16.84
bih,2003,16.85
bih,2004,16.79
bih,2005,16.83
bih,2006,17.03
bih,2007,17.94
bih,2008,16.57
bih,2009,16.4
bih,2010,16.84
bih,2011,16
bih,2012,15.5
bih,2013,15.98
bih,2014,16.05
bih,2015,16.67
bih,2016,17.29
bih,2017,17.49
bih,2018,17.69
bih,2019,18.64
blr,1991,31.39
blr,1992,31
blr,1993,30.44
blr,1994,29.88
blr,1995,29.33
blr,1996,28.77
blr,1997,28.21
blr,1998,27.65
blr,1999,27.07
blr,2000,26.47
blr,2001,25.8
blr,2002,25.29
blr,2003,24.78
blr,2004,24.36
blr,2005,23.95
blr,2006,23.62
blr,2007,23.29
blr,2008,23
blr,2009,22.68
blr,2010,22.37
blr,2011,22.16
blr,2012,21.7
blr,2013,21.26
blr,2014,20.92
blr,2015,20.48
blr,2016,18.08
blr,2017,18.36
blr,2018,17.61
blr,2019,17.43
blz,1991,11.21
blz,1992,10.95
blz,1993,10.99
blz,1994,12.13
blz,1995,10.42
blz,1996,10.41
blz,1997,11.29
blz,1998,10.25
blz,1999,9.39
blz,2000,9.47
blz,2001,9.51
blz,2002,9.54
blz,2003,9.61
blz,2004,9.67
blz,2005,9.73
blz,2006,9.45
blz,2007,9.13
blz,2008,8.84
blz,2009,8.55
blz,2010,8.31
blz,2011,8.07
blz,2012,7.83
blz,2013,7.57
blz,2014,7.35
blz,2015,7.14
blz,2016,7.44
blz,2017,7.83
blz,2018,7.8
blz,2019,7.83
bol,1991,12.18
bol,1992,12.11
bol,1993,12.02
bol,1994,11.94
bol,1995,11.86
bol,1996,11.7
bol,1997,11.42
bol,1998,11.4
bol,1999,11.4
bol,2000,10.11
bol,2001,9.2
bol,2002,11.17
bol,2003,11.21
bol,2004,11.21
bol,2005,10.93
bol,2006,10.5
bol,2007,11.02
bol,2008,11.32
bol,2009,11.68
bol,2010,11.16
bol,2011,10.64
bol,2012,10.12
bol,2013,10.4
bol,2014,9.56
bol,2015,10.48
bol,2016,10.02
bol,2017,9.87
bol,2018,10.02
bol,2019,10.04
bra,1991,16.03
bra,1992,15.72
bra,1993,15.57
bra,1994,15.38
bra,1995,15.23
bra,1996,15.15
bra,1997,14.93
bra,1998,14.27
bra,1999,14.09
bra,2000,14.17
bra,2001,14.23
bra,2002,13.93
bra,2003,13.93
bra,2004,14.22
bra,2005,14.48
bra,2006,14.33
bra,2007,14.74
bra,2008,14.73
bra,2009,14.19
bra,2010,13.58
bra,2011,12.95
bra,2012,13.08
bra,2013,12.64
bra,2014,12.83
bra,2015,12.56
bra,2016,11.44
bra,2017,11.51
bra,2018,11.46
bra,2019,11.4
brb,1991,10.06
brb,1992,10.41
brb,1993,10.48
brb,1994,10.24
brb,1995,10.65
brb,1996,8.12
brb,1997,8.49
brb,1998,8.87
brb,1999,8.31
brb,2000,7.68
brb,2001,7.1
brb,2002,7
brb,2003,6.1
brb,2004,5.76
brb,2005,5.13
brb,2006,4.2
brb,2007,4.68
brb,2008,5.11
brb,2009,5.82
brb,2010,6.94
brb,2011,6.68
brb,2012,6.69
brb,2013,7.21
brb,2014,7.71
brb,2015,7.65
brb,2016,7.07
brb,2017,7.02
brb,2018,6.98
brb,2019,6.84
brn,1991,3.81
brn,1992,3.8
brn,1993,3.81
brn,1994,3.8
brn,1995,3.76
brn,1996,3.79
brn,1997,3.83
brn,1998,3.83
brn,1999,3.89
brn,2000,3.93
brn,2001,3.9
brn,2002,3.89
brn,2003,3.9
brn,2004,3.92
brn,2005,3.94
brn,2006,3.9
brn,2007,3.88
brn,2008,3.91
brn,2009,3.87
brn,2010,3.85
brn,2011,3.84
brn,2012,3.82
brn,2013,3.82
brn,2014,3.83
brn,2015,3.82
brn,2016,3.83
brn,2017,3.83
brn,2018,4.03
brn,2019,4.3
btn,1991,2.52
btn,1992,2.52
btn,1993,2.51
btn,1994,2.51
btn,1995,2.52
btn,1996,2.53
btn,1997,2.53
btn,1998,2.53
btn,1999,2.54
btn,2000,2.56
btn,2001,2.6
btn,2002,2.66
btn,2003,2.72
btn,2004,2.78
btn,2005,2.86
btn,2006,2.97
btn,2007,3.25
btn,2008,3.43
btn,2009,3.64
btn,2010,3.88
btn,2011,5.22
btn,2012,5.69
btn,2013,6.15
btn,2014,7.03
btn,2015,6.48
btn,2016,6.63
btn,2017,6.81
btn,2018,6.83
btn,2019,6.78
bwa,1991,8.27
bwa,1992,8.31
bwa,1993,8.35
bwa,1994,8.51
bwa,1995,8.58
bwa,1996,8.59
bwa,1997,9.72
bwa,1998,10.87
bwa,1999,9.87
bwa,2000,8.93
bwa,2001,9.19
bwa,2002,9.41
bwa,2003,9.64
bwa,2004,8.99
bwa,2005,8.35
bwa,2006,7.8
bwa,2007,7.43
bwa,2008,7.01
bwa,2009,6.58
bwa,2010,6.44
bwa,2011,6.32
bwa,2012,6.18
bwa,2013,6.07
bwa,2014,5.96
bwa,2015,5.88
bwa,2016,5.79
bwa,2017,5.71
bwa,2018,5.65
bwa,2019,5.58
caf,1991,6.73
caf,1992,6.65
caf,1993,6.58
caf,1994,6.49
caf,1995,6.43
caf,1996,6.28
caf,1997,6.14
caf,1998,6.06
caf,1999,5.96
caf,2000,5.86
caf,2001,5.74
caf,2002,5.65
caf,2003,5.55
caf,2004,5.46
caf,2005,5.38
caf,2006,5.35
caf,2007,5.31
caf,2008,5.31
caf,2009,5.22
caf,2010,5.12
caf,2011,5.01
caf,2012,4.88
caf,2013,4.88
caf,2014,4.74
caf,2015,4.6
caf,2016,4.52
caf,2017,4.45
caf,2018,4.39
caf,2019,4.35
can,1991,14.7
can,1992,14.25
can,1993,13.91
can,1994,13.96
can,1995,14.32
can,1996,14.34
can,1997,14.74
can,1998,14.97
can,1999,15.19
can,2000,15.19
can,2001,14.88
can,2002,14.97
can,2003,14.54
can,2004,14.43
can,2005,13.67
can,2006,12.82
can,2007,12.08
can,2008,11.33
can,2009,10.43
can,2010,10.08
can,2011,10
can,2012,10.02
can,2013,9.74
can,2014,9.61
can,2015,9.54
can,2016,9.45
can,2017,9.36
can,2018,9.26
can,2019,9.09
che,1991,21.74
che,1992,20.5
che,1993,19.28
che,1994,19.36
che,1995,20.07
che,1996,17.88
che,1997,17.25
che,1998,17.42
che,1999,16.73
che,2000,17.06
che,2001,17.01
che,2002,16.09
che,2003,15.27
che,2004,15
che,2005,14.95
che,2006,14.95
che,2007,15.1
che,2008,15.43
che,2009,15.02
che,2010,14.61
che,2011,14.26
che,2012,13.67
che,2013,13.76
che,2014,13.53
che,2015,12.93
che,2016,12.81
che,2017,12.72
che,2018,12.68
che,2019,12.83
chl,1991,16.58
chl,1992,17.04
chl,1993,16.75
chl,1994,16.42
chl,1995,16.28
chl,1996,16.22
chl,1997,16
chl,1998,15.07
chl,1999,14.35
chl,2000,14.01
chl,2001,14.27
chl,2002,14.11
chl,2003,14.05
chl,2004,13.73
chl,2005,13.12
chl,2006,13.07
chl,2007,13.05
chl,2008,12.84
chl,2009,11.99
chl,2010,11.26
chl,2011,11.49
chl,2012,11.56
chl,2013,11.33
chl,2014,11.36
chl,2015,11.14
chl,2016,11
chl,2017,10.77
chl,2018,10.35
chl,2019,9.86
chn,1991,18.69
chn,1992,18.91
chn,1993,19.46
chn,1994,19.69
chn,1995,19.92
chn,1996,20.3
chn,1997,20.42
chn,1998,20.17
chn,1999,19.66
chn,2000,19.15
chn,2001,18.9
chn,2002,18.04
chn,2003,18.09
chn,2004,18.73
chn,2005,19.64
chn,2006,20.6
chn,2007,21.71
chn,2008,21.81
chn,2009,21.99
chn,2010,22.45
chn,2011,22.81
chn,2012,23.17
chn,2013,22.78
chn,2014,22.38
chn,2015,21.66
chn,2016,21.17
chn,2017,20.44
chn,2018,20.34
chn,2019,19.49
civ,1991,9.43
civ,1992,9.38
civ,1993,9.32
civ,1994,9.23
civ,1995,9.17
civ,1996,9.11
civ,1997,9.15
civ,1998,9.01
civ,1999,8.91
civ,2000,8.8
civ,2001,8.49
civ,2002,8.34
civ,2003,8.19
civ,2004,8.11
civ,2005,7.99
civ,2006,7.86
civ,2007,7.82
civ,2008,7.73
civ,2009,7.77
civ,2010,7.67
civ,2011,7.69
civ,2012,7.82
civ,2013,8.02
civ,2014,8.36
civ,2015,8.61
civ,2016,8.83
civ,2017,9.12
civ,2018,9.27
civ,2019,9.37
cmr,1991,7.32
cmr,1992,7.26
cmr,1993,7.19
cmr,1994,7.16
cmr,1995,7.11
cmr,1996,7.08
cmr,1997,7.05
cmr,1998,7.08
cmr,1999,7.13
cmr,2000,7.18
cmr,2001,7.27
cmr,2002,7.51
cmr,2003,7.75
cmr,2004,7.97
cmr,2005,8.21
cmr,2006,8.47
cmr,2007,8.72
cmr,2008,8.91
cmr,2009,9.17
cmr,2010,9.36
cmr,2011,9.59
cmr,2012,9.83
cmr,2013,10.06
cmr,2014,10.28
cmr,2015,10.39
cmr,2016,10.45
cmr,2017,10.52
cmr,2018,10.5
cmr,2019,10.48
cod,1991,4.45
cod,1992,4.37
cod,1993,4.32
cod,1994,4.22
cod,1995,4.14
cod,1996,4.1
cod,1997,3.99
cod,1998,3.9
cod,1999,3.8
cod,2000,3.81
cod,2001,3.92
cod,2002,3.88
cod,2003,3.77
cod,2004,3.72
cod,2005,3.66
cod,2006,3.62
cod,2007,3.63
cod,2008,3.58
cod,2009,3.64
cod,2010,3.58
cod,2011,3.56
cod,2012,3.56
cod,2013,3.55
cod,2014,3.54
cod,2015,3.55
cod,2016,3.57
cod,2017,3.56
cod,2018,3.5
cod,2019,3.5
cog,1991,20.7
cog,1992,20.56
cog,1993,20.46
cog,1994,20.35
cog,1995,20.24
cog,1996,20.05
cog,1997,19.85
cog,1998,19.79
cog,1999,19.58
cog,2000,19.28
cog,2001,19.22
cog,2002,19.14
cog,2003,19.07
cog,2004,18.87
cog,2005,18.67
cog,2006,18.53
cog,2007,18.47
cog,2008,18.32
cog,2009,18.35
cog,2010,18.06
cog,2011,17.99
cog,2012,17.83
cog,2013,17.72
cog,2014,17.62
cog,2015,17.62
cog,2016,17.51
cog,2017,17.33
cog,2018,17.05
cog,2019,16.84
col,1991,14.28
col,1992,14.2
col,1993,14.13
col,1994,14.06
col,1995,13.99
col,1996,13.86
col,1997,13.75
col,1998,13.55
col,1999,13.23
col,2000,13.02
col,2001,12.84
col,2002,12.8
col,2003,12.81
col,2004,12.87
col,2005,12.9
col,2006,13.01
col,2007,13.12
col,2008,13.11
col,2009,13.13
col,2010,13.03
col,2011,13.24
col,2012,13.08
col,2013,12.3
col,2014,12.18
col,2015,12.11
col,2016,11.83
col,2017,12.04
col,2018,12.31
col,2019,11.79
com,1991,9.09
com,1992,9.03
com,1993,8.95
com,1994,8.85
com,1995,8.75
com,1996,8.66
com,1997,8.56
com,1998,8.46
com,1999,8.37
com,2000,8.29
com,2001,8.22
com,2002,8.17
com,2003,8.13
com,2004,8.1
com,2005,8.22
com,2006,8.35
com,2007,8.57
com,2008,8.68
com,2009,8.83
com,2010,8.96
com,2011,9.1
com,2012,9.23
com,2013,9.38
com,2014,9.51
com,2015,9.51
com,2016,9.5
com,2017,9.49
com,2018,9.42
com,2019,9.35
cpv,1991,10.74
cpv,1992,10.75
cpv,1993,10.74
cpv,1994,10.76
cpv,1995,10.76
cpv,1996,10.81
cpv,1997,10.81
cpv,1998,10.83
cpv,1999,10.81
cpv,2000,10.81
cpv,2001,10.77
cpv,2002,10.8
cpv,2003,10.77
cpv,2004,10.71
cpv,2005,10.68
cpv,2006,10.62
cpv,2007,10.54
cpv,2008,10.5
cpv,2009,10.44
cpv,2010,10.4
cpv,2011,10.27
cpv,2012,10.15
cpv,2013,10.02
cpv,2014,9.92
cpv,2015,9.79
cpv,2016,9.63
cpv,2017,9.5
cpv,2018,9.51
cpv,2019,9.67
cri,1991,18.75
cri,1992,18.9
cri,1993,17.95
cri,1994,17.89
cri,1995,16.51
cri,1996,16.5
cri,1997,15.56
cri,1998,15.65
cri,1999,15.73
cri,2000,14.55
cri,2001,15.06
cri,2002,14.31
cri,2003,14.08
cri,2004,13.92
cri,2005,13.71
cri,2006,13.36
cri,2007,13.12
cri,2008,12.29
cri,2009,11.98
cri,2010,11.53
cri,2011,11.08
cri,2012,9.97
cri,2013,8.97
cri,2014,9.32
cri,2015,10.87
cri,2016,10.24
cri,2017,10.21
cri,2018,11.11
cri,2019,10.5
cub,1991,18.51
cub,1992,18.44
cub,1993,18.49
cub,1994,17.76
cub,1995,14.2
cub,1996,14.2
cub,1997,14.2
cub,1998,11.83
cub,1999,9.79
cub,2000,9.79
cub,2001,9.91
cub,2002,10.01
cub,2003,10.14
cub,2004,10.26
cub,2005,10.44
cub,2006,10.6
cub,2007,10.75
cub,2008,10.98
cub,2009,10.52
cub,2010,9.82
cub,2011,10.14
cub,2012,12.41
cub,2013,9.54
cub,2014,9.3
cub,2015,9.38
cub,2016,9.16
cub,2017,8.81
cub,2018,8.69
cub,2019,8.62
cyp,1991,18.88
cyp,1992,18.11
cyp,1993,16.88
cyp,1994,16.19
cyp,1995,15.6
cyp,1996,14.98
cyp,1997,14.32
cyp,1998,13.78
cyp,1999,13.32
cyp,2000,12.8
cyp,2001,12.75
cyp,2002,12.22
cyp,2003,10.97
cyp,2004,10.66
cyp,2005,11.5
cyp,2006,10.43
cyp,2007,9.84
cyp,2008,9.67
cyp,2009,9.06
cyp,2010,8.32
cyp,2011,7.79
cyp,2012,7.48
cyp,2013,7.51
cyp,2014,8.17
cyp,2015,7.79
cyp,2016,7.17
cyp,2017,7.16
cyp,2018,6.88
cyp,2019,7.27
cze,1991,31.5
cze,1992,30.84
cze,1993,30.07
cze,1994,29.38
cze,1995,28.97
cze,1996,28.65
cze,1997,28.22
cze,1998,27.8
cze,1999,27.71
cze,2000,27.4
cze,2001,28.15
cze,2002,28.04
cze,2003,27.76
cze,2004,27.23
cze,2005,27.22
cze,2006,28.21
cze,2007,28.56
cze,2008,27.56
cze,2009,25.19
cze,2010,25.3
cze,2011,26.43
cze,2012,26.57
cze,2013,26.03
cze,2014,26.74
cze,2015,27.31
cze,2016,27.81
cze,2017,27.87
cze,2018,27.55
cze,2019,27.44
deu,1991,26.66
deu,1992,26.21
deu,1993,25.72
deu,1994,25.38
deu,1995,24.96
deu,1996,23.99
deu,1997,23.86
deu,1998,24.12
deu,1999,23.76
deu,2000,23.76
deu,2001,23.6
deu,2002,23.55
deu,2003,22.98
deu,2004,23.13
deu,2005,22.05
deu,2006,21.91
deu,2007,22.09
deu,2008,21.03
deu,2009,20.4
deu,2010,19.95
deu,2011,19.84
deu,2012,19.73
deu,2013,19.35
deu,2014,19.58
deu,2015,19.3
deu,2016,19.15
deu,2017,19.04
deu,2018,19.07
deu,2019,18.9
dji,1991,11.24
dji,1992,11.11
dji,1993,10.97
dji,1994,10.81
dji,1995,10.66
dji,1996,10.5
dji,1997,10.33
dji,1998,10.16
dji,1999,9.98
dji,2000,9.81
dji,2001,9.63
dji,2002,9.46
dji,2003,9.29
dji,2004,9.12
dji,2005,8.98
dji,2006,8.84
dji,2007,8.71
dji,2008,8.58
dji,2009,8.47
dji,2010,8.36
dji,2011,8.25
dji,2012,8.15
dji,2013,8.05
dji,2014,7.99
dji,2015,7.89
dji,2016,7.81
dji,2017,7.73
dji,2018,7.62
dji,2019,7.53
dnk,1991,20.38
dnk,1992,20.14
dnk,1993,19.59
dnk,1994,19.4
dnk,1995,20.02
dnk,1996,18.78
dnk,1997,18.83
dnk,1998,18.84
dnk,1999,18.99
dnk,2000,18.1
dnk,2001,18.17
dnk,2002,16.23
dnk,2003,15.76
dnk,2004,15.87
dnk,2005,16.17
dnk,2006,15.3
dnk,2007,15.69
dnk,2008,14.76
dnk,2009,12.86
dnk,2010,12.71
dnk,2011,12.73
dnk,2012,12.4
dnk,2013,12.12
dnk,2014,11.93
dnk,2015,12
dnk,2016,11.99
dnk,2017,11.61
dnk,2018,11.42
dnk,2019,11
dom,1991,19.95
dom,1992,19.7
dom,1993,19.38
dom,1994,19.15
dom,1995,18.84
dom,1996,18.47
dom,1997,17.86
dom,1998,18.41
dom,1999,17.42
dom,2000,17.16
dom,2001,15.62
dom,2002,14.41
dom,2003,14.71
dom,2004,15.43
dom,2005,14.98
dom,2006,14.34
dom,2007,14.31
dom,2008,13.39
dom,2009,10.8
dom,2010,10.79
dom,2011,10.47
dom,2012,10.59
dom,2013,10.14
dom,2014,10.03
dom,2015,9.86
dom,2016,10.19
dom,2017,10.02
dom,2018,9.87
dom,2019,10.09
dza,1991,11.77
dza,1992,11.7
dza,1993,11.58
dza,1994,11.47
dza,1995,11.36
dza,1996,11.23
dza,1997,11.09
dza,1998,10.97
dza,1999,10.75
dza,2000,10.55
dza,2001,10.45
dza,2002,9.97
dza,2003,9.49
dza,2004,9.83
dza,2005,10.16
dza,2006,10.47
dza,2007,10.81
dza,2008,11.18
dza,2009,11.53
dza,2010,11.9
dza,2011,12.24
dza,2012,11.98
dza,2013,11.68
dza,2014,11.44
dza,2015,11.23
dza,2016,10.98
dza,2017,10.73
dza,2018,10.52
dza,2019,10.36
ecu,1991,16.54
ecu,1992,16.37
ecu,1993,16.26
ecu,1994,16.11
ecu,1995,15.91
ecu,1996,15.64
ecu,1997,15.42
ecu,1998,15.06
ecu,1999,14.4
ecu,2000,13.85
ecu,2001,13.36
ecu,2002,12.4
ecu,2003,11.48
ecu,2004,11.5
ecu,2005,10.94
ecu,2006,11.2
ecu,2007,11.03
ecu,2008,11.24
