country,time,c_checkgvt_idea
bgr,2005,-0.81396
bgr,2006,0.46015
bgr,2007,-0.74644
bgr,2008,1.52352
bgr,2009,-4.03954
bgr,2010,-1.12152
bgr,2011,-0.49154
bgr,2012,0.7237
bgr,2013,-0.16736
bgr,2014,1.09383
bgr,2015,1.12245
bgr,2016,-0.37434
bgr,2017,-2.98277
bgr,2018,-0.62379
bgr,2019,0.78131
bhr,1976,-11.00558
bhr,1977,0.51805
bhr,1978,-0.32292
bhr,1979,0.05889
bhr,1980,-1.1197
bhr,1981,2.21637
bhr,1982,0.12141
bhr,1983,-0.33118
bhr,1984,1.0957
bhr,1985,0.72118
bhr,1986,-0.043
bhr,1987,-0.43954
bhr,1988,-0.47652
bhr,1989,0.16886
bhr,1990,-0.29476
bhr,1991,-1.04982
bhr,1992,-0.56044
bhr,1993,4.11599
bhr,1994,-0.24271
bhr,1995,-0.02359
bhr,1996,0.51233
bhr,1997,-0.3488
bhr,1998,-0.18529
bhr,1999,0.35845
bhr,2000,5.07836
bhr,2001,-0.71308
bhr,2002,12.00406
bhr,2003,-0.12679
bhr,2004,-0.31381
bhr,2005,1.65506
bhr,2006,2.2142
bhr,2007,0.3309
bhr,2008,0.26253
bhr,2009,0.27816
bhr,2010,0.11311
bhr,2011,-5.6199
bhr,2012,-2.93544
bhr,2013,0.11563
bhr,2014,0.02175
bhr,2015,-0.06813
bhr,2016,0.72024
bhr,2017,-3.65343
bhr,2018,0.34261
bhr,2019,-0.54474
bih,1993,-0.25335
bih,1994,0.1976
bih,1995,-1.08209
bih,1996,-26.28107
bih,1997,54.83607
bih,1998,0.76693
bih,1999,0.3662
bih,2000,0.01714
bih,2001,0.90092
bih,2002,-0.66437
bih,2003,0.57496
bih,2004,-0.07588
bih,2005,0.53342
bih,2006,0.15991
bih,2007,-0.30617
bih,2008,-0.17082
bih,2009,0.46351
bih,2010,-0.42285
bih,2011,0.57817
bih,2012,-0.28797
bih,2013,0.99978
bih,2014,-0.26458
bih,2015,-0.30199
bih,2016,-0.3033
bih,2017,-0.30511
bih,2018,-0.07955
bih,2019,0.05837
blr,1992,2.55029
blr,1993,1.05908
blr,1994,-3.90441
blr,1995,-4.95579
blr,1996,-10.96413
blr,1997,-15.85684
blr,1998,-3.91105
blr,1999,-0.96528
blr,2000,-0.13299
blr,2001,-0.96357
blr,2002,-0.14878
blr,2003,0.13686
blr,2004,0.23466
blr,2005,0.01918
blr,2006,0.42251
blr,2007,-1.2237
blr,2008,0.91928
blr,2009,-0.33987
blr,2010,1.37219
blr,2011,-1.87744
blr,2012,0.91604
blr,2013,2.91043
blr,2014,-0.70524
blr,2015,1.68484
blr,2016,-0.82659
blr,2017,-0.12757
blr,2018,3.61689
blr,2019,-2.19413
bol,1976,0.55258
bol,1977,-0.34969
bol,1978,12.2318
bol,1979,1.20912
bol,1980,-9.64413
bol,1981,-4.71602
bol,1982,17.77275
bol,1983,8.01235
bol,1984,-0.00711
bol,1985,13.53901
bol,1986,-0.3953
bol,1987,-0.45349
bol,1988,0.4744
bol,1989,-0.20482
bol,1990,-0.09076
bol,1991,0.14745
bol,1992,-0.01997
bol,1993,0.29264
bol,1994,-0.08721
bol,1995,-0.41196
bol,1996,0.17035
bol,1997,2.9015
bol,1998,0.10049
bol,1999,0.21828
bol,2000,0.16158
bol,2001,-0.42284
bol,2002,0.75859
bol,2003,0.03449
bol,2004,3.36245
bol,2005,-1.26764
bol,2006,-5.70087
bol,2007,0.57152
bol,2008,-0.58766
bol,2009,-0.72344
bol,2010,-2.75835
bol,2011,0.06986
bol,2012,-0.20783
bol,2013,0.5464
bol,2014,-0.02891
bol,2015,-1.57103
bol,2016,-0.01166
bol,2017,0.32363
bol,2018,-0.73997
bol,2019,-5.06002
bra,1976,0.55334
bra,1977,0.4085
bra,1978,0.94217
bra,1979,3.35928
bra,1980,4.99651
bra,1981,0.2547
bra,1982,1.65309
bra,1983,1.10136
bra,1984,0.12143
bra,1985,8.21584
bra,1986,5.20523
bra,1987,0.41614
bra,1988,4.37789
bra,1989,2.91642
bra,1990,3.7668
bra,1991,-0.08215
bra,1992,0.48941
bra,1993,-0.15659
bra,1994,0.01631
bra,1995,0.1308
bra,1996,-0.24086
bra,1997,0.42966
bra,1998,-0.41272
bra,1999,-0.19648
bra,2000,0.25406
bra,2001,0.3084
bra,2002,0.35898
bra,2003,0.25323
bra,2004,-0.3948
bra,2005,4.88836
bra,2006,-0.17306
bra,2007,-1.54924
bra,2008,0.12212
bra,2009,-0.28825
bra,2010,0.31609
bra,2011,0.92213
bra,2012,-0.24784
bra,2013,1.32855
bra,2014,0.95154
bra,2015,-0.2649
bra,2016,-10.68615
bra,2017,-1.23854
bra,2018,-2.35597
bra,2019,0.17614
brb,1976,0.22384
brb,1977,0.06158
brb,1978,-0.28386
brb,1979,0.53378
brb,1980,-0.61946
brb,1981,0.28845
brb,1982,-2.66951
brb,1983,0.0083
brb,1984,0.43591
brb,1985,-0.13854
brb,1986,0.04462
brb,1987,0.21036
brb,1988,0.47703
brb,1989,0.49678
brb,1990,0.46603
brb,1991,0.06737
brb,1992,-0.08846
brb,1993,-0.12317
brb,1994,-0.07433
brb,1995,0.41548
brb,1996,-0.11631
brb,1997,0.32176
brb,1998,-0.72731
brb,1999,-0.1203
brb,2000,0.45057
brb,2001,-0.08917
brb,2002,0.11789
brb,2003,0.13822
brb,2004,-0.37895
brb,2005,0.37897
brb,2006,-0.07915
brb,2007,0.65157
brb,2008,-0.91956
brb,2009,0.14708
brb,2010,-0.02233
brb,2011,0.16885
brb,2012,-0.15387
brb,2013,-0.27901
brb,2014,0.16911
brb,2015,-0.31421
brb,2016,0.35767
brb,2017,2.71339
brb,2018,0.31654
brb,2019,1.26564
bwa,1976,0.08059
bwa,1977,-0.10301
bwa,1978,0.02127
bwa,1979,0.23747
bwa,1980,-0.59294
bwa,1981,-0.25771
bwa,1982,2.08914
bwa,1983,-0.09472
bwa,1984,1.65641
bwa,1985,0.17551
bwa,1986,-0.17301
bwa,1987,0.33137
bwa,1988,0.77498
bwa,1989,0.5866
bwa,1990,0.37784
bwa,1991,0.27115
bwa,1992,-0.76268
bwa,1993,-0.10001
bwa,1994,0.96142
bwa,1995,0.30042
bwa,1996,-0.61929
bwa,1997,0.5786
bwa,1998,-0.0988
bwa,1999,-0.63007
bwa,2000,-0.57892
bwa,2001,0.82007
bwa,2002,0.2155
bwa,2003,-0.24103
bwa,2004,-0.03341
bwa,2005,-0.31083
bwa,2006,-0.17405
bwa,2007,0.75417
bwa,2008,-0.32782
bwa,2009,0.19346
bwa,2010,-0.15565
bwa,2011,-0.36415
bwa,2012,-0.82601
bwa,2013,1.55171
bwa,2014,0.05344
bwa,2015,-2.04208
bwa,2016,0.09809
bwa,2017,0.26454
bwa,2018,-0.19885
bwa,2019,-1.09631
caf,1976,-1.53427
caf,1977,-1.01134
caf,1978,-0.17208
caf,1979,1.12745
caf,1980,15.50388
caf,1981,4.56084
caf,1982,-10.35508
caf,1983,-0.14408
caf,1984,-0.10062
caf,1985,0.19335
caf,1986,4.4496
caf,1987,10.71121
caf,1988,-0.71072
caf,1989,0.65889
caf,1990,2.53983
caf,1991,3.2753
caf,1992,4.99388
caf,1993,10.07584
caf,1994,0.27802
caf,1995,0.06897
caf,1996,0.24196
caf,1997,-0.16632
caf,1998,0.10514
caf,1999,0.45818
caf,2000,-0.21203
caf,2001,-1.06319
caf,2002,0.09577
caf,2003,-12.66149
caf,2004,-6.72217
caf,2005,16.12806
caf,2006,0.4953
caf,2007,-0.36289
caf,2008,-0.55948
caf,2009,0.27814
caf,2010,0.68179
caf,2011,-0.17464
caf,2012,0.04734
caf,2013,-0.96522
caf,2014,-16.40663
caf,2015,19.20135
caf,2016,0.49718
caf,2017,-1.10558
caf,2018,2.1934
caf,2019,1.74268
can,1976,0.70625
can,1977,-0.37498
can,1978,-0.16267
can,1979,-0.13664
can,1980,-0.00443
can,1981,-0.77806
can,1982,-0.01503
can,1983,-0.00065
can,1984,0.46121
can,1985,-0.36836
can,1986,0.29079
can,1987,-0.39821
can,1988,-0.04274
can,1989,-1.97961
can,1990,2.27677
can,1991,0.22866
can,1992,-1.08924
can,1993,-0.47036
can,1994,0.0964
can,1995,0.10528
can,1996,-0.23375
can,1997,-0.05
can,1998,0.24231
can,1999,-0.11324
can,2000,1.07348
can,2001,-0.33812
can,2002,-0.25135
can,2003,0.95373
can,2004,0.39035
can,2005,-0.02783
can,2006,-0.82998
can,2007,-0.12382
can,2008,0.76217
can,2009,-0.36914
can,2010,-0.77105
can,2011,0.23536
can,2012,0.70271
can,2013,-0.31794
can,2014,-0.13682
can,2015,-1.60625
can,2016,0.37908
can,2017,-1.91381
can,2018,-1.20145
can,2019,-0.68654
che,1976,-0.02272
che,1977,0.08751
che,1978,0.13558
che,1979,0.04218
che,1980,-0.24602
che,1981,1.93909
che,1982,-0.05336
che,1983,0.10084
che,1984,0.11863
che,1985,-0.12781
che,1986,0.19245
che,1987,-0.0415
che,1988,0.23822
che,1989,-0.81106
che,1990,0.497
che,1991,1.2023
che,1992,0.12408
che,1993,-0.11727
che,1994,0.26646
che,1995,-0.36179
che,1996,0.05128
che,1997,0.33709
che,1998,-0.29588
che,1999,-0.14162
che,2000,0.31257
che,2001,-0.2912
che,2002,-0.36528
che,2003,0.37714
che,2004,0.51731
che,2005,-0.35974
che,2006,0.59844
che,2007,-0.21781
che,2008,-0.50392
che,2009,0.49668
che,2010,-0.05535
che,2011,0.0685
che,2012,-0.43253
che,2013,0.4796
che,2014,0.27654
che,2015,0.04473
che,2016,-0.91571
che,2017,0.68568
che,2018,-0.63749
che,2019,-0.00901
chl,1976,0.07944
chl,1977,0.43456
chl,1978,-0.15576
chl,1979,0.90362
chl,1980,0.50125
chl,1981,-0.112
chl,1982,0.14988
chl,1983,0.23985
chl,1984,-0.0446
chl,1985,0.82218
chl,1986,-0.32912
chl,1987,2.24926
chl,1988,2.05042
chl,1989,24.41796
chl,1990,28.9441
chl,1991,4.99492
chl,1992,-0.36225
chl,1993,-0.72066
chl,1994,1.21641
chl,1995,-0.07466
chl,1996,0.01038
chl,1997,-0.18678
chl,1998,0.31754
chl,1999,-1.09408
chl,2000,3.18974
chl,2001,0.32184
chl,2002,0.31616
chl,2003,-0.05615
chl,2004,-0.34778
chl,2005,4.03918
chl,2006,0.39804
chl,2007,0.58673
chl,2008,-0.41923
chl,2009,-0.4297
chl,2010,1.39685
chl,2011,0.39739
chl,2012,-0.32341
chl,2013,0.39816
chl,2014,2.84958
chl,2015,-3.58795
chl,2016,0.37681
chl,2017,-0.20155
chl,2018,-8.78501
chl,2019,-2.64515
chn,1976,0.08188
chn,1977,0.35036
chn,1978,1.50514
chn,1979,5.79858
chn,1980,-0.67235
chn,1981,0.59984
chn,1982,0.09912
chn,1983,0.064
chn,1984,-0.11015
chn,1985,-0.09587
chn,1986,0.28532
chn,1987,-0.16988
chn,1988,-0.35433
chn,1989,0.02539
chn,1990,0.02029
chn,1991,-0.56362
chn,1992,0.13121
chn,1993,1.19089
chn,1994,-0.28914
chn,1995,0.27563
chn,1996,-0.15433
chn,1997,0.75924
chn,1998,-0.90195
chn,1999,0.53606
chn,2000,-0.87624
chn,2001,-0.7937
chn,2002,0.71579
chn,2003,-0.25454
chn,2004,-0.51317
chn,2005,0.24618
chn,2006,-0.05486
chn,2007,0.22112
chn,2008,-0.22661
chn,2009,-0.12215
chn,2010,0.26105
chn,2011,0.20422
chn,2012,-0.20491
chn,2013,-1.93446
chn,2014,-0.31588
chn,2015,-0.69269
chn,2016,0.04054
chn,2017,1.00413
chn,2018,-2.86384
chn,2019,-1.1466
civ,1976,-0.58637
civ,1977,-0.04607
civ,1978,0.01665
civ,1979,0.26249
civ,1980,-0.36402
civ,1981,0.33542
civ,1982,0.15814
civ,1983,-0.78354
civ,1984,1.09072
civ,1985,-0.14903
civ,1986,-0.19626
civ,1987,-0.54067
civ,1988,0.7408
civ,1989,-0.11663
civ,1990,15.6431
civ,1991,0.31153
civ,1992,0.61929
civ,1993,2.34988
civ,1994,4.75146
civ,1995,-1.13412
civ,1996,0.47357
civ,1997,0.35541
civ,1998,-0.05116
civ,1999,0.12525
civ,2000,4.63026
civ,2001,-0.72928
civ,2002,1.37556
civ,2003,-0.76649
civ,2004,0.63667
civ,2005,-0.1219
civ,2006,-0.00891
civ,2007,-0.43201
civ,2008,0.23177
civ,2009,-0.34669
civ,2010,-0.17606
civ,2011,0.43601
civ,2012,1.02377
civ,2013,-1.90167
civ,2014,0.33308
civ,2015,-0.34871
civ,2016,0.13446
civ,2017,-0.81482
civ,2018,1.91377
civ,2019,-3.50152
cmr,1976,0.26437
cmr,1977,-0.3978
cmr,1978,0.09887
cmr,1979,-0.05887
cmr,1980,4.43116
cmr,1981,0.23798
cmr,1982,1.28409
cmr,1983,2.19648
cmr,1984,-0.58799
cmr,1985,0.64784
cmr,1986,-0.25823
cmr,1987,0.13063
cmr,1988,-0.17241
cmr,1989,0.40673
cmr,1990,9.47405
cmr,1991,0.01816
cmr,1992,2.32134
cmr,1993,0.73191
cmr,1994,0.25798
cmr,1995,0.00007
cmr,1996,0.57979
cmr,1997,-0.6784
cmr,1998,0.18933
cmr,1999,-0.42484
cmr,2000,3.94544
cmr,2001,0.41826
cmr,2002,-0.31107
cmr,2003,0.08077
cmr,2004,-0.10859
cmr,2005,-1.35227
cmr,2006,-0.22571
cmr,2007,0.42578
cmr,2008,0.9007
cmr,2009,0.02934
cmr,2010,-0.12942
cmr,2011,-0.10531
cmr,2012,1.27903
