country,time,c_impadmin_idea
alb,2001,3.56683
alb,2002,-1.43547
alb,2003,0.88951
alb,2004,-0.04963
alb,2005,3.38425
alb,2006,0.20298
alb,2007,-0.08909
alb,2008,-5.78577
alb,2009,0.00628
alb,2010,0.44206
alb,2011,0.76493
alb,2012,0.39872
alb,2013,3.23749
alb,2014,-0.91802
alb,2015,-0.04037
alb,2016,-0.02087
alb,2017,-2.54346
alb,2018,-2.98789
alb,2019,4.15165
are,1976,0.58067
are,1977,-0.17107
are,1978,-1.00863
are,1979,1.98762
are,1980,0.61931
are,1981,-0.01516
are,1982,-0.0085
are,1983,-0.01936
are,1984,0.16038
are,1985,1.0693
are,1986,0.86305
are,1987,0.09012
are,1988,0.16916
are,1989,-0.28055
are,1990,-0.4776
are,1991,0.04166
are,1992,0.97176
are,1993,1.04824
are,1994,2.54066
are,1995,0.00914
are,1996,0.60557
are,1997,0.28509
are,1998,0.87151
are,1999,0.11482
are,2000,1.49908
are,2001,0.32103
are,2002,0.32762
are,2003,-1.57288
are,2004,0.51871
are,2005,1.42923
are,2006,2.02705
are,2007,3.27564
are,2008,-0.01123
are,2009,0.2342
are,2010,0.04824
are,2011,-0.41915
are,2012,0.24462
are,2013,-0.4744
are,2014,0.85318
are,2015,0.32108
are,2016,-0.85094
are,2017,0.08711
are,2018,0.17282
are,2019,-1.604
arg,1976,-10.52506
arg,1977,-0.87917
arg,1978,-0.13831
arg,1979,0.0157
arg,1980,-0.02935
arg,1981,0.01591
arg,1982,-0.06424
arg,1983,11.40721
arg,1984,13.19571
arg,1985,0.38325
arg,1986,-0.10322
arg,1987,-0.13885
arg,1988,0.05716
arg,1989,-1.10228
arg,1990,-7.19952
arg,1991,-0.05976
arg,1992,0.14198
arg,1993,-0.35054
arg,1994,0.10397
arg,1995,-0.05362
arg,1996,-0.03344
arg,1997,-0.50095
arg,1998,1.18742
arg,1999,0.06983
arg,2000,4.29287
arg,2001,-0.39721
arg,2002,-1.41636
arg,2003,-1.62672
arg,2004,0.58071
arg,2005,-0.38883
arg,2006,0.18508
arg,2007,-0.46109
arg,2008,-0.55797
arg,2009,0.00792
arg,2010,0.27674
arg,2011,0.10707
arg,2012,0.04915
arg,2013,-2.19923
arg,2014,-0.17397
arg,2015,1.97365
arg,2016,2.77414
arg,2017,-0.30683
arg,2018,-0.17845
arg,2019,1.4367
arm,1992,-0.65379
arm,1993,-0.29142
arm,1994,-0.29622
arm,1995,-0.65
arm,1996,-5.42169
arm,1997,-0.17534
arm,1998,-2.69196
arm,1999,-0.52183
arm,2000,-2.47421
arm,2001,-5.01101
arm,2002,0.49588
arm,2003,0.16661
arm,2004,-0.08916
arm,2005,0.58133
arm,2006,-0.43774
arm,2007,-0.03792
arm,2008,1.15082
arm,2009,0.33876
arm,2010,1.3298
arm,2011,0.12857
arm,2012,0.30945
arm,2013,-0.06579
arm,2014,0.58257
arm,2015,-0.5081
arm,2016,-0.33862
arm,2017,1.27841
arm,2018,12.34154
arm,2019,9.07532
aus,1976,0.03786
aus,1977,-0.23325
aus,1978,0.10123
aus,1979,-0.11377
aus,1980,1.61866
aus,1981,0.11773
aus,1982,-0.02352
aus,1983,-0.01588
aus,1984,0.29639
aus,1985,0.08042
aus,1986,-0.32351
aus,1987,0.24495
aus,1988,0.10909
aus,1989,0.10241
aus,1990,-0.4151
aus,1991,0.23119
aus,1992,-0.19591
aus,1993,0.32387
aus,1994,-0.19931
aus,1995,0.0093
aus,1996,0.17903
aus,1997,-0.20038
aus,1998,0.25198
aus,1999,0.01384
aus,2000,0.03609
aus,2001,-0.64429
aus,2002,-0.14403
aus,2003,0.1047
aus,2004,-0.14653
aus,2005,0.49221
aus,2006,-0.4179
aus,2007,0.11295
aus,2008,-0.19984
aus,2009,-0.07187
aus,2010,0.04173
aus,2011,0.56994
aus,2012,-0.5395
aus,2013,-8.12718
aus,2014,0.4854
aus,2015,0.02917
aus,2016,0.09378
aus,2017,0.11348
aus,2018,-4.4444
aus,2019,2.34841
aut,1976,-0.05371
aut,1977,0.04091
aut,1978,-0.01898
aut,1979,0.16861
aut,1980,-2.34069
aut,1981,-0.1786
aut,1982,0.08634
aut,1983,-0.01186
aut,1984,0.62378
aut,1985,-0.29751
aut,1986,-0.01532
aut,1987,1.10764
aut,1988,-0.06874
aut,1989,0.90901
aut,1990,0.44929
aut,1991,-0.23892
aut,1992,0.29962
aut,1993,-0.04159
aut,1994,-0.09439
aut,1995,-0.14236
aut,1996,0.13494
aut,1997,-1.01002
aut,1998,0.90406
aut,1999,-0.05055
aut,2000,-1.55549
aut,2001,-0.55032
aut,2002,0.23364
aut,2003,1.35895
aut,2004,-1.87027
aut,2005,0.03944
aut,2006,0.79876
aut,2007,3.39
aut,2008,0.02265
aut,2009,-0.01101
aut,2010,0.13799
aut,2011,-0.97371
aut,2012,0.70345
aut,2013,3.80023
aut,2014,0.01944
aut,2015,-0.18104
aut,2016,0.20056
aut,2017,-1.22522
aut,2018,-3.99471
aut,2019,1.29739
aze,1992,4.76416
aze,1993,-11.56966
aze,1994,-13.88389
aze,1995,-0.77337
aze,1996,0.23582
aze,1997,-0.08908
aze,1998,-0.06025
aze,1999,0.6367
aze,2000,0.05835
aze,2001,-0.01253
aze,2002,0.61747
aze,2003,-0.24509
aze,2004,-0.11737
aze,2005,-0.48153
aze,2006,0.13442
aze,2007,-0.21585
aze,2008,0.38723
aze,2009,-0.15199
aze,2010,0.59834
aze,2011,0.29575
aze,2012,-0.2056
aze,2013,0.76915
aze,2014,0.42007
aze,2015,-0.07127
aze,2016,-3.92217
aze,2017,3.28081
aze,2018,0.47429
aze,2019,3.01383
bdi,1976,9.0455
bdi,1977,1.57781
bdi,1978,-0.16687
bdi,1979,-0.09612
bdi,1980,-0.13241
bdi,1981,0.10495
bdi,1982,0.11048
bdi,1983,0.24243
bdi,1984,-0.25397
bdi,1985,-0.22214
bdi,1986,0.1607
bdi,1987,3.07415
bdi,1988,-1.37597
bdi,1989,0.00579
bdi,1990,-0.09097
bdi,1991,-0.04221
bdi,1992,-1.83883
bdi,1993,-2.51369
bdi,1994,-1.45757
bdi,1995,0.01554
bdi,1996,0.29817
bdi,1997,-0.37021
bdi,1998,0.21695
bdi,1999,-0.07777
bdi,2000,0.10411
bdi,2001,-0.1123
bdi,2002,0.18068
bdi,2003,-0.03991
bdi,2004,-0.7358
bdi,2005,-12.40555
bdi,2006,-2.50051
bdi,2007,-0.33871
bdi,2008,-0.76219
bdi,2009,0.08777
bdi,2010,-3.32341
bdi,2011,0.08732
bdi,2012,-0.21291
bdi,2013,-3.13617
bdi,2014,-1.20426
bdi,2015,-0.6129
bdi,2016,-7.00991
bdi,2017,0.63887
bdi,2018,-1.62554
bdi,2019,0.28091
bel,1976,0.25093
bel,1977,0.05172
bel,1978,-0.2169
bel,1979,-0.14954
bel,1980,0.3279
bel,1981,-0.01819
bel,1982,-0.16716
bel,1983,0.01475
bel,1984,1.14978
bel,1985,-0.21229
bel,1986,-0.23629
bel,1987,0.21349
bel,1988,-0.26038
bel,1989,-1.18071
bel,1990,-0.20007
bel,1991,-0.09818
bel,1992,0.90843
bel,1993,0.01623
bel,1994,0.29076
bel,1995,-0.50302
bel,1996,0.18499
bel,1997,1.77272
bel,1998,-0.16422
bel,1999,-0.03978
bel,2000,0.35351
bel,2001,0.15654
bel,2002,0.15094
bel,2003,-0.01193
bel,2004,-0.12652
bel,2005,-0.04664
bel,2006,-0.2773
bel,2007,0.04252
bel,2008,0.21809
bel,2009,0.71255
bel,2010,-0.03231
bel,2011,-0.12419
bel,2012,-0.28515
bel,2013,-3.85945
bel,2014,-0.33726
bel,2015,0.12081
bel,2016,-0.05877
bel,2017,0.08625
bel,2018,0.92911
bel,2019,-0.77822
ben,1976,0.009
ben,1977,0.11517
ben,1978,-0.12017
ben,1979,0.03797
ben,1980,4.54073
ben,1981,-0.07821
ben,1982,0.01442
ben,1983,0.1475
ben,1984,-0.03631
ben,1985,0.06402
ben,1986,-0.32065
ben,1987,-1.48761
ben,1988,-0.09323
ben,1989,0.15966
ben,1990,2.20294
ben,1991,1.26252
ben,1992,-0.27794
ben,1993,0.07228
ben,1994,-0.06108
ben,1995,0.04885
ben,1996,-1.15262
ben,1997,-0.75923
ben,1998,0.15641
ben,1999,-0.22902
ben,2000,-0.2683
ben,2001,0.35116
ben,2002,0.12835
ben,2003,-0.14163
ben,2004,0.17847
ben,2005,0.78007
ben,2006,0.37457
ben,2007,0.02335
ben,2008,-0.43743
ben,2009,-0.21716
ben,2010,0.03456
ben,2011,0.00825
ben,2012,0.00976
ben,2013,3.83746
ben,2014,0.14773
ben,2015,-3.59424
ben,2016,10.57518
ben,2017,-0.95388
ben,2018,3.94815
ben,2019,-2.30149
bfa,1976,0.01156
bfa,1977,0.23879
bfa,1978,1.00691
bfa,1979,-0.51292
bfa,1980,-0.08017
bfa,1981,-2.40964
bfa,1982,-0.07514
bfa,1983,7.53726
bfa,1984,2.18982
bfa,1985,0.5805
bfa,1986,0.04721
bfa,1987,0.39682
bfa,1988,-12.68224
bfa,1989,-0.15612
bfa,1990,3.18373
bfa,1991,-1.21834
bfa,1992,0.49217
bfa,1993,1.35553
bfa,1994,0.03888
bfa,1995,0.12461
bfa,1996,-0.10565
bfa,1997,-0.47248
bfa,1998,0.09518
bfa,1999,3.56727
bfa,2000,0.20035
bfa,2001,-0.21134
bfa,2002,0.20552
bfa,2003,-1.78699
bfa,2004,-0.08406
bfa,2005,0.22277
bfa,2006,-0.00102
bfa,2007,0.15432
bfa,2008,-0.27488
bfa,2009,0.07039
bfa,2010,0.41795
bfa,2011,-1.23491
bfa,2012,0.67668
bfa,2013,-0.27137
bfa,2014,2.33124
bfa,2015,4.32367
bfa,2016,3.95775
bfa,2017,-3.76871
bfa,2018,1.89698
bfa,2019,-1.20506
bgd,1976,-0.46528
bgd,1977,-0.09261
bgd,1978,2.41676
bgd,1979,-0.16236
bgd,1980,-0.37237
bgd,1981,-0.09294
bgd,1982,-6.3212
bgd,1983,-0.09597
bgd,1984,-1.79696
bgd,1985,-0.31184
bgd,1986,0.06643
bgd,1987,-0.01697
bgd,1988,-0.14928
bgd,1989,0.36757
bgd,1990,-0.04586
bgd,1991,7.09757
bgd,1992,-0.25383
bgd,1993,1.02872
bgd,1994,-0.11509
bgd,1995,0.371
bgd,1996,-1.4683
bgd,1997,-0.6904
bgd,1998,1.16977
bgd,1999,-0.05708
bgd,2000,-2.15315
bgd,2001,-1.80324
bgd,2002,0.60003
bgd,2003,0.19636
bgd,2004,-0.18743
bgd,2005,-0.1958
bgd,2006,0.36247
bgd,2007,2.18891
bgd,2008,0.27264
bgd,2009,-1.78916
bgd,2010,0.68176
bgd,2011,-0.56001
bgd,2012,-0.17542
bgd,2013,-0.61999
bgd,2014,-0.45361
bgd,2015,3.15879
bgd,2016,-0.69283
bgd,2017,-1.71306
bgd,2018,0.67104
bgd,2019,-1.90466
bgr,1976,0.05433
bgr,1977,0.14053
bgr,1978,-0.33731
bgr,1979,0.1168
bgr,1980,-0.02204
bgr,1981,0.00264
bgr,1982,0.00843
bgr,1983,0.13626
bgr,1984,2.78732
bgr,1985,-0.2245
bgr,1986,0.03962
bgr,1987,-0.14112
bgr,1988,-0.25329
bgr,1989,-0.21108
bgr,1990,21.21838
bgr,1991,0.75354
bgr,1992,0.30307
bgr,1993,0.05272
bgr,1994,-0.25804
bgr,1995,0.24035
bgr,1996,-0.0218
bgr,1997,0.85281
bgr,1998,3.17497
bgr,1999,-0.01828
bgr,2000,-0.20417
bgr,2001,-0.40532
bgr,2002,-0.19488
bgr,2003,0.13708
bgr,2004,-0.00372
bgr,2005,-0.17316
bgr,2006,0.77353
bgr,2007,-0.75174
bgr,2008,-0.81591
bgr,2009,-4.0802
bgr,2010,-0.50351
bgr,2011,0.19801
bgr,2012,0.64917
bgr,2013,1.85474
bgr,2014,0.03685
bgr,2015,-4.01173
bgr,2016,0.51105
bgr,2017,-0.2916
bgr,2018,-1.93864
bgr,2019,-2.09332
bhr,1976,6.72848
bhr,1977,-0.19457
bhr,1978,-0.23356
bhr,1979,0.38242
bhr,1980,-0.32702
bhr,1981,0.1981
bhr,1982,0.04767
bhr,1983,0.15539
bhr,1984,1.26811
bhr,1985,0.1338
bhr,1986,-0.31896
bhr,1987,0.47895
bhr,1988,-0.00722
bhr,1989,-0.03488
bhr,1990,-0.15916
bhr,1991,-0.14201
bhr,1992,0.49473
bhr,1993,0.09962
bhr,1994,0.05059
bhr,1995,-0.67299
bhr,1996,-0.25629
bhr,1997,-0.05423
bhr,1998,0.18231
bhr,1999,-0.70125
bhr,2000,-1.3765
bhr,2001,-0.52773
bhr,2002,1.54231
bhr,2003,-0.3853
bhr,2004,0.14265
bhr,2005,1.45849
bhr,2006,-0.00543
bhr,2007,0.03146
bhr,2008,-0.02975
bhr,2009,-0.24014
bhr,2010,0.62174
bhr,2011,-7.08957
bhr,2012,-0.40562
bhr,2013,1.05325
bhr,2014,0.72266
bhr,2015,-0.30817
bhr,2016,0.05163
bhr,2017,-0.01016
bhr,2018,0.18913
bhr,2019,0.51345
bih,1993,0.16648
bih,1994,0.06626
bih,1995,0.20675
bih,1996,-0.59862
bih,1997,-0.04748
bih,1998,-0.03019
bih,1999,0.15745
bih,2000,0.02749
bih,2001,1.00282
bih,2002,0.47579
bih,2003,0.6364
bih,2004,-1.73481
bih,2005,0.13394
bih,2006,-0.20715
bih,2007,-0.39822
bih,2008,0.40587
bih,2009,0.014
bih,2010,-0.88476
bih,2011,-0.07452
bih,2012,0.39616
bih,2013,0.20076
bih,2014,-0.04999
bih,2015,0.41043
bih,2016,-0.17966
bih,2017,-0.09719
bih,2018,-1.70035
bih,2019,-0.30409
blr,1992,1.33693
blr,1993,-0.00274
blr,1994,-4.43303
blr,1995,-0.68054
blr,1996,-4.24667
blr,1997,1.94011
blr,1998,0.14489
blr,1999,1.43714
blr,2000,-1.02615
blr,2001,0.39515
blr,2002,0.09786
blr,2003,0.18225
blr,2004,-1.03025
blr,2005,0.22037
blr,2006,-0.38723
blr,2007,0.85155
blr,2008,-0.20787
blr,2009,-0.0675
blr,2010,0.18829
blr,2011,-0.06769
blr,2012,-0.43833
blr,2013,-0.60111
blr,2014,-0.20429
blr,2015,0.61168
blr,2016,0.19183
blr,2017,-0.07045
blr,2018,-0.36762
blr,2019,1.22398
bol,1976,-0.20135
bol,1977,0.02761
bol,1978,0.12823
bol,1979,5.09406
bol,1980,-3.56126
bol,1981,-1.96463
bol,1982,19.74145
bol,1983,6.30659
bol,1984,-0.96309
bol,1985,3.13018
bol,1986,0.42205
bol,1987,0.71655
bol,1988,-0.06897
bol,1989,0.11214
bol,1990,0.65979
bol,1991,0.03695
bol,1992,0.17963
bol,1993,-0.11493
bol,1994,0.3567
bol,1995,0.03993
bol,1996,0.165
bol,1997,0.18697
bol,1998,0.44171
bol,1999,-0.10232
bol,2000,-0.31344
bol,2001,0.32483
bol,2002,-0.52865
bol,2003,0.63468
bol,2004,0.83367
bol,2005,0.34295
bol,2006,-2.38577
bol,2007,0.10573
bol,2008,0.19827
bol,2009,0.01135
bol,2010,-0.35392
bol,2011,0.19569
bol,2012,-0.99346
bol,2013,3.78613
bol,2014,-0.02988
bol,2015,0.34988
bol,2016,0.63042
bol,2017,-0.42878
bol,2018,-0.018
bol,2019,0.06379
bra,1976,0.0443
bra,1977,0.00169
bra,1978,0.44901
bra,1979,-0.1923
bra,1980,1.20664
bra,1981,0.11545
bra,1982,0.10665
bra,1983,-0.16489
bra,1984,1.4528
bra,1985,3.64976
bra,1986,4.40021
bra,1987,0.14549
bra,1988,1.82486
bra,1989,0.16328
bra,1990,0.7471
bra,1991,-0.37261
bra,1992,0.36042
bra,1993,2.15832
bra,1994,1.29397
bra,1995,0.37376
bra,1996,-0.0115
bra,1997,-0.835
bra,1998,0.32878
bra,1999,0.0749
bra,2000,-0.15108
bra,2001,-0.55367
bra,2002,0.95572
bra,2003,-0.97958
bra,2004,-0.51952
bra,2005,-1.22346
bra,2006,-0.19865
bra,2007,0.56391
bra,2008,-0.15778
bra,2009,0.39276
bra,2010,0.00063
bra,2011,0.2663
bra,2012,-0.56861
bra,2013,0.46798
bra,2014,0.22304
bra,2015,-0.10656
bra,2016,-3.54787
bra,2017,-0.18028
bra,2018,-2.01628
bra,2019,3.39856
brb,1976,0.10958
brb,1977,-0.08042
brb,1978,0.04371
brb,1979,0.12808
brb,1980,-0.2347
brb,1981,0.1706
brb,1982,0.0663
brb,1983,-0.01703
brb,1984,-0.03082
brb,1985,0.02187
brb,1986,-0.08931
brb,1987,0.0446
brb,1988,-0.08372
brb,1989,0.04892
brb,1990,0.20501
brb,1991,-0.2239
brb,1992,1.13407
brb,1993,-0.14162
brb,1994,-0.02061
brb,1995,-0.15867
brb,1996,0.34282
brb,1997,-0.3237
brb,1998,0.182
brb,1999,0.03364
brb,2000,0.17433
brb,2001,-0.37546
brb,2002,0.10908
brb,2003,0.03113
brb,2004,-0.15092
brb,2005,0.18711
brb,2006,0.00106
brb,2007,-0.0796
brb,2008,-0.12589
brb,2009,0.0207
brb,2010,-0.06269
brb,2011,-0.00159
brb,2012,0.00565
brb,2013,0.0028
brb,2014,-0.23946
brb,2015,-0.88177
brb,2016,0.30777
brb,2017,-0.25476
brb,2018,3.63284
brb,2019,2.71803
bwa,1976,-0.21066
bwa,1977,0.20842
bwa,1978,0.20968
bwa,1979,0.00485
bwa,1980,-0.696
bwa,1981,-0.02263
bwa,1982,-0.24661
bwa,1983,0.16781
bwa,1984,-0.73406
bwa,1985,0.15226
bwa,1986,0.094
bwa,1987,0.18358
bwa,1988,-0.21625
bwa,1989,0.03101
bwa,1990,-0.8265
bwa,1991,-0.15751
bwa,1992,-1.05693
bwa,1993,-0.00029
bwa,1994,-0.12554
bwa,1995,-0.03816
bwa,1996,0.17758
bwa,1997,-0.17414
bwa,1998,0.15953
bwa,1999,1.73164
bwa,2000,0.08688
bwa,2001,-0.24594
bwa,2002,-0.12877
bwa,2003,0.26436
bwa,2004,0.03713
bwa,2005,0.14244
bwa,2006,-0.00368
bwa,2007,-0.11709
bwa,2008,-0.88107
bwa,2009,-0.04211
bwa,2010,0.96503
bwa,2011,0.0282
bwa,2012,-1.39401
bwa,2013,-1.40857
bwa,2014,-0.07352
bwa,2015,-0.80542
bwa,2016,-0.07933
bwa,2017,-0.18927
bwa,2018,0.36497
bwa,2019,1.32082
caf,1976,-0.07741
caf,1977,0.2831
caf,1978,-0.29141
caf,1979,1.47503
caf,1980,3.68517
caf,1981,0.50328
caf,1982,-0.83012
caf,1983,0.36231
caf,1984,0.20594
caf,1985,-0.1634
caf,1986,-0.09168
caf,1987,-0.06553
caf,1988,-0.16926
caf,1989,0.04061
caf,1990,0.39383
caf,1991,-0.28765
caf,1992,-0.00158
caf,1993,3.64187
caf,1994,1.18199
caf,1995,-0.07819
caf,1996,-0.02756
caf,1997,0.22436
caf,1998,-0.02422
caf,1999,-0.22199
caf,2000,0.48894
caf,2001,0.01184
caf,2002,-0.23776
caf,2003,-0.55587
caf,2004,-5.82917
caf,2005,0.41394
caf,2006,-0.43052
caf,2007,0.2387
caf,2008,-0.00394
caf,2009,-0.0247
caf,2010,-0.30515
caf,2011,-0.37691
caf,2012,-0.57104
caf,2013,-2.1164
caf,2014,8.11421
caf,2015,0.63836
caf,2016,0.79974
caf,2017,-0.28115
caf,2018,1.8859
caf,2019,-0.23537
can,1976,-0.00609
can,1977,1.50249
can,1978,-0.00125
can,1979,-0.00206
can,1980,0.95464
can,1981,0.27047
can,1982,-0.11056
can,1983,1.78898
can,1984,0.7697
can,1985,1.40144
can,1986,-0.1552
can,1987,0.96695
can,1988,-0.03402
can,1989,0.29118
can,1990,-0.22066
can,1991,0.03787
can,1992,0.05322
can,1993,-0.19032
can,1994,0.07534
can,1995,0.21689
can,1996,-0.10947
can,1997,-0.08966
can,1998,0.01372
can,1999,-0.00516
can,2000,-0.05133
can,2001,-0.08237
can,2002,-0.17569
can,2003,-0.38038
can,2004,1.05494
can,2005,0.34448
can,2006,0.12271
can,2007,2.98327
can,2008,-0.33593
can,2009,0.30355
can,2010,0.99024
can,2011,-0.47285
can,2012,0.37914
can,2013,2.56813
can,2014,0.57761
can,2015,0.19265
can,2016,0.0208
can,2017,-6.41341
can,2018,-1.35331
can,2019,-3.97649
che,1976,-0.02726
che,1977,-0.11257
che,1978,-0.0013
che,1979,0.00209
che,1980,0.23247
che,1981,-0.04335
che,1982,0.03966
che,1983,0.18773
che,1984,0.89944
che,1985,-0.03425
che,1986,-0.10485
che,1987,0.13752
che,1988,-0.21331
che,1989,-0.03685
che,1990,1.46978
che,1991,-0.12834
che,1992,-0.07168
che,1993,0.3858
che,1994,-0.2417
che,1995,-0.07346
che,1996,-0.30786
che,1997,-0.03405
che,1998,-0.33569
che,1999,0.09722
che,2000,0.28227
che,2001,-0.37242
che,2002,0.01708
che,2003,-0.05582
che,2004,-0.1157
che,2005,-0.01171
che,2006,0.01845
che,2007,0.00852
che,2008,0.22248
che,2009,-0.14445
che,2010,0.05567
che,2011,-0.17115
che,2012,0.17214
che,2013,1.73761
che,2014,-0.14648
che,2015,1.30186
che,2016,-0.15322
che,2017,2.73974
che,2018,-1.27118
che,2019,-1.42675
chl,1976,-0.01814
chl,1977,-0.0946
chl,1978,0.10675
chl,1979,-0.08911
chl,1980,2.83645
chl,1981,-0.07264
chl,1982,0.52777
chl,1983,0.16624
chl,1984,0.17903
chl,1985,0.32438
chl,1986,-0.39078
chl,1987,0.27547
chl,1988,-0.02291
chl,1989,3.70752
chl,1990,20.85254
chl,1991,1.68545
chl,1992,0.06075
chl,1993,0.05838
chl,1994,-0.24859
chl,1995,0.36782
chl,1996,0.04476
chl,1997,1.42826
chl,1998,-0.39025
chl,1999,0.12938
chl,2000,0.06043
chl,2001,0.09366
chl,2002,-0.22593
chl,2003,-0.57334
chl,2004,-0.0984
chl,2005,0.84802
chl,2006,-0.06156
chl,2007,-0.084
chl,2008,1.09397
chl,2009,-0.30597
chl,2010,-1.18859
chl,2011,-0.04281
chl,2012,-0.01553
chl,2013,-1.86216
chl,2014,1.44869
chl,2015,-2.41204
chl,2016,0.07104
chl,2017,0.47034
chl,2018,2.59901
chl,2019,-1.0605
chn,1976,-0.07415
chn,1977,2.21611
chn,1978,-0.15895
chn,1979,3.16697
chn,1980,-1.61072
chn,1981,-0.22713
chn,1982,-0.07076
chn,1983,-0.08712
chn,1984,0.329
chn,1985,0.74875
chn,1986,-0.98202
chn,1987,-0.01874
chn,1988,0.20614
chn,1989,0.09441
chn,1990,-0.01431
chn,1991,0.027
chn,1992,-0.29526
chn,1993,0.19587
chn,1994,0.20049
chn,1995,-0.06814
chn,1996,-0.65799
chn,1997,-0.17369
chn,1998,0.28601
chn,1999,0.21617
chn,2000,-1.18825
chn,2001,-0.04134
chn,2002,0.1825
chn,2003,0.29157
chn,2004,0.10555
chn,2005,1.17295
chn,2006,-0.2745
chn,2007,0.78522
chn,2008,0.10475
chn,2009,-0.25213
chn,2010,-0.25087
chn,2011,-0.22798
chn,2012,1.7115
chn,2013,0.39929
chn,2014,0.0966
chn,2015,0.55977
chn,2016,-0.55504
chn,2017,0.85
chn,2018,0.7391
chn,2019,-0.09781
civ,1976,0.24531
civ,1977,0.1159
civ,1978,-0.16891
civ,1979,-0.00627
civ,1980,0.00249
civ,1981,0.05509
civ,1982,0.06612
civ,1983,-0.25952
civ,1984,0.99592
civ,1985,0.41256
civ,1986,-0.13498
civ,1987,-0.21312
civ,1988,-0.01206
civ,1989,0.05545
civ,1990,7.48926
civ,1991,-0.25647
civ,1992,0.25785
civ,1993,-0.71426
civ,1994,-6.15828
civ,1995,-0.59986
civ,1996,0.52206
civ,1997,-0.99593
civ,1998,0.25384
civ,1999,-0.92124
civ,2000,1.49253
civ,2001,0.06621
civ,2002,-1.28777
civ,2003,-0.28673
civ,2004,-0.21814
civ,2005,-0.67343
civ,2006,0.22772
civ,2007,-0.01177
civ,2008,0.28156
civ,2009,0.30372
civ,2010,0.51305
civ,2011,8.59072
civ,2012,3.54833
civ,2013,1.76791
civ,2014,0.66707
civ,2015,0.00684
civ,2016,-0.1425
civ,2017,-1.90369
civ,2018,6.17747
civ,2019,-4.48509
cmr,1976,0.26232
cmr,1977,-0.12647
cmr,1978,-0.22304
cmr,1979,-0.10305
cmr,1980,-6.50081
cmr,1981,-0.02081
cmr,1982,-3.07069
cmr,1983,0.58826
cmr,1984,2.01104
cmr,1985,-2.92472
cmr,1986,-0.76138
cmr,1987,-0.15029
cmr,1988,-0.14769
cmr,1989,-0.01944
cmr,1990,0.67361
cmr,1991,-1.75921
cmr,1992,0.40451
cmr,1993,-3.48768
cmr,1994,-0.05828
cmr,1995,-0.06232
cmr,1996,0.76652
cmr,1997,-0.43842
cmr,1998,-1.67627
cmr,1999,0.00702
cmr,2000,0.18384
cmr,2001,-0.45019
cmr,2002,0.07637
cmr,2003,0.18162
cmr,2004,0.04834
cmr,2005,-0.57912
cmr,2006,0.13994
cmr,2007,-0.31491
cmr,2008,0.1963
cmr,2009,0.09621
cmr,2010,-0.42608
