country,time,net_users_num
aut,2001,3173146
aut,2002,2973938
aut,2003,3491090
aut,2004,4460084
aut,2005,4787120
aut,2006,5269479
aut,2007,5767235
aut,2008,6078469
aut,2009,6149717
aut,2010,6321756
aut,2011,6656287
aut,2012,6804335
aut,2013,6897899
aut,2014,6977954
aut,2015,7284882
aut,2016,7376052
aut,2017,7755834
aut,2018,7798676
aut,2019,7858304
aze,1990,0
aze,1991,0
aze,1992,0
aze,1993,0
aze,1994,110
aze,1995,160
aze,1996,499
aze,1997,1996
aze,1998,2995
aze,1999,7992
aze,2000,12002
aze,2001,25048
aze,2002,413829
aze,2003,418047
aze,2004,422422
aze,2005,685683
aze,2006,1034945
aze,2007,1268504
aze,2008,1506775
aze,2009,2445281
aze,2010,4154934
aze,2011,4573139
aze,2012,5021459
aze,2013,6851391
aze,2014,7129212
aze,2015,7409511
aze,2016,7613584
aze,2017,7777800
aze,2018,7939731
aze,2019,8018080
bdi,1990,0
bdi,1991,0
bdi,1992,0
bdi,1993,0
bdi,1994,0
bdi,1995,0
bdi,1996,49
bdi,1997,489
bdi,1998,980
bdi,1999,2457
bdi,2000,4928
bdi,2001,6917
bdi,2002,7926
bdi,2003,13906
bdi,2004,24894
bdi,2005,39928
bdi,2006,50029
bdi,2007,55036
bdi,2008,65821
bdi,2009,75579
bdi,2010,86756
bdi,2011,99438
bdi,2012,112801
bdi,2013,120610
bdi,2014,135851
bdi,2015,494410
bdi,2016,542610
bdi,2017,288080
bdi,2018,297349
bdi,2019,306800
bel,1990,101
bel,1991,2015
bel,1992,10082
bel,1993,20181
bel,1994,70685
bel,1995,101014
bel,1996,303023
bel,1997,504859
bel,1998,807377
bel,1999,1412361
bel,2000,3026181
bel,2001,3228658
bel,2002,4802048
bel,2003,5206389
bel,2004,5644592
bel,2005,5887271
bel,2006,6341956
bel,2007,6893518
bel,2008,7113984
bel,2009,7601954
bel,2010,8204051
bel,2011,8988411
bel,2012,8948099
bel,2013,9165271
bel,2014,9538041
bel,2015,9600713
bel,2016,9823436
bel,2017,10012804
bel,2018,10179538
bel,2019,10428147
ben,1990,0
ben,1991,0
ben,1992,0
ben,1993,0
ben,1994,0
ben,1995,0
ben,1996,103
ben,1997,1548
ben,1998,3098
ben,1999,10323
ben,2000,15465
ben,2001,25718
ben,2002,51283
ben,2003,71545
ben,2004,91647
ben,2005,101456
ben,2006,126363
ben,2007,151341
ben,2008,160893
ben,2009,200362
ben,2010,287937
ben,2011,392465
ben,2012,437816
ben,2013,490225
ben,2014,617210
ben,2015,1190325
ben,2016,1303996
ben,2017,2235038
ben,2018,2297007
ben,2019,2360230
bfa,1990,0
bfa,1991,0
bfa,1992,0
bfa,1993,0
bfa,1994,0
bfa,1995,0
bfa,1996,100
bfa,1997,1993
bfa,1998,4982
bfa,1999,6970
bfa,2000,8947
bfa,2001,18840
bfa,2002,24708
bfa,2003,47257
bfa,2004,52161
bfa,2005,63072
bfa,2006,87498
bfa,2007,106890
bfa,2008,135145
bfa,2009,171094
bfa,2010,374525
bfa,2011,482457
bfa,2012,617284
bfa,2013,1553624
bfa,2014,1653087
bfa,2015,2535486
bfa,2016,2603030
bfa,2017,3070918
bfa,2018,3160235
bfa,2019,3251421
bgd,1990,0
bgd,1991,0
bgd,1992,0
bgd,1993,0
bgd,1994,0
bgd,1995,0
bgd,1997,902
bgd,1998,4521
bgd,1999,45282
bgd,2000,90687
bgd,2001,168866
bgd,2002,185363
bgd,2003,220894
bgd,2004,272652
bgd,2005,335961
bgd,2006,1409212
bgd,2007,2567887
bgd,2008,3607604
bgd,2009,4523669
bgd,2010,5460291
bgd,2011,6717291
bgd,2012,7550287
bgd,2013,10128082
bgd,2014,21477917
bgd,2015,22500905
bgd,2016,28467483
bgd,2017,23952813
bgd,2018,24206507
bgd,2019,21032956
bgr,1990,0
bgr,1991,0
bgr,1992,0
bgr,1993,201
bgr,1994,1655
bgr,1995,10027
bgr,1996,60138
bgr,1997,100168
bgr,1998,150138
bgr,1999,234601
bgr,2000,429564
bgr,2001,603709
bgr,2002,714255
bgr,2003,939638
bgr,2004,1404101
bgr,2005,1535087
bgr,2006,2067243
bgr,2007,2548793
bgr,2008,2984804
bgr,2009,3363079
bgr,2010,3432583
bgr,2011,3540277
bgr,2012,3806350
bgr,2013,3868232
bgr,2014,4020610
bgr,2015,4079106
bgr,2016,4278689
bgr,2017,4503672
bgr,2018,4568174
bgr,2019,4756369
bhr,1990,0
bhr,1991,0
bhr,1992,0
bhr,1993,0
bhr,1994,0
bhr,1995,1952
bhr,1996,4880
bhr,1997,9794
bhr,1998,19750
bhr,1999,30047
bhr,2000,40898
bhr,2001,104902
bhr,2002,132698
bhr,2003,167850
bhr,2004,178074
bhr,2005,189423
bhr,2006,270697
bhr,2007,340923
bhr,2008,579058
bhr,2009,628090
bhr,2010,682475
bhr,2011,984178
bhr,2012,1143949
bhr,2013,1183526
bhr,2014,1209187
bhr,2015,1282385
bhr,2016,1397277
bhr,2017,1432493
bhr,2018,1548149
bhr,2019,1636265
bhs,1990,0
bhs,1991,0
bhs,1992,0
bhs,1993,0
bhs,1994,0
bhs,1995,2690
bhs,1996,4961
bhs,1997,3917
bhs,1998,6787
bhs,1999,11070
bhs,2000,23844
bhs,2001,35709
bhs,2002,55378
bhs,2003,62625
bhs,2004,70156
bhs,2005,81212
bhs,2006,86068
bhs,2007,91094
bhs,2008,108397
bhs,2009,118444
bhs,2010,152622
bhs,2011,233729
bhs,2012,260863
bhs,2013,264357
bhs,2014,285085
bhs,2015,291876
bhs,2016,302338
bhs,2017,324487
bhs,2018,327790
bhs,2019,331063
bih,1990,0
bih,1991,0
bih,1992,0
bih,1993,0
bih,1994,0
bih,1995,0
bih,1996,569
bih,1997,2220
bih,1998,5365
bih,1999,7276
bih,2000,40624
bih,2001,45086
bih,2002,99559
bih,2003,149172
bih,2004,582283
bih,2005,803021
bih,2006,945964
bih,2007,1050571
bih,2008,1301227
bih,2009,1409946
bih,2010,1584092
bih,2011,1606805
bih,2012,1624563
bih,2013,1718915
bih,2014,1738187
bih,2015,1803844
bih,2016,2040444
bih,2017,2174877
bih,2018,2330742
bih,2019,2308926
blr,1990,0
blr,1991,0
blr,1992,0
blr,1993,0
blr,1994,49
blr,1995,294
blr,1996,2943
blr,1997,4907
blr,1998,7365
blr,1999,49114
blr,2000,183652
blr,2001,421951
blr,2002,872355
blr,2003,866385
blr,2004,860781
blr,2005,855899
blr,2006,1541735
blr,2007,1867661
blr,2008,2174157
blr,2009,2587516
blr,2010,2995743
blr,2011,3733069
blr,2012,4417536
blr,2013,5104711
blr,2014,5566614
blr,2015,5874191
blr,2016,6717077
blr,2017,7034413
blr,2018,7479845
blr,2019,7825574
blz,1990,0
blz,1991,0
blz,1992,0
blz,1993,0
blz,1994,0
blz,1995,94
blz,1996,1886
blz,1997,2855
blz,1998,4816
blz,1999,9743
blz,2000,14749
blz,2001,15212
blz,2002,14915
blz,2003,15315
blz,2004,27099
blz,2005,48246
blz,2006,69921
blz,2007,73562
blz,2008,80694
blz,2009,85586
blz,2010,90935
blz,2011,101382
blz,2012,104780
blz,2013,116158
blz,2014,136753
blz,2015,150109
blz,2016,164216
blz,2017,176925
blz,2018,180360
blz,2019,183787
bol,1990,0
bol,1991,0
bol,1992,0
bol,1993,0
bol,1994,0
bol,1995,5092
bol,1996,15254
bol,1997,35547
bol,1998,50725
bol,1999,81069
bol,2000,121455
bol,2001,181941
bol,2002,272530
bol,2003,312470
bol,2004,402658
bol,2005,482626
bol,2006,582581
bol,2007,1003560
bol,2008,1215182
bol,2009,1660645
bol,2010,2250886
bol,2011,3063885
bol,2012,3667471
bol,2013,3899625
bol,2014,3704455
bol,2015,3865527
bol,2016,4379358
bol,2017,4906085
bol,2018,4976342
bol,2019,5046457
bra,1990,0
bra,1991,4986
bra,1992,19971
bra,1993,39994
bra,1994,60063
bra,1995,170344
bra,1996,742065
bra,1997,1314395
bra,1998,2509205
bra,1999,3513113
bra,2000,5017689
bra,2001,8024305
bra,2002,16426660
bra,2003,24012638
bra,2004,35096844
bra,2005,39128944
bra,2006,53022549
bra,2007,58712281
bra,2008,64963871
bra,2009,76042287
bra,2010,79557593
bra,2011,90244394
bra,2012,96773909
bra,2013,102608725
bra,2014,110609650
bra,2015,119264288
bra,2016,125496606
bra,2017,140228184
bra,2018,141331673
bra,2019,142397854
brb,1990,0
brb,1991,0
brb,1992,0
brb,1993,0
brb,1994,0
brb,1995,21
brb,1996,1040
brb,1997,2101
brb,1998,5307
brb,1999,6427
brb,2000,10789
brb,2001,32526
brb,2002,76111
brb,2003,108881
brb,2004,137091
brb,2005,145068
brb,2006,153444
brb,2007,162204
brb,2008,171887
brb,2009,181876
brb,2010,183667
brb,2011,188186
brb,2012,201993
brb,2013,204123
brb,2014,214074
brb,2015,217162
brb,2016,227351
brb,2017,234023
brb,2018,234359
brb,2019,234671
brn,1990,0
brn,1991,0
brn,1992,0
brn,1993,0
brn,1994,0
brn,1995,3022
brn,1996,10063
brn,1997,15071
brn,1998,20057
brn,1999,25024
brn,2000,29973
brn,2001,43925
brn,2002,53161
brn,2003,69228
brn,2004,106808
brn,2005,133143
brn,2006,156200
brn,2007,167535
brn,2008,174532
brn,2009,188112
brn,2010,205976
brn,2011,220465
brn,2012,240488
brn,2013,260847
brn,2014,281804
brn,2015,295419
brn,2016,377812
brn,2017,402691
brn,2018,405796
brn,2019,411631
btn,1990,0
btn,1991,0
btn,1992,0
btn,1993,0
btn,1994,0
btn,1995,0
btn,1999,795
btn,2000,2370
btn,2001,5219
btn,2002,10323
btn,2003,15300
btn,2004,20167
btn,2005,24958
btn,2006,29704
btn,2007,39360
btn,2008,43991
btn,2009,48636
btn,2010,93228
btn,2011,99835
btn,2012,109447
btn,2013,159093
btn,2014,217873
btn,2015,289698
btn,2016,307741
btn,2017,358664
btn,2018,362913
btn,2019,367097
bwa,1990,0
bwa,1991,0
bwa,1992,0
bwa,1993,0
bwa,1994,0
bwa,1995,948
bwa,1996,2369
bwa,1997,4741
bwa,1998,9493
bwa,1999,18073
bwa,2000,47701
bwa,2001,57456
bwa,2002,57718
bwa,2003,58019
bwa,2004,58349
bwa,2005,58696
bwa,2006,78759
bwa,2007,99024
bwa,2008,119727
bwa,2009,120140
bwa,2010,119226
bwa,2011,181387
bwa,2012,326328
bwa,2013,618765
bwa,2014,767457
bwa,2015,791284
bwa,2016,850211
bwa,2017,1036386
bwa,2018,1059411
bwa,2019,1082740
caf,1990,0
caf,1991,0
caf,1992,0
caf,1993,0
caf,1994,0
caf,1995,0
caf,1996,194
caf,1997,484
caf,1998,969
caf,1999,1455
caf,2000,1944
caf,2001,2923
caf,2002,4887
caf,2003,5882
caf,2004,8846
caf,2005,10831
caf,2006,12814
caf,2007,15777
caf,2008,42734
caf,2009,78077
caf,2010,87735
caf,2011,97210
caf,2012,133092
caf,2013,151230
caf,2014,160710
caf,2015,170740
caf,2016,181507
caf,2017,199433
caf,2018,202486
caf,2019,205905
can,1990,99424
can,1991,159074
can,1992,258530
can,1993,338168
can,1994,686507
can,1995,1214258
can,1996,1991419
can,1997,4482890
can,1998,7474717
can,1999,10965388
can,2000,15691838
can,2001,18589803
can,2002,19203719
can,2003,20215326
can,2004,20984225
can,2005,23048947
can,2006,23556784
can,2007,24105342
can,2008,25569968
can,2009,27098113
can,2010,27420495
can,2011,28667499
can,2012,28985286
can,2013,30284427
can,2014,31070771
can,2015,32424001
can,2016,33166690
can,2017,33426203
can,2018,33737848
can,2019,34044045
che,1990,39632
che,1991,79279
che,1992,118992
che,1993,148868
che,1994,188725
che,1995,248482
che,1996,320206
che,1997,1067344
che,1998,1758760
che,1999,2419111
che,2000,3364713
che,2001,3955725
che,2002,4433312
che,2003,4731704
che,2004,4965488
che,2005,5178159
che,2006,5645676
che,2007,5818553
che,2008,6037278
che,2009,6271402
che,2010,6551477
che,2011,6736200
che,2012,6822821
che,2013,7001204
che,2014,7172047
che,2015,7257944
che,2016,7469412
che,2017,7583675
che,2018,7646291
che,2019,8002518
chl,1990,0
chl,1991,0
chl,1992,5014
chl,1993,10010
chl,1994,19987
chl,1995,49899
chl,1996,99701
chl,1997,156304
chl,1998,248978
chl,1999,622193
chl,2000,2546830
chl,2001,2963577
chl,2002,3466255
chl,2003,4037508
chl,2004,4512683
chl,2005,5045009
chl,2006,5641945
chl,2007,5934342
chl,2008,6232179
chl,2009,7017898
chl,2010,7678139
chl,2011,9004479
chl,2012,9578898
chl,2013,10191476
chl,2014,10852506
chl,2015,13769918
chl,2016,15215246
chl,2017,15206247
chl,2018,15419254
chl,2019,15602737
chn,1990,0
chn,1991,0
chn,1992,0
chn,1993,2056
chn,1994,14368
chn,1995,61484
chn,1996,163735
chn,1997,408822
chn,1998,2143799
chn,1999,9075534
chn,2000,22919020
chn,2001,34292478
chn,2002,60081988
chn,2003,81548818
chn,2004,96585179
chn,2005,113425531
chn,2006,140843418
chn,2007,215359023
chn,2008,305906702
chn,2009,393377959
chn,2010,469502037
chn,2011,527198593
chn,2012,585520695
chn,2013,637482567
chn,2014,670338450
chn,2015,707644478
chn,2016,752274256
chn,2017,771614834
chn,2018,775212749
chn,2019,778544545
civ,1990,0
civ,1991,0
civ,1992,0
civ,1993,0
civ,1994,0
civ,1995,28
civ,1996,1233
civ,1997,2849
civ,1998,9506
civ,1999,19028
civ,2000,38086
civ,2001,66696
civ,2002,85801
civ,2003,133523
civ,2004,152620
civ,2005,190747
civ,2006,285994
civ,2007,345083
civ,2008,372506
civ,2009,401183
civ,2010,554389
civ,2011,609831
civ,2012,1077359
civ,2013,2650501
civ,2014,4365158
civ,2015,8928131
civ,2016,9816821
civ,2017,10713365
civ,2018,11738339
civ,2019,9374661
cmr,1990,0
cmr,1991,0
cmr,1992,0
cmr,1993,0
cmr,1994,0
cmr,1995,0
cmr,1997,971
cmr,1998,1946
cmr,1999,19506
cmr,2000,39114
cmr,2001,44131
cmr,2002,59030
cmr,2003,98726
cmr,2004,168464
cmr,2005,248738
cmr,2006,369711
cmr,2007,548797
cmr,2008,654591
cmr,2009,759933
cmr,2010,874673
cmr,2011,1045320
cmr,2012,1611395
cmr,2013,2207730
cmr,2014,3677840
cmr,2015,4818127
cmr,2016,5551677
cmr,2017,5700065
cmr,2018,5850929
cmr,2019,6004098
cod,1990,0
cod,1991,0
cod,1992,0
cod,1993,0
cod,1994,0
cod,1995,0
cod,1996,46
cod,1997,93
cod,1998,185
cod,1999,463
cod,2000,2780
cod,2001,5558
cod,2002,46276
cod,2003,69381
cod,2004,104125
cod,2005,130411
cod,2006,167502
cod,2007,216279
cod,2008,265809
cod,2009,349712
cod,2010,464860
cod,2011,801062
cod,2012,1159521
cod,2013,1569894
cod,2014,2213023
cod,2015,2897292
cod,2016,4892781
cod,2017,7016492
cod,2018,7246585
cod,2019,7481260
cog,1990,0
cog,1991,0
cog,1992,0
cog,1993,0
cog,1994,0
cog,1995,0
cog,1996,98
cog,1997,99
cog,1998,101
cog,1999,510
cog,2000,824
cog,2001,1037
cog,2002,5206
cog,2003,15672
cog,2004,37825
cog,2005,53016
cog,2006,75202
cog,2007,106969
cog,2008,171993
cog,2009,186543
cog,2010,213687
cog,2011,246111
cog,2012,275424
cog,2013,305102
cog,2014,336798
cog,2015,369839
cog,2016,404554
cog,2017,442076
cog,2018,453637
cog,2019,465414
col,1990,0
col,1991,0
col,1992,0
col,1993,0
col,1994,38324
col,1995,68489
col,1996,122359
col,1997,207677
col,1998,432070
col,1999,662106
col,2000,874843
col,2001,1148985
col,2002,1880267
col,2003,3065210
col,2004,3836776
col,2005,4694364
col,2006,6627753
col,2007,9534778
col,2008,11329273
col,2009,13425016
col,2010,16506285
col,2011,18425329
col,2012,22567888
col,2013,24038169
col,2014,24690923
col,2015,26566429
col,2016,28007287
col,2017,30451220
col,2018,30918924
col,2019,32724111
com,1990,0
com,1991,0
com,1992,0
com,1993,0
com,1994,0
com,1995,0
com,1997,0
com,1998,195
com,1999,784
com,2000,1474
com,2001,2463
com,2002,3160
com,2003,4947
com,2004,7927
com,2005,12233
com,2006,13781
com,2007,16041
com,2008,19717
com,2009,23564
com,2010,35174
com,2011,38862
com,2012,43253
com,2013,48198
com,2014,53005
com,2015,57990
com,2016,63157
com,2017,69003
com,2018,70566
com,2019,72140
cpv,1990,0
cpv,1991,0
cpv,1992,0
cpv,1993,0
cpv,1994,0
cpv,1995,0
cpv,1997,974
cpv,1998,1950
cpv,1999,4877
cpv,2000,7803
cpv,2001,11700
cpv,2002,15587
cpv,2003,19459
cpv,2004,24287
cpv,2005,28125
cpv,2006,31945
cpv,2007,39351
cpv,2008,67318
cpv,2009,102200
cpv,2010,147793
cpv,2011,159635
cpv,2012,175521
cpv,2013,191903
cpv,2014,208658
cpv,2015,223959
cpv,2016,267285
cpv,2017,307246
cpv,2018,316315
cpv,2019,319905
cri,1990,0
cri,1991,0
cri,1992,37
cri,1993,2749
cri,1994,9682
cri,1995,14779
cri,1996,30550
cri,1997,60999
cri,1998,101426
cri,1999,151700
cri,2000,229827
cri,2001,385636
cri,2002,815874
cri,2003,846702
cri,2004,878507
cri,2005,945811
cri,2006,1090701
cri,2007,1250914
cri,2008,1441142
cri,2009,1551970
cri,2010,1670740
cri,2011,1816735
cri,2012,2226801
cri,2013,2179474
cri,2014,2541557
cri,2015,2897194
cri,2016,3227702
cri,2017,3533812
cri,2018,3703927
cri,2019,4098751
cub,1990,0
cub,1991,0
cub,1992,0
cub,1993,0
cub,1994,0
cub,1995,10
cub,1996,3495
cub,1997,7497
cub,1998,25025
cub,1999,34882
cub,2000,60214
cub,2001,120551
cub,2002,422293
cub,2003,588552
cub,2004,945929
cub,2005,1096660
cub,2006,1256709
cub,2007,1315256
cub,2008,1454065
cub,2009,1608788
cub,2010,1784907
cub,2011,1799811
cub,2012,2386508
cub,2013,3151264
cub,2014,3286941
cub,2015,4224719
cub,2016,4871682
cub,2017,6480203
cub,2018,6479569
cub,2019,7008207
cyp,1990,0
cyp,1991,0
cyp,1992,401
cyp,1993,462
cyp,1994,929
cyp,1995,3508
cyp,1996,5881
cyp,1997,39019
cyp,1998,80789
cyp,1999,105036
cyp,2000,143902
cyp,2001,180712
cyp,2002,276677
cyp,2003,298963
cyp,2004,341822
cyp,2005,337174
cyp,2006,374606
cyp,2007,433674
cyp,2008,457611
cyp,2009,546958
cyp,2010,589576
cyp,2011,639581
cyp,2012,688858
cyp,2013,748715
cyp,2014,798888
cyp,2015,832612
cyp,2016,888176
cyp,2017,952515
cyp,2018,1004137
cyp,2019,1031536
cze,1990,0
cze,1991,0
cze,1992,0
cze,1993,60217
cze,1994,130467
cze,1995,150565
cze,1996,200835
cze,1997,301435
cze,1998,402184
cze,1999,704216
cze,2000,1006355
cze,2001,1509552
cze,2002,2453367
cze,2003,3512022
cze,2004,3635003
cze,2005,3618055
cze,2006,4936123
cze,2007,5378668
cze,2008,6564791
cze,2009,6757518
cze,2010,7251229
cze,2011,7448334
cze,2012,7769850
cze,2013,7845719
cze,2014,7861957
cze,2015,8021945
cze,2016,8121438
cze,2017,8376535
cze,2018,8605944
cze,2019,8644035
deu,1990,99523
deu,1991,198945
deu,1992,348068
deu,1993,372895
deu,1994,745717
deu,1995,1491117
deu,1996,2484283
deu,1997,5462777
deu,1998,8040834
deu,1999,16966546
deu,2000,24596335
deu,2001,25780891
deu,2002,39805448
deu,2003,45622433
deu,2004,52849763
deu,2005,56069242
deu,2006,58790365
deu,2007,61088422
deu,2008,63231286
deu,2009,63910969
deu,2010,66278141
deu,2011,65711370
deu,2012,66680960
deu,2013,68324470
deu,2014,70202074
deu,2015,71637430
deu,2016,69178551
deu,2017,69759978
deu,2018,74595100
deu,2019,73607331
dji,1990,0
dji,1991,0
dji,1992,0
dji,1993,0
dji,1994,0
dji,1995,101
dji,1996,201
dji,1997,548
dji,1998,644
dji,1999,740
dji,2000,1396
dji,2001,2518
dji,2002,3637
dji,2003,4755
dji,2004,6029
dji,2005,7469
dji,2006,10091
dji,2007,13048
dji,2008,18450
dji,2009,33113
dji,2010,54613
dji,2011,59757
dji,2012,71771
dji,2013,83913
dji,2014,96252
dji,2015,108970
dji,2016,122039
dji,2017,525688
dji,2018,533942
dji,2019,542090
dma,1990,0
dma,1991,0
dma,1992,0
dma,1993,0
dma,1994,0
dma,1995,390
dma,1996,827
dma,1997,823
dma,1998,2053
dma,1999,2047
dma,2000,6140
dma,2001,9228
dma,2002,12868
dma,2003,16558
dma,2004,21341
dma,2005,27204
dma,2006,27862
dma,2007,28513
dma,2008,29153
dma,2009,29770
dma,2010,33631
dma,2011,34463
dma,2012,35335
dma,2013,36220
dma,2014,40877
dma,2015,46264
dma,2016,47797
dma,2017,49750
dma,2018,49866
dma,2019,49993
dnk,1990,5001
dnk,1991,10003
dnk,1992,20010
dnk,1993,30020
dnk,1994,70056
dnk,1995,200186
dnk,1996,300315
dnk,1997,600709
dnk,1998,1201527
dnk,1999,1628036
dnk,2000,2092273
dnk,2001,2301688
dnk,2002,3452023
dnk,2003,4108102
dnk,2004,4372449
dnk,2005,4485915
dnk,2006,4717480
dnk,2007,4651073
dnk,2008,4674171
dnk,2009,4799116
dnk,2010,4928262
dnk,2011,5014074
dnk,2012,5176625
dnk,2013,5335366
dnk,2014,5437065
dnk,2015,5479948
dnk,2016,5538167
dnk,2017,5566007
dnk,2018,5616628
dnk,2019,5659118
dom,1990,0
dom,1991,0
dom,1992,0
dom,1993,0
dom,1994,0
dom,1995,1348
dom,1996,5964
dom,1997,11535
dom,1998,19215
dom,1999,92172
dom,2000,313836
dom,2001,380865
dom,2002,595369
dom,2003,699033
dom,2004,795634
dom,2005,1044657
dom,2006,1368504
dom,2007,1649242
dom,2008,1969172
dom,2009,2654671
dom,2010,3044267
dom,2011,3729023
dom,2012,4202764
dom,2013,4612136
dom,2014,5039897
dom,2015,5574292
dom,2016,6641129
dom,2017,7103835
dom,2018,7951688
dom,2019,8035349
dza,1990,0
dza,1991,0
dza,1992,0
dza,1993,0
dza,1994,102
dza,1995,509
dza,1996,509
dza,1997,3054
dza,1998,6111
dza,1999,61101
dza,2000,152637
dza,2001,203213
dza,2002,507019
dza,2003,708314
dza,2004,1515111
dza,2005,1937250
dza,2006,2481354
dza,2007,3229186
dza,2008,3535575
dza,2009,3967995
dza,2010,4497181
dza,2011,5462554
dza,2012,6803870
dza,2013,8581530
dza,2014,11482488
dza,2015,15176104
dza,2016,17415001
dza,2017,19738952
dza,2018,25159563
dza,2019,25650880
ecu,1990,0
ecu,1991,0
ecu,1992,548
ecu,1993,1798
ecu,1994,3904
ecu,1995,5021
ecu,1996,10084
ecu,1997,13173
ecu,1998,15281
ecu,1999,102445
ecu,2000,185422
ecu,2001,344878
ecu,2002,560017
ecu,2003,596318
ecu,2004,657309
ecu,2005,828757
